//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa--Spectrum--002--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3143.30000002328
PositionY = 9653.70000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa--Spectrum--002--Spec.Data 1
 1.83765E+03	 1.46860E+03
 1.84001E+03	 1.46906E+03
 1.84237E+03	 1.47018E+03
 1.84473E+03	 1.46580E+03
 1.84709E+03	 1.46806E+03
 1.84944E+03	 1.46480E+03
 1.85180E+03	 1.46662E+03
 1.85416E+03	 1.46884E+03
 1.85651E+03	 1.46754E+03
 1.85886E+03	 1.46658E+03
 1.86122E+03	 1.46608E+03
 1.86357E+03	 1.46792E+03
 1.86592E+03	 1.46720E+03
 1.86827E+03	 1.46608E+03
 1.87062E+03	 1.46626E+03
 1.87297E+03	 1.46610E+03
 1.87532E+03	 1.46550E+03
 1.87767E+03	 1.46398E+03
 1.88002E+03	 1.46730E+03
 1.88236E+03	 1.46382E+03
 1.88471E+03	 1.46292E+03
 1.88705E+03	 1.46574E+03
 1.88940E+03	 1.46394E+03
 1.89174E+03	 1.46300E+03
 1.89409E+03	 1.46152E+03
 1.89643E+03	 1.46500E+03
 1.89877E+03	 1.45946E+03
 1.90111E+03	 1.46364E+03
 1.90345E+03	 1.46240E+03
 1.90579E+03	 1.46362E+03
 1.90813E+03	 1.46002E+03
 1.91047E+03	 1.45870E+03
 1.91281E+03	 1.45988E+03
 1.91514E+03	 1.45718E+03
 1.91748E+03	 1.46210E+03
 1.91981E+03	 1.46054E+03
 1.92215E+03	 1.45906E+03
 1.92448E+03	 1.45498E+03
 1.92682E+03	 1.45784E+03
 1.92915E+03	 1.45862E+03
 1.93148E+03	 1.46016E+03
 1.93381E+03	 1.45324E+03
 1.93614E+03	 1.45534E+03
 1.93847E+03	 1.46068E+03
 1.94080E+03	 1.45638E+03
 1.94313E+03	 1.45840E+03
 1.94546E+03	 1.45808E+03
 1.94778E+03	 1.45666E+03
 1.95011E+03	 1.45668E+03
 1.95244E+03	 1.45884E+03
 1.95476E+03	 1.45732E+03
 1.95709E+03	 1.45656E+03
 1.95941E+03	 1.45844E+03
 1.96173E+03	 1.45812E+03
 1.96405E+03	 1.45520E+03
 1.96638E+03	 1.45640E+03
 1.96870E+03	 1.46104E+03
 1.97102E+03	 1.45590E+03
 1.97334E+03	 1.45728E+03
 1.97566E+03	 1.45804E+03
 1.97797E+03	 1.45446E+03
 1.98029E+03	 1.45864E+03
 1.98261E+03	 1.45476E+03
 1.98492E+03	 1.45242E+03
 1.98724E+03	 1.45138E+03
 1.98955E+03	 1.45364E+03
 1.99187E+03	 1.44922E+03
 1.99418E+03	 1.45092E+03
 1.99649E+03	 1.45120E+03
 1.99880E+03	 1.45396E+03
 2.00112E+03	 1.45224E+03
 2.00343E+03	 1.45412E+03
 2.00574E+03	 1.45140E+03
 2.00804E+03	 1.45040E+03
 2.01035E+03	 1.45040E+03
 2.01266E+03	 1.44958E+03
 2.01497E+03	 1.45136E+03
 2.01727E+03	 1.44986E+03
 2.01958E+03	 1.45000E+03
 2.02188E+03	 1.44934E+03
 2.02419E+03	 1.45196E+03
 2.02649E+03	 1.44854E+03
 2.02880E+03	 1.45164E+03
 2.03110E+03	 1.44972E+03
 2.03340E+03	 1.45138E+03
 2.03570E+03	 1.45256E+03
 2.03800E+03	 1.44508E+03
 2.04030E+03	 1.44968E+03
 2.04260E+03	 1.45030E+03
 2.04490E+03	 1.44976E+03
 2.04719E+03	 1.44830E+03
 2.04949E+03	 1.44832E+03
 2.05179E+03	 1.44964E+03
 2.05408E+03	 1.44434E+03
 2.05638E+03	 1.44844E+03
 2.05867E+03	 1.44878E+03
 2.06096E+03	 1.44878E+03
 2.06326E+03	 1.44860E+03
 2.06555E+03	 1.45028E+03
 2.06784E+03	 1.44846E+03
 2.07013E+03	 1.44742E+03
 2.07242E+03	 1.44466E+03
 2.07471E+03	 1.44690E+03
 2.07700E+03	 1.44870E+03
 2.07929E+03	 1.44934E+03
 2.08157E+03	 1.44576E+03
 2.08386E+03	 1.44336E+03
 2.08615E+03	 1.44522E+03
 2.08843E+03	 1.44250E+03
 2.09072E+03	 1.44246E+03
 2.09300E+03	 1.44576E+03
 2.09528E+03	 1.44588E+03
 2.09756E+03	 1.44684E+03
 2.09985E+03	 1.44532E+03
 2.10213E+03	 1.44488E+03
 2.10441E+03	 1.44436E+03
 2.10669E+03	 1.44588E+03
 2.10897E+03	 1.44676E+03
 2.11125E+03	 1.44568E+03
 2.11352E+03	 1.44586E+03
 2.11580E+03	 1.44476E+03
 2.11808E+03	 1.44390E+03
 2.12035E+03	 1.44342E+03
 2.12263E+03	 1.44374E+03
 2.12490E+03	 1.44300E+03
 2.12718E+03	 1.44572E+03
 2.12945E+03	 1.44562E+03
 2.13172E+03	 1.44522E+03
 2.13399E+03	 1.44496E+03
 2.13626E+03	 1.44308E+03
 2.13853E+03	 1.44454E+03
 2.14080E+03	 1.44488E+03
 2.14307E+03	 1.44256E+03
 2.14534E+03	 1.44400E+03
 2.14761E+03	 1.44236E+03
 2.14988E+03	 1.44424E+03
 2.15214E+03	 1.44378E+03
 2.15441E+03	 1.44228E+03
 2.15667E+03	 1.44452E+03
 2.15894E+03	 1.44638E+03
 2.16120E+03	 1.44392E+03
 2.16346E+03	 1.44190E+03
 2.16573E+03	 1.44314E+03
 2.16799E+03	 1.44524E+03
 2.17025E+03	 1.44354E+03
 2.17251E+03	 1.44506E+03
 2.17477E+03	 1.44264E+03
 2.17703E+03	 1.44138E+03
 2.17929E+03	 1.44304E+03
 2.18154E+03	 1.44424E+03
 2.18380E+03	 1.44228E+03
 2.18606E+03	 1.44344E+03
 2.18831E+03	 1.44390E+03
 2.19057E+03	 1.44200E+03
 2.19282E+03	 1.43930E+03
 2.19508E+03	 1.44210E+03
 2.19733E+03	 1.44340E+03
 2.19958E+03	 1.44170E+03
 2.20183E+03	 1.43708E+03
 2.20409E+03	 1.44144E+03
 2.20634E+03	 1.44286E+03
 2.20859E+03	 1.44114E+03
 2.21083E+03	 1.44236E+03
 2.21308E+03	 1.44086E+03
 2.21533E+03	 1.44104E+03
 2.21758E+03	 1.44094E+03
 2.21982E+03	 1.43820E+03
 2.22207E+03	 1.43852E+03
 2.22432E+03	 1.43792E+03
 2.22656E+03	 1.44166E+03
 2.22880E+03	 1.44052E+03
 2.23105E+03	 1.44116E+03
 2.23329E+03	 1.44228E+03
 2.23553E+03	 1.44284E+03
 2.23777E+03	 1.44072E+03
 2.24001E+03	 1.43988E+03
 2.24225E+03	 1.43810E+03
 2.24449E+03	 1.43664E+03
 2.24673E+03	 1.43986E+03
 2.24897E+03	 1.44138E+03
 2.25121E+03	 1.43786E+03
 2.25344E+03	 1.44092E+03
 2.25568E+03	 1.44146E+03
 2.25791E+03	 1.43792E+03
 2.26015E+03	 1.44042E+03
 2.26238E+03	 1.44032E+03
 2.26462E+03	 1.43736E+03
 2.26685E+03	 1.44162E+03
 2.26908E+03	 1.43792E+03
 2.27131E+03	 1.43962E+03
 2.27354E+03	 1.43948E+03
 2.27577E+03	 1.43840E+03
 2.27800E+03	 1.44116E+03
 2.28023E+03	 1.43914E+03
 2.28246E+03	 1.44016E+03
 2.28469E+03	 1.43804E+03
 2.28692E+03	 1.43830E+03
 2.28914E+03	 1.43692E+03
 2.29137E+03	 1.44104E+03
 2.29359E+03	 1.43894E+03
 2.29582E+03	 1.43784E+03
 2.29804E+03	 1.44134E+03
 2.30026E+03	 1.43764E+03
 2.30249E+03	 1.44066E+03
 2.30471E+03	 1.43502E+03
 2.30693E+03	 1.43620E+03
 2.30915E+03	 1.43784E+03
 2.31137E+03	 1.43794E+03
 2.31359E+03	 1.43738E+03
 2.31581E+03	 1.43920E+03
 2.31802E+03	 1.43820E+03
 2.32024E+03	 1.43758E+03
 2.32246E+03	 1.43614E+03
 2.32467E+03	 1.43682E+03
 2.32689E+03	 1.43606E+03
 2.32910E+03	 1.43862E+03
 2.33132E+03	 1.44052E+03
 2.33353E+03	 1.43708E+03
 2.33574E+03	 1.43786E+03
 2.33796E+03	 1.43804E+03
 2.34017E+03	 1.43524E+03
 2.34238E+03	 1.43578E+03
 2.34459E+03	 1.43406E+03
 2.34680E+03	 1.43430E+03
 2.34901E+03	 1.43660E+03
 2.35121E+03	 1.43476E+03
 2.35342E+03	 1.43242E+03
 2.35563E+03	 1.43538E+03
 2.35784E+03	 1.43536E+03
 2.36004E+03	 1.43656E+03
 2.36225E+03	 1.43490E+03
 2.36445E+03	 1.43446E+03
 2.36665E+03	 1.43310E+03
 2.36886E+03	 1.43372E+03
 2.37106E+03	 1.43008E+03
 2.37326E+03	 1.43220E+03
 2.37546E+03	 1.43434E+03
 2.37766E+03	 1.43260E+03
 2.37986E+03	 1.43550E+03
 2.38206E+03	 1.43794E+03
 2.38426E+03	 1.43154E+03
 2.38646E+03	 1.43636E+03
 2.38866E+03	 1.43470E+03
 2.39085E+03	 1.43298E+03
 2.39305E+03	 1.43218E+03
 2.39525E+03	 1.43194E+03
 2.39744E+03	 1.43314E+03
 2.39963E+03	 1.43398E+03
 2.40183E+03	 1.43434E+03
 2.40402E+03	 1.43506E+03
 2.40621E+03	 1.43294E+03
 2.40841E+03	 1.42890E+03
 2.41060E+03	 1.43068E+03
 2.41279E+03	 1.43086E+03
 2.41498E+03	 1.42928E+03
 2.41717E+03	 1.43164E+03
 2.41935E+03	 1.43242E+03
 2.42154E+03	 1.43192E+03
 2.42373E+03	 1.43192E+03
 2.42592E+03	 1.43516E+03
 2.42810E+03	 1.43292E+03
 2.43029E+03	 1.43082E+03
 2.43247E+03	 1.43246E+03
 2.43466E+03	 1.43160E+03
 2.43684E+03	 1.42964E+03
 2.43902E+03	 1.42860E+03
 2.44121E+03	 1.43194E+03
 2.44339E+03	 1.43248E+03
 2.44557E+03	 1.43144E+03
 2.44775E+03	 1.43046E+03
 2.44993E+03	 1.43076E+03
 2.45211E+03	 1.43156E+03
 2.45429E+03	 1.43022E+03
 2.45646E+03	 1.43090E+03
 2.45864E+03	 1.43272E+03
 2.46082E+03	 1.43212E+03
 2.46299E+03	 1.43328E+03
 2.46517E+03	 1.42818E+03
 2.46734E+03	 1.43084E+03
 2.46952E+03	 1.43100E+03
 2.47169E+03	 1.43112E+03
 2.47386E+03	 1.43014E+03
 2.47604E+03	 1.43142E+03
 2.47821E+03	 1.43000E+03
 2.48038E+03	 1.43232E+03
 2.48255E+03	 1.43128E+03
 2.48472E+03	 1.43584E+03
 2.48689E+03	 1.43274E+03
 2.48906E+03	 1.43150E+03
 2.49123E+03	 1.43282E+03
 2.49339E+03	 1.43168E+03
 2.49556E+03	 1.43166E+03
 2.49773E+03	 1.43052E+03
 2.49989E+03	 1.43044E+03
 2.50206E+03	 1.43102E+03
 2.50422E+03	 1.43018E+03
 2.50638E+03	 1.43148E+03
 2.50855E+03	 1.42820E+03
 2.51071E+03	 1.43176E+03
 2.51287E+03	 1.42996E+03
 2.51503E+03	 1.43234E+03
 2.51719E+03	 1.43208E+03
 2.51935E+03	 1.43244E+03
 2.52151E+03	 1.43204E+03
 2.52367E+03	 1.43144E+03
 2.52583E+03	 1.43150E+03
 2.52799E+03	 1.42976E+03
 2.53014E+03	 1.43154E+03
 2.53230E+03	 1.42830E+03
 2.53445E+03	 1.43126E+03
 2.53661E+03	 1.43004E+03
 2.53876E+03	 1.42896E+03
 2.54092E+03	 1.42846E+03
 2.54307E+03	 1.42666E+03
 2.54522E+03	 1.43236E+03
 2.54738E+03	 1.42792E+03
 2.54953E+03	 1.42890E+03
 2.55168E+03	 1.43006E+03
 2.55383E+03	 1.42670E+03
 2.55598E+03	 1.42894E+03
 2.55813E+03	 1.42814E+03
 2.56027E+03	 1.42778E+03
 2.56242E+03	 1.42926E+03
 2.56457E+03	 1.42824E+03
 2.56671E+03	 1.42708E+03
 2.56886E+03	 1.42928E+03
 2.57101E+03	 1.42500E+03
 2.57315E+03	 1.42864E+03
 2.57529E+03	 1.42434E+03
 2.57744E+03	 1.42922E+03
 2.57958E+03	 1.42814E+03
 2.58172E+03	 1.42790E+03
 2.58386E+03	 1.42566E+03
 2.58601E+03	 1.42698E+03
 2.58815E+03	 1.42464E+03
 2.59029E+03	 1.42690E+03
 2.59242E+03	 1.42812E+03
 2.59456E+03	 1.42644E+03
 2.59670E+03	 1.42528E+03
 2.59884E+03	 1.42690E+03
 2.60097E+03	 1.42530E+03
 2.60311E+03	 1.42622E+03
 2.60525E+03	 1.42418E+03
 2.60738E+03	 1.42562E+03
 2.60952E+03	 1.42440E+03
 2.61165E+03	 1.42510E+03
 2.61378E+03	 1.42876E+03
 2.61591E+03	 1.42376E+03
 2.61805E+03	 1.42268E+03
 2.62018E+03	 1.42450E+03
 2.62231E+03	 1.42470E+03
 2.62444E+03	 1.42532E+03
 2.62657E+03	 1.42462E+03
 2.62870E+03	 1.42544E+03
 2.63082E+03	 1.42378E+03
 2.63295E+03	 1.42294E+03
 2.63508E+03	 1.42482E+03
 2.63721E+03	 1.42532E+03
 2.63933E+03	 1.42292E+03
 2.64146E+03	 1.42400E+03
 2.64358E+03	 1.42630E+03
 2.64571E+03	 1.42532E+03
 2.64783E+03	 1.42634E+03
 2.64995E+03	 1.42444E+03
 2.65207E+03	 1.42344E+03
 2.65420E+03	 1.42192E+03
 2.65632E+03	 1.42404E+03
 2.65844E+03	 1.42368E+03
 2.66056E+03	 1.42282E+03
 2.66268E+03	 1.42672E+03
 2.66480E+03	 1.42424E+03
 2.66691E+03	 1.42640E+03
 2.66903E+03	 1.42584E+03
 2.67115E+03	 1.42508E+03
 2.67326E+03	 1.42676E+03
 2.67538E+03	 1.42104E+03
 2.67749E+03	 1.42454E+03
 2.67961E+03	 1.42664E+03
 2.68172E+03	 1.42418E+03
 2.68384E+03	 1.42378E+03
 2.68595E+03	 1.42328E+03
 2.68806E+03	 1.42374E+03
 2.69017E+03	 1.42484E+03
 2.69228E+03	 1.42372E+03
 2.69439E+03	 1.42108E+03
 2.69650E+03	 1.42130E+03
 2.69861E+03	 1.42176E+03
 2.70072E+03	 1.42392E+03
 2.70283E+03	 1.42326E+03
 2.70494E+03	 1.42242E+03
 2.70704E+03	 1.42056E+03
 2.70915E+03	 1.42436E+03
 2.71126E+03	 1.42270E+03
 2.71336E+03	 1.42318E+03
 2.71546E+03	 1.42290E+03
 2.71757E+03	 1.42522E+03
 2.71967E+03	 1.42210E+03
 2.72177E+03	 1.42070E+03
 2.72388E+03	 1.42062E+03
 2.72598E+03	 1.42296E+03
 2.72808E+03	 1.42322E+03
 2.73018E+03	 1.42462E+03
 2.73228E+03	 1.42142E+03
 2.73438E+03	 1.42086E+03
 2.73648E+03	 1.42112E+03
 2.73857E+03	 1.41904E+03
 2.74067E+03	 1.42130E+03
 2.74277E+03	 1.42030E+03
 2.74486E+03	 1.42370E+03
 2.74696E+03	 1.42170E+03
 2.74905E+03	 1.42010E+03
 2.75115E+03	 1.42110E+03
 2.75324E+03	 1.42054E+03
 2.75534E+03	 1.42404E+03
 2.75743E+03	 1.41984E+03
 2.75952E+03	 1.42204E+03
 2.76161E+03	 1.41888E+03
 2.76370E+03	 1.42076E+03
 2.76579E+03	 1.41884E+03
 2.76788E+03	 1.42184E+03
 2.76997E+03	 1.42054E+03
 2.77206E+03	 1.41998E+03
 2.77415E+03	 1.41898E+03
 2.77624E+03	 1.42260E+03
 2.77832E+03	 1.42058E+03
 2.78041E+03	 1.41922E+03
 2.78250E+03	 1.42050E+03
 2.78458E+03	 1.42260E+03
 2.78666E+03	 1.41892E+03
 2.78875E+03	 1.41682E+03
 2.79083E+03	 1.41798E+03
 2.79291E+03	 1.41688E+03
 2.79500E+03	 1.41922E+03
 2.79708E+03	 1.41558E+03
 2.79916E+03	 1.42052E+03
 2.80124E+03	 1.41586E+03
 2.80332E+03	 1.41712E+03
 2.80540E+03	 1.41942E+03
 2.80748E+03	 1.41636E+03
 2.80956E+03	 1.42050E+03
 2.81163E+03	 1.41886E+03
 2.81371E+03	 1.41602E+03
 2.81579E+03	 1.42002E+03
 2.81786E+03	 1.41790E+03
 2.81994E+03	 1.41686E+03
 2.82201E+03	 1.41818E+03
 2.82409E+03	 1.41680E+03
 2.82616E+03	 1.41772E+03
 2.82823E+03	 1.41618E+03
 2.83031E+03	 1.41562E+03
 2.83238E+03	 1.41658E+03
 2.83445E+03	 1.41486E+03
 2.83652E+03	 1.41738E+03
 2.83859E+03	 1.41680E+03
 2.84066E+03	 1.41672E+03
 2.84273E+03	 1.41576E+03
 2.84480E+03	 1.41392E+03
 2.84686E+03	 1.41794E+03
 2.84893E+03	 1.41510E+03
 2.85100E+03	 1.41680E+03
 2.85306E+03	 1.41416E+03
 2.85513E+03	 1.41566E+03
 2.85719E+03	 1.41560E+03
 2.85926E+03	 1.41676E+03
 2.86132E+03	 1.41324E+03
 2.86339E+03	 1.41566E+03
 2.86545E+03	 1.41478E+03
 2.86751E+03	 1.41630E+03
 2.86957E+03	 1.41338E+03
 2.87163E+03	 1.41546E+03
 2.87369E+03	 1.41510E+03
 2.87575E+03	 1.41684E+03
 2.87781E+03	 1.41516E+03
 2.87987E+03	 1.41444E+03
 2.88193E+03	 1.41482E+03
 2.88399E+03	 1.41442E+03
 2.88604E+03	 1.41546E+03
 2.88810E+03	 1.41158E+03
 2.89015E+03	 1.41466E+03
 2.89221E+03	 1.41272E+03
 2.89426E+03	 1.41248E+03
 2.89632E+03	 1.41304E+03
 2.89837E+03	 1.41386E+03
 2.90042E+03	 1.41048E+03
 2.90248E+03	 1.41420E+03
 2.90453E+03	 1.41358E+03
 2.90658E+03	 1.41184E+03
 2.90863E+03	 1.41700E+03
 2.91068E+03	 1.41432E+03
 2.91273E+03	 1.41320E+03
 2.91478E+03	 1.41216E+03
 2.91683E+03	 1.41652E+03
 2.91888E+03	 1.41270E+03
 2.92092E+03	 1.41206E+03
 2.92297E+03	 1.41140E+03
 2.92502E+03	 1.41234E+03
 2.92706E+03	 1.41448E+03
 2.92911E+03	 1.41268E+03
 2.93115E+03	 1.41010E+03
 2.93320E+03	 1.41046E+03
 2.93524E+03	 1.41364E+03
 2.93728E+03	 1.41198E+03
 2.93932E+03	 1.41214E+03
 2.94137E+03	 1.41012E+03
 2.94341E+03	 1.41308E+03
 2.94545E+03	 1.40882E+03
 2.94749E+03	 1.41266E+03
 2.94953E+03	 1.41140E+03
 2.95157E+03	 1.41220E+03
 2.95360E+03	 1.41190E+03
 2.95564E+03	 1.40876E+03
 2.95768E+03	 1.40890E+03
 2.95971E+03	 1.40906E+03
 2.96175E+03	 1.40902E+03
 2.96379E+03	 1.40892E+03
 2.96582E+03	 1.40912E+03
 2.96786E+03	 1.41232E+03
 2.96989E+03	 1.41182E+03
 2.97192E+03	 1.41166E+03
 2.97396E+03	 1.41066E+03
 2.97599E+03	 1.40952E+03
 2.97802E+03	 1.40828E+03
 2.98005E+03	 1.40858E+03
 2.98208E+03	 1.40934E+03
 2.98411E+03	 1.40860E+03
 2.98614E+03	 1.40854E+03
 2.98817E+03	 1.40588E+03
 2.99020E+03	 1.41042E+03
 2.99223E+03	 1.40764E+03
 2.99425E+03	 1.40976E+03
 2.99628E+03	 1.40936E+03
 2.99830E+03	 1.40656E+03
 3.00033E+03	 1.40896E+03
 3.00236E+03	 1.40828E+03
 3.00438E+03	 1.40858E+03
 3.00640E+03	 1.40948E+03
 3.00843E+03	 1.40654E+03
 3.01045E+03	 1.40510E+03
 3.01247E+03	 1.40824E+03
 3.01449E+03	 1.40984E+03
 3.01651E+03	 1.40870E+03
 3.01854E+03	 1.40698E+03
 3.02056E+03	 1.40412E+03
 3.02257E+03	 1.40684E+03
 3.02459E+03	 1.40852E+03
 3.02661E+03	 1.41006E+03
 3.02863E+03	 1.40942E+03
 3.03065E+03	 1.40766E+03
 3.03266E+03	 1.40886E+03
 3.03468E+03	 1.40834E+03
 3.03669E+03	 1.40766E+03
 3.03871E+03	 1.40766E+03
 3.04072E+03	 1.40708E+03
 3.04274E+03	 1.40756E+03
 3.04475E+03	 1.41024E+03
 3.04676E+03	 1.40628E+03
 3.04878E+03	 1.40920E+03
 3.05079E+03	 1.40554E+03
 3.05280E+03	 1.40604E+03
 3.05481E+03	 1.40722E+03
 3.05682E+03	 1.40576E+03
 3.05883E+03	 1.40662E+03
 3.06084E+03	 1.40698E+03
 3.06285E+03	 1.40434E+03
 3.06486E+03	 1.40700E+03
 3.06686E+03	 1.40540E+03
 3.06887E+03	 1.40836E+03
 3.07088E+03	 1.40566E+03
 3.07288E+03	 1.40460E+03
 3.07489E+03	 1.40606E+03
 3.07689E+03	 1.40422E+03
 3.07890E+03	 1.40420E+03
 3.08090E+03	 1.40312E+03
 3.08290E+03	 1.40546E+03
 3.08490E+03	 1.40592E+03
 3.08691E+03	 1.40502E+03
 3.08891E+03	 1.40358E+03
 3.09091E+03	 1.40710E+03
 3.09291E+03	 1.40632E+03
 3.09491E+03	 1.40540E+03
 3.09691E+03	 1.40312E+03
 3.09891E+03	 1.40626E+03
 3.10090E+03	 1.40450E+03
 3.10290E+03	 1.40416E+03
 3.10490E+03	 1.40544E+03
 3.10690E+03	 1.40430E+03
 3.10889E+03	 1.40442E+03
 3.11089E+03	 1.40384E+03
 3.11288E+03	 1.40316E+03
 3.11488E+03	 1.40368E+03
 3.11687E+03	 1.40258E+03
 3.11886E+03	 1.40358E+03
 3.12086E+03	 1.40338E+03
 3.12285E+03	 1.40536E+03
 3.12484E+03	 1.40314E+03
 3.12683E+03	 1.39880E+03
 3.12882E+03	 1.40216E+03
 3.13081E+03	 1.40180E+03
 3.13280E+03	 1.40254E+03
 3.13479E+03	 1.40082E+03
 3.13678E+03	 1.40212E+03
 3.13877E+03	 1.40474E+03
 3.14075E+03	 1.40132E+03
 3.14274E+03	 1.40376E+03
 3.14473E+03	 1.40046E+03
 3.14671E+03	 1.40424E+03
 3.14870E+03	 1.39958E+03
 3.15068E+03	 1.40322E+03
 3.15267E+03	 1.39896E+03
 3.15465E+03	 1.39886E+03
 3.15663E+03	 1.40208E+03
 3.15862E+03	 1.40258E+03
 3.16060E+03	 1.40214E+03
 3.16258E+03	 1.39908E+03
 3.16456E+03	 1.40094E+03
 3.16654E+03	 1.40232E+03
 3.16852E+03	 1.40236E+03
 3.17050E+03	 1.39998E+03
 3.17248E+03	 1.39774E+03
 3.17446E+03	 1.39890E+03
 3.17643E+03	 1.39928E+03
 3.17841E+03	 1.39960E+03
 3.18039E+03	 1.39998E+03
 3.18236E+03	 1.40094E+03
 3.18434E+03	 1.39896E+03
 3.18632E+03	 1.39786E+03
 3.18829E+03	 1.40054E+03
 3.19026E+03	 1.40092E+03
 3.19224E+03	 1.40146E+03
 3.19421E+03	 1.40058E+03
 3.19618E+03	 1.40166E+03
 3.19815E+03	 1.40172E+03
 3.20013E+03	 1.40052E+03
 3.20210E+03	 1.39974E+03
 3.20407E+03	 1.39870E+03
 3.20604E+03	 1.40036E+03
 3.20801E+03	 1.39768E+03
 3.20998E+03	 1.39846E+03
 3.21194E+03	 1.40054E+03
 3.21391E+03	 1.39870E+03
 3.21588E+03	 1.40064E+03
 3.21784E+03	 1.39992E+03
 3.21981E+03	 1.39882E+03
 3.22178E+03	 1.39896E+03
 3.22374E+03	 1.39992E+03
 3.22571E+03	 1.39590E+03
 3.22767E+03	 1.39882E+03
 3.22963E+03	 1.40106E+03
 3.23160E+03	 1.39840E+03
 3.23356E+03	 1.39812E+03
 3.23552E+03	 1.39924E+03
 3.23748E+03	 1.39732E+03
 3.23944E+03	 1.39806E+03
 3.24140E+03	 1.39874E+03
 3.24336E+03	 1.39828E+03
 3.24532E+03	 1.39708E+03
 3.24728E+03	 1.39856E+03
 3.24924E+03	 1.39912E+03
 3.25120E+03	 1.39866E+03
 3.25315E+03	 1.39856E+03
 3.25511E+03	 1.39992E+03
 3.25707E+03	 1.39830E+03
 3.25902E+03	 1.39754E+03
 3.26098E+03	 1.39528E+03
 3.26293E+03	 1.39816E+03
 3.26489E+03	 1.39702E+03
 3.26684E+03	 1.39748E+03
 3.26879E+03	 1.39434E+03
 3.27075E+03	 1.39796E+03
 3.27270E+03	 1.39636E+03
 3.27465E+03	 1.39736E+03
 3.27660E+03	 1.39572E+03
 3.27855E+03	 1.39678E+03
 3.28050E+03	 1.39490E+03
 3.28245E+03	 1.39484E+03
 3.28440E+03	 1.39650E+03
 3.28635E+03	 1.39414E+03
 3.28829E+03	 1.39678E+03
 3.29024E+03	 1.39620E+03
 3.29219E+03	 1.39542E+03
 3.29413E+03	 1.39904E+03
 3.29608E+03	 1.39582E+03
 3.29803E+03	 1.39328E+03
 3.29997E+03	 1.39692E+03
 3.30191E+03	 1.39442E+03
 3.30386E+03	 1.39402E+03
 3.30580E+03	 1.39458E+03
 3.30774E+03	 1.39568E+03
 3.30969E+03	 1.39474E+03
 3.31163E+03	 1.39380E+03
 3.31357E+03	 1.39244E+03
 3.31551E+03	 1.39500E+03
 3.31745E+03	 1.39378E+03
 3.31939E+03	 1.39396E+03
 3.32133E+03	 1.39440E+03
 3.32327E+03	 1.39296E+03
 3.32520E+03	 1.39386E+03
 3.32714E+03	 1.39408E+03
 3.32908E+03	 1.39254E+03
 3.33102E+03	 1.39566E+03
 3.33295E+03	 1.39262E+03
 3.33489E+03	 1.39118E+03
 3.33682E+03	 1.39462E+03
 3.33876E+03	 1.39224E+03
 3.34069E+03	 1.39464E+03
 3.34262E+03	 1.39110E+03
 3.34456E+03	 1.39430E+03
 3.34649E+03	 1.39448E+03
 3.34842E+03	 1.39400E+03
 3.35035E+03	 1.39240E+03
 3.35228E+03	 1.39182E+03
 3.35421E+03	 1.39356E+03
 3.35614E+03	 1.39116E+03
 3.35807E+03	 1.38974E+03
 3.36000E+03	 1.39440E+03
 3.36193E+03	 1.39288E+03
 3.36386E+03	 1.39378E+03
 3.36578E+03	 1.39280E+03
 3.36771E+03	 1.39440E+03
 3.36964E+03	 1.39168E+03
 3.37156E+03	 1.39172E+03
 3.37349E+03	 1.39144E+03
 3.37541E+03	 1.39202E+03
 3.37734E+03	 1.38988E+03
 3.37926E+03	 1.39136E+03
 3.38118E+03	 1.39364E+03
 3.38311E+03	 1.39048E+03
 3.38503E+03	 1.39258E+03
 3.38695E+03	 1.39176E+03
 3.38887E+03	 1.39188E+03
 3.39079E+03	 1.39052E+03
 3.39271E+03	 1.39232E+03
 3.39463E+03	 1.39258E+03
 3.39655E+03	 1.39158E+03
 3.39847E+03	 1.39094E+03
 3.40039E+03	 1.38970E+03
 3.40231E+03	 1.39136E+03
 3.40422E+03	 1.39096E+03
 3.40614E+03	 1.39234E+03
 3.40806E+03	 1.39294E+03
 3.40997E+03	 1.39318E+03
 3.41189E+03	 1.39128E+03
 3.41380E+03	 1.39084E+03
 3.41571E+03	 1.39288E+03
 3.41763E+03	 1.38968E+03
 3.41954E+03	 1.39120E+03
 3.42145E+03	 1.39036E+03
 3.42337E+03	 1.39266E+03
 3.42528E+03	 1.39060E+03
 3.42719E+03	 1.38854E+03
 3.42910E+03	 1.38662E+03
 3.43101E+03	 1.38806E+03
 3.43292E+03	 1.39038E+03
 3.43483E+03	 1.39104E+03
 3.43674E+03	 1.39068E+03
 3.43864E+03	 1.39208E+03
 3.44055E+03	 1.38962E+03
 3.44246E+03	 1.39128E+03
 3.44437E+03	 1.38854E+03
 3.44627E+03	 1.38724E+03
 3.44818E+03	 1.38826E+03
 3.45008E+03	 1.38868E+03
