//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa RT End No Window--Spectrum--030--Spec.Data 1 DAN
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3972.40000002328
PositionY = 10071.2000000233
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa RT End No Window--Spectrum--030--Spec.Data 1 DAN
 1.89877E+03	 1.61886E+03
 1.90111E+03	 1.61846E+03
 1.90345E+03	 1.62214E+03
 1.90579E+03	 1.61748E+03
 1.90813E+03	 1.62118E+03
 1.91047E+03	 1.62512E+03
 1.91281E+03	 1.62056E+03
 1.91514E+03	 1.61958E+03
 1.91748E+03	 1.62078E+03
 1.91981E+03	 1.62116E+03
 1.92215E+03	 1.61648E+03
 1.92448E+03	 1.61832E+03
 1.92682E+03	 1.61562E+03
 1.92915E+03	 1.61240E+03
 1.93148E+03	 1.61314E+03
 1.93381E+03	 1.60828E+03
 1.93614E+03	 1.61572E+03
 1.93847E+03	 1.61444E+03
 1.94080E+03	 1.61436E+03
 1.94313E+03	 1.61090E+03
 1.94546E+03	 1.61814E+03
 1.94778E+03	 1.61690E+03
 1.95011E+03	 1.61460E+03
 1.95244E+03	 1.61256E+03
 1.95476E+03	 1.61662E+03
 1.95709E+03	 1.61664E+03
 1.95941E+03	 1.62622E+03
 1.96173E+03	 1.63122E+03
 1.96405E+03	 1.62796E+03
 1.96638E+03	 1.63526E+03
 1.96870E+03	 1.63940E+03
 1.97102E+03	 1.64124E+03
 1.97334E+03	 1.63686E+03
 1.97566E+03	 1.63596E+03
 1.97797E+03	 1.62468E+03
 1.98029E+03	 1.61992E+03
 1.98261E+03	 1.61824E+03
 1.98492E+03	 1.61538E+03
 1.98724E+03	 1.60738E+03
 1.98955E+03	 1.60580E+03
 1.99187E+03	 1.60826E+03
 1.99418E+03	 1.60052E+03
 1.99649E+03	 1.59910E+03
 1.99880E+03	 1.60138E+03
 2.00112E+03	 1.59964E+03
 2.00343E+03	 1.59704E+03
 2.00574E+03	 1.60240E+03
 2.00804E+03	 1.60140E+03
 2.01035E+03	 1.59854E+03
 2.01266E+03	 1.59606E+03
 2.01497E+03	 1.59916E+03
 2.01727E+03	 1.60386E+03
 2.01958E+03	 1.60224E+03
 2.02188E+03	 1.60224E+03
 2.02419E+03	 1.59728E+03
 2.02649E+03	 1.59848E+03
 2.02880E+03	 1.60214E+03
 2.03110E+03	 1.60466E+03
 2.03340E+03	 1.60156E+03
 2.03570E+03	 1.60112E+03
 2.03800E+03	 1.60284E+03
 2.04030E+03	 1.60646E+03
 2.04260E+03	 1.59670E+03
 2.04490E+03	 1.59732E+03
 2.04719E+03	 1.59836E+03
 2.04949E+03	 1.59912E+03
 2.05179E+03	 1.60034E+03
 2.05408E+03	 1.59558E+03
 2.05638E+03	 1.59400E+03
 2.05867E+03	 1.59342E+03
 2.06096E+03	 1.59402E+03
 2.06326E+03	 1.59552E+03
 2.06555E+03	 1.59344E+03
 2.06784E+03	 1.59582E+03
 2.07013E+03	 1.59278E+03
 2.07242E+03	 1.59618E+03
 2.07471E+03	 1.59386E+03
 2.07700E+03	 1.59374E+03
 2.07929E+03	 1.59026E+03
 2.08157E+03	 1.59336E+03
 2.08386E+03	 1.59302E+03
 2.08615E+03	 1.59048E+03
 2.08843E+03	 1.59016E+03
 2.09072E+03	 1.59180E+03
 2.09300E+03	 1.59014E+03
 2.09528E+03	 1.59512E+03
 2.09756E+03	 1.58932E+03
 2.09985E+03	 1.59296E+03
 2.10213E+03	 1.58906E+03
 2.10441E+03	 1.59524E+03
 2.10669E+03	 1.58580E+03
 2.10897E+03	 1.59034E+03
 2.11125E+03	 1.59054E+03
 2.11352E+03	 1.58978E+03
 2.11580E+03	 1.59280E+03
 2.11808E+03	 1.59058E+03
 2.12035E+03	 1.58990E+03
 2.12263E+03	 1.59282E+03
 2.12490E+03	 1.59146E+03
 2.12718E+03	 1.58956E+03
 2.12945E+03	 1.59036E+03
 2.13172E+03	 1.58972E+03
 2.13399E+03	 1.59134E+03
 2.13626E+03	 1.59016E+03
 2.13853E+03	 1.59272E+03
 2.14080E+03	 1.58806E+03
 2.14307E+03	 1.58844E+03
 2.14534E+03	 1.58866E+03
 2.14761E+03	 1.58916E+03
 2.14988E+03	 1.58364E+03
 2.15214E+03	 1.58702E+03
 2.15441E+03	 1.59008E+03
 2.15667E+03	 1.58760E+03
 2.15894E+03	 1.58584E+03
 2.16120E+03	 1.59038E+03
 2.16346E+03	 1.59100E+03
 2.16573E+03	 1.59348E+03
 2.16799E+03	 1.58558E+03
 2.17025E+03	 1.58610E+03
 2.17251E+03	 1.59232E+03
 2.17477E+03	 1.58728E+03
 2.17703E+03	 1.58770E+03
 2.17929E+03	 1.58442E+03
 2.18154E+03	 1.58802E+03
 2.18380E+03	 1.58450E+03
 2.18606E+03	 1.58656E+03
 2.18831E+03	 1.58318E+03
 2.19057E+03	 1.58746E+03
 2.19282E+03	 1.59140E+03
 2.19508E+03	 1.58134E+03
 2.19733E+03	 1.58792E+03
 2.19958E+03	 1.58428E+03
 2.20183E+03	 1.58500E+03
 2.20409E+03	 1.58558E+03
 2.20634E+03	 1.58186E+03
 2.20859E+03	 1.58402E+03
 2.21083E+03	 1.58180E+03
 2.21308E+03	 1.58254E+03
 2.21533E+03	 1.58190E+03
 2.21758E+03	 1.58230E+03
 2.21982E+03	 1.58418E+03
 2.22207E+03	 1.58512E+03
 2.22432E+03	 1.58300E+03
 2.22656E+03	 1.58406E+03
 2.22880E+03	 1.58228E+03
 2.23105E+03	 1.58358E+03
 2.23329E+03	 1.58032E+03
 2.23553E+03	 1.58244E+03
 2.23777E+03	 1.58054E+03
 2.24001E+03	 1.58338E+03
 2.24225E+03	 1.58232E+03
 2.24449E+03	 1.58080E+03
 2.24673E+03	 1.58034E+03
 2.24897E+03	 1.57524E+03
 2.25121E+03	 1.58490E+03
 2.25344E+03	 1.58330E+03
 2.25568E+03	 1.58012E+03
 2.25791E+03	 1.58320E+03
 2.26015E+03	 1.58022E+03
 2.26238E+03	 1.58044E+03
 2.26462E+03	 1.58498E+03
 2.26685E+03	 1.58042E+03
 2.26908E+03	 1.58344E+03
 2.27131E+03	 1.57914E+03
 2.27354E+03	 1.57550E+03
 2.27577E+03	 1.57968E+03
 2.27800E+03	 1.58168E+03
 2.28023E+03	 1.57570E+03
 2.28246E+03	 1.57922E+03
 2.28469E+03	 1.57924E+03
 2.28692E+03	 1.57776E+03
 2.28914E+03	 1.58172E+03
 2.29137E+03	 1.58356E+03
 2.29359E+03	 1.58324E+03
 2.29582E+03	 1.58036E+03
 2.29804E+03	 1.58136E+03
 2.30026E+03	 1.58236E+03
 2.30249E+03	 1.57936E+03
 2.30471E+03	 1.58452E+03
 2.30693E+03	 1.58594E+03
 2.30915E+03	 1.58148E+03
 2.31137E+03	 1.57712E+03
 2.31359E+03	 1.58056E+03
 2.31581E+03	 1.57902E+03
 2.31802E+03	 1.58152E+03
 2.32024E+03	 1.57840E+03
 2.32246E+03	 1.58184E+03
 2.32467E+03	 1.57992E+03
 2.32689E+03	 1.57998E+03
 2.32910E+03	 1.57680E+03
 2.33132E+03	 1.58190E+03
 2.33353E+03	 1.58002E+03
 2.33574E+03	 1.57876E+03
 2.33796E+03	 1.57994E+03
 2.34017E+03	 1.57438E+03
 2.34238E+03	 1.57064E+03
 2.34459E+03	 1.57388E+03
 2.34680E+03	 1.57686E+03
 2.34901E+03	 1.57552E+03
 2.35121E+03	 1.57658E+03
 2.35342E+03	 1.57460E+03
 2.35563E+03	 1.57102E+03
 2.35784E+03	 1.57574E+03
 2.36004E+03	 1.57318E+03
 2.36225E+03	 1.57974E+03
 2.36445E+03	 1.57432E+03
 2.36665E+03	 1.57212E+03
 2.36886E+03	 1.57466E+03
 2.37106E+03	 1.57160E+03
 2.37326E+03	 1.57582E+03
 2.37546E+03	 1.57480E+03
 2.37766E+03	 1.56990E+03
 2.37986E+03	 1.57742E+03
 2.38206E+03	 1.57028E+03
 2.38426E+03	 1.57332E+03
 2.38646E+03	 1.56914E+03
 2.38866E+03	 1.57618E+03
 2.39085E+03	 1.57072E+03
 2.39305E+03	 1.56968E+03
 2.39525E+03	 1.57036E+03
 2.39744E+03	 1.57216E+03
 2.39963E+03	 1.56872E+03
 2.40183E+03	 1.56930E+03
 2.40402E+03	 1.57016E+03
 2.40621E+03	 1.57218E+03
 2.40841E+03	 1.56810E+03
 2.41060E+03	 1.56992E+03
 2.41279E+03	 1.56722E+03
 2.41498E+03	 1.57538E+03
 2.41717E+03	 1.57506E+03
 2.41935E+03	 1.57190E+03
 2.42154E+03	 1.56998E+03
 2.42373E+03	 1.56940E+03
 2.42592E+03	 1.57162E+03
 2.42810E+03	 1.56728E+03
 2.43029E+03	 1.56600E+03
 2.43247E+03	 1.56930E+03
 2.43466E+03	 1.56640E+03
 2.43684E+03	 1.56918E+03
 2.43902E+03	 1.56946E+03
 2.44121E+03	 1.56510E+03
 2.44339E+03	 1.56890E+03
 2.44557E+03	 1.57070E+03
 2.44775E+03	 1.56406E+03
 2.44993E+03	 1.56388E+03
 2.45211E+03	 1.56484E+03
 2.45429E+03	 1.56444E+03
 2.45646E+03	 1.57046E+03
 2.45864E+03	 1.56600E+03
 2.46082E+03	 1.56228E+03
 2.46299E+03	 1.56708E+03
 2.46517E+03	 1.56396E+03
 2.46734E+03	 1.56554E+03
 2.46952E+03	 1.56722E+03
 2.47169E+03	 1.57288E+03
 2.47386E+03	 1.57106E+03
 2.47604E+03	 1.56998E+03
 2.47821E+03	 1.56678E+03
 2.48038E+03	 1.56900E+03
 2.48255E+03	 1.56436E+03
 2.48472E+03	 1.56410E+03
 2.48689E+03	 1.57056E+03
 2.48906E+03	 1.56916E+03
 2.49123E+03	 1.56600E+03
 2.49339E+03	 1.57048E+03
 2.49556E+03	 1.57122E+03
 2.49773E+03	 1.56904E+03
 2.49989E+03	 1.56816E+03
 2.50206E+03	 1.56472E+03
 2.50422E+03	 1.56684E+03
 2.50638E+03	 1.56360E+03
 2.50855E+03	 1.56934E+03
 2.51071E+03	 1.56890E+03
 2.51287E+03	 1.56952E+03
 2.51503E+03	 1.56452E+03
 2.51719E+03	 1.57276E+03
 2.51935E+03	 1.56942E+03
 2.52151E+03	 1.56726E+03
 2.52367E+03	 1.56606E+03
 2.52583E+03	 1.56904E+03
 2.52799E+03	 1.56828E+03
 2.53014E+03	 1.56666E+03
 2.53230E+03	 1.57082E+03
 2.53445E+03	 1.56940E+03
 2.53661E+03	 1.56544E+03
 2.53876E+03	 1.57028E+03
 2.54092E+03	 1.56530E+03
 2.54307E+03	 1.56964E+03
 2.54522E+03	 1.56410E+03
 2.54738E+03	 1.56554E+03
 2.54953E+03	 1.56972E+03
 2.55168E+03	 1.56674E+03
 2.55383E+03	 1.56642E+03
 2.55598E+03	 1.56756E+03
 2.55813E+03	 1.56228E+03
 2.56027E+03	 1.55838E+03
 2.56242E+03	 1.56238E+03
 2.56457E+03	 1.56432E+03
 2.56671E+03	 1.56010E+03
 2.56886E+03	 1.56160E+03
 2.57101E+03	 1.55786E+03
 2.57315E+03	 1.55960E+03
 2.57529E+03	 1.56186E+03
 2.57744E+03	 1.56282E+03
 2.57958E+03	 1.55776E+03
 2.58172E+03	 1.56144E+03
 2.58386E+03	 1.56114E+03
 2.58601E+03	 1.55966E+03
 2.58815E+03	 1.55638E+03
 2.59029E+03	 1.55950E+03
 2.59242E+03	 1.55786E+03
 2.59456E+03	 1.55730E+03
 2.59670E+03	 1.56194E+03
 2.59884E+03	 1.55532E+03
 2.60097E+03	 1.55928E+03
 2.60311E+03	 1.55874E+03
 2.60525E+03	 1.55976E+03
 2.60738E+03	 1.55650E+03
 2.60952E+03	 1.55850E+03
 2.61165E+03	 1.55570E+03
 2.61378E+03	 1.55710E+03
 2.61591E+03	 1.55850E+03
 2.61805E+03	 1.55308E+03
 2.62018E+03	 1.55794E+03
 2.62231E+03	 1.55958E+03
 2.62444E+03	 1.55676E+03
 2.62657E+03	 1.55872E+03
 2.62870E+03	 1.55698E+03
 2.63082E+03	 1.55420E+03
 2.63295E+03	 1.55332E+03
 2.63508E+03	 1.55444E+03
 2.63721E+03	 1.55296E+03
 2.63933E+03	 1.56048E+03
 2.64146E+03	 1.55912E+03
 2.64358E+03	 1.55200E+03
 2.64571E+03	 1.55770E+03
 2.64783E+03	 1.55408E+03
 2.64995E+03	 1.55596E+03
 2.65207E+03	 1.55784E+03
 2.65420E+03	 1.55960E+03
 2.65632E+03	 1.56176E+03
 2.65844E+03	 1.55376E+03
 2.66056E+03	 1.55666E+03
 2.66268E+03	 1.55768E+03
 2.66480E+03	 1.55820E+03
 2.66691E+03	 1.55244E+03
 2.66903E+03	 1.55620E+03
 2.67115E+03	 1.55872E+03
 2.67326E+03	 1.55560E+03
 2.67538E+03	 1.55744E+03
 2.67749E+03	 1.55530E+03
 2.67961E+03	 1.55638E+03
 2.68172E+03	 1.55638E+03
 2.68384E+03	 1.55448E+03
 2.68595E+03	 1.55846E+03
 2.68806E+03	 1.55620E+03
 2.69017E+03	 1.55726E+03
 2.69228E+03	 1.55230E+03
 2.69439E+03	 1.55690E+03
 2.69650E+03	 1.55540E+03
 2.69861E+03	 1.55616E+03
 2.70072E+03	 1.55380E+03
 2.70283E+03	 1.55404E+03
 2.70494E+03	 1.55248E+03
 2.70704E+03	 1.55280E+03
 2.70915E+03	 1.55174E+03
 2.71126E+03	 1.55380E+03
 2.71336E+03	 1.55296E+03
 2.71546E+03	 1.55332E+03
 2.71757E+03	 1.55216E+03
 2.71967E+03	 1.55338E+03
 2.72177E+03	 1.55242E+03
 2.72388E+03	 1.55464E+03
 2.72598E+03	 1.55284E+03
 2.72808E+03	 1.55394E+03
 2.73018E+03	 1.55234E+03
 2.73228E+03	 1.55346E+03
 2.73438E+03	 1.54892E+03
 2.73648E+03	 1.55426E+03
 2.73857E+03	 1.55418E+03
 2.74067E+03	 1.54958E+03
 2.74277E+03	 1.55360E+03
 2.74486E+03	 1.55240E+03
 2.74696E+03	 1.55180E+03
 2.74905E+03	 1.55136E+03
 2.75115E+03	 1.55094E+03
 2.75324E+03	 1.55022E+03
 2.75534E+03	 1.55110E+03
 2.75743E+03	 1.55084E+03
 2.75952E+03	 1.54716E+03
 2.76161E+03	 1.55046E+03
 2.76370E+03	 1.54884E+03
 2.76579E+03	 1.55104E+03
 2.76788E+03	 1.54928E+03
 2.76997E+03	 1.54574E+03
 2.77206E+03	 1.54640E+03
 2.77415E+03	 1.54974E+03
 2.77624E+03	 1.54754E+03
 2.77832E+03	 1.54440E+03
 2.78041E+03	 1.55028E+03
 2.78250E+03	 1.54204E+03
 2.78458E+03	 1.54506E+03
 2.78666E+03	 1.54956E+03
 2.78875E+03	 1.54160E+03
 2.79083E+03	 1.54616E+03
 2.79291E+03	 1.54270E+03
 2.79500E+03	 1.54470E+03
 2.79708E+03	 1.54558E+03
 2.79916E+03	 1.54584E+03
 2.80124E+03	 1.54100E+03
 2.80332E+03	 1.54626E+03
 2.80540E+03	 1.53942E+03
 2.80748E+03	 1.54138E+03
 2.80956E+03	 1.54060E+03
 2.81163E+03	 1.54214E+03
 2.81371E+03	 1.54144E+03
 2.81579E+03	 1.54074E+03
 2.81786E+03	 1.54084E+03
 2.81994E+03	 1.53768E+03
 2.82201E+03	 1.53734E+03
 2.82409E+03	 1.53732E+03
 2.82616E+03	 1.54168E+03
 2.82823E+03	 1.53554E+03
 2.83031E+03	 1.54128E+03
 2.83238E+03	 1.53898E+03
 2.83445E+03	 1.54006E+03
 2.83652E+03	 1.54368E+03
 2.83859E+03	 1.54018E+03
 2.84066E+03	 1.54108E+03
 2.84273E+03	 1.53732E+03
 2.84480E+03	 1.54322E+03
 2.84686E+03	 1.53846E+03
 2.84893E+03	 1.54158E+03
 2.85100E+03	 1.54124E+03
 2.85306E+03	 1.53664E+03
 2.85513E+03	 1.53442E+03
 2.85719E+03	 1.53980E+03
 2.85926E+03	 1.54112E+03
 2.86132E+03	 1.53712E+03
 2.86339E+03	 1.53602E+03
 2.86545E+03	 1.53716E+03
 2.86751E+03	 1.53552E+03
 2.86957E+03	 1.53292E+03
 2.87163E+03	 1.54080E+03
 2.87369E+03	 1.54038E+03
 2.87575E+03	 1.53616E+03
 2.87781E+03	 1.53728E+03
 2.87987E+03	 1.53318E+03
 2.88193E+03	 1.53592E+03
 2.88399E+03	 1.53536E+03
 2.88604E+03	 1.53172E+03
 2.88810E+03	 1.53510E+03
 2.89015E+03	 1.53272E+03
 2.89221E+03	 1.53768E+03
 2.89426E+03	 1.53760E+03
 2.89632E+03	 1.53550E+03
 2.89837E+03	 1.53228E+03
 2.90042E+03	 1.53756E+03
 2.90248E+03	 1.53192E+03
 2.90453E+03	 1.53832E+03
 2.90658E+03	 1.53302E+03
 2.90863E+03	 1.53396E+03
 2.91068E+03	 1.53448E+03
 2.91273E+03	 1.52996E+03
 2.91478E+03	 1.53360E+03
 2.91683E+03	 1.53478E+03
 2.91888E+03	 1.52750E+03
 2.92092E+03	 1.53158E+03
 2.92297E+03	 1.53426E+03
 2.92502E+03	 1.53246E+03
 2.92706E+03	 1.53118E+03
 2.92911E+03	 1.53188E+03
 2.93115E+03	 1.52642E+03
 2.93320E+03	 1.52756E+03
 2.93524E+03	 1.53058E+03
 2.93728E+03	 1.53036E+03
 2.93932E+03	 1.53172E+03
 2.94137E+03	 1.52724E+03
 2.94341E+03	 1.52694E+03
 2.94545E+03	 1.53094E+03
 2.94749E+03	 1.52618E+03
 2.94953E+03	 1.52866E+03
 2.95157E+03	 1.53000E+03
 2.95360E+03	 1.52264E+03
 2.95564E+03	 1.52808E+03
 2.95768E+03	 1.52296E+03
 2.95971E+03	 1.52700E+03
 2.96175E+03	 1.52748E+03
 2.96379E+03	 1.52824E+03
 2.96582E+03	 1.52770E+03
 2.96786E+03	 1.52362E+03
 2.96989E+03	 1.52788E+03
 2.97192E+03	 1.52556E+03
 2.97396E+03	 1.52676E+03
 2.97599E+03	 1.52434E+03
 2.97802E+03	 1.52460E+03
 2.98005E+03	 1.52190E+03
 2.98208E+03	 1.52262E+03
 2.98411E+03	 1.52692E+03
 2.98614E+03	 1.52336E+03
 2.98817E+03	 1.52606E+03
 2.99020E+03	 1.52056E+03
 2.99223E+03	 1.52428E+03
 2.99425E+03	 1.52366E+03
 2.99628E+03	 1.52174E+03
 2.99830E+03	 1.52128E+03
 3.00033E+03	 1.52294E+03
 3.00236E+03	 1.51800E+03
 3.00438E+03	 1.52162E+03
 3.00640E+03	 1.51954E+03
 3.00843E+03	 1.52194E+03
 3.01045E+03	 1.52032E+03
 3.01247E+03	 1.52026E+03
 3.01449E+03	 1.52124E+03
 3.01651E+03	 1.52074E+03
 3.01854E+03	 1.51870E+03
 3.02056E+03	 1.52036E+03
 3.02257E+03	 1.52064E+03
 3.02459E+03	 1.51994E+03
 3.02661E+03	 1.51856E+03
 3.02863E+03	 1.51768E+03
 3.03065E+03	 1.52216E+03
 3.03266E+03	 1.52224E+03
 3.03468E+03	 1.51968E+03
 3.03669E+03	 1.52024E+03
 3.03871E+03	 1.52186E+03
 3.04072E+03	 1.52226E+03
 3.04274E+03	 1.51902E+03
 3.04475E+03	 1.51982E+03
 3.04676E+03	 1.51944E+03
 3.04878E+03	 1.52022E+03
 3.05079E+03	 1.51806E+03
 3.05280E+03	 1.51948E+03
 3.05481E+03	 1.51556E+03
 3.05682E+03	 1.51776E+03
 3.05883E+03	 1.52136E+03
 3.06084E+03	 1.51898E+03
 3.06285E+03	 1.52044E+03
 3.06486E+03	 1.52210E+03
 3.06686E+03	 1.51676E+03
 3.06887E+03	 1.51442E+03
 3.07088E+03	 1.51784E+03
 3.07288E+03	 1.51696E+03
 3.07489E+03	 1.52012E+03
 3.07689E+03	 1.51384E+03
 3.07890E+03	 1.51608E+03
 3.08090E+03	 1.51146E+03
 3.08290E+03	 1.51562E+03
 3.08490E+03	 1.51344E+03
 3.08691E+03	 1.51666E+03
 3.08891E+03	 1.51346E+03
 3.09091E+03	 1.51242E+03
 3.09291E+03	 1.51412E+03
 3.09491E+03	 1.51644E+03
 3.09691E+03	 1.51468E+03
 3.09891E+03	 1.51624E+03
 3.10090E+03	 1.51500E+03
 3.10290E+03	 1.51170E+03
 3.10490E+03	 1.51380E+03
 3.10690E+03	 1.51404E+03
 3.10889E+03	 1.51122E+03
 3.11089E+03	 1.51382E+03
 3.11288E+03	 1.50936E+03
 3.11488E+03	 1.51074E+03
 3.11687E+03	 1.51146E+03
 3.11886E+03	 1.51134E+03
 3.12086E+03	 1.51066E+03
 3.12285E+03	 1.50580E+03
 3.12484E+03	 1.51448E+03
 3.12683E+03	 1.50886E+03
 3.12882E+03	 1.50704E+03
 3.13081E+03	 1.51078E+03
 3.13280E+03	 1.50818E+03
 3.13479E+03	 1.50384E+03
 3.13678E+03	 1.51200E+03
 3.13877E+03	 1.50250E+03
 3.14075E+03	 1.50536E+03
 3.14274E+03	 1.50876E+03
 3.14473E+03	 1.50468E+03
 3.14671E+03	 1.50476E+03
 3.14870E+03	 1.50588E+03
 3.15068E+03	 1.50434E+03
 3.15267E+03	 1.50014E+03
 3.15465E+03	 1.50378E+03
 3.15663E+03	 1.50508E+03
 3.15862E+03	 1.50396E+03
 3.16060E+03	 1.50218E+03
 3.16258E+03	 1.50124E+03
 3.16456E+03	 1.49974E+03
 3.16654E+03	 1.50202E+03
 3.16852E+03	 1.50250E+03
 3.17050E+03	 1.50012E+03
 3.17248E+03	 1.50242E+03
 3.17446E+03	 1.49888E+03
 3.17643E+03	 1.50236E+03
 3.17841E+03	 1.50254E+03
 3.18039E+03	 1.50168E+03
 3.18236E+03	 1.50330E+03
 3.18434E+03	 1.50178E+03
 3.18632E+03	 1.50258E+03
 3.18829E+03	 1.50168E+03
 3.19026E+03	 1.50100E+03
 3.19224E+03	 1.50360E+03
 3.19421E+03	 1.50208E+03
 3.19618E+03	 1.50020E+03
 3.19815E+03	 1.49934E+03
 3.20013E+03	 1.49902E+03
 3.20210E+03	 1.49912E+03
 3.20407E+03	 1.50366E+03
 3.20604E+03	 1.50216E+03
 3.20801E+03	 1.49758E+03
 3.20998E+03	 1.50378E+03
 3.21194E+03	 1.50076E+03
 3.21391E+03	 1.50150E+03
 3.21588E+03	 1.50234E+03
 3.21784E+03	 1.49826E+03
 3.21981E+03	 1.49862E+03
 3.22178E+03	 1.50166E+03
 3.22374E+03	 1.49974E+03
 3.22571E+03	 1.49828E+03
 3.22767E+03	 1.49854E+03
 3.22963E+03	 1.49984E+03
 3.23160E+03	 1.49530E+03
 3.23356E+03	 1.49774E+03
 3.23552E+03	 1.49684E+03
 3.23748E+03	 1.49576E+03
 3.23944E+03	 1.49914E+03
 3.24140E+03	 1.49592E+03
 3.24336E+03	 1.49762E+03
 3.24532E+03	 1.49746E+03
 3.24728E+03	 1.49448E+03
 3.24924E+03	 1.49674E+03
 3.25120E+03	 1.49568E+03
 3.25315E+03	 1.49894E+03
 3.25511E+03	 1.49774E+03
 3.25707E+03	 1.49334E+03
 3.25902E+03	 1.49180E+03
 3.26098E+03	 1.49588E+03
 3.26293E+03	 1.49112E+03
 3.26489E+03	 1.49308E+03
 3.26684E+03	 1.49292E+03
 3.26879E+03	 1.49526E+03
 3.27075E+03	 1.49366E+03
 3.27270E+03	 1.49244E+03
 3.27465E+03	 1.49322E+03
 3.27660E+03	 1.49320E+03
 3.27855E+03	 1.49474E+03
 3.28050E+03	 1.49146E+03
 3.28245E+03	 1.49438E+03
 3.28440E+03	 1.49032E+03
 3.28635E+03	 1.49246E+03
 3.28829E+03	 1.49114E+03
 3.29024E+03	 1.48596E+03
 3.29219E+03	 1.48942E+03
 3.29413E+03	 1.49126E+03
 3.29608E+03	 1.48712E+03
 3.29803E+03	 1.48766E+03
 3.29997E+03	 1.48880E+03
 3.30191E+03	 1.48658E+03
 3.30386E+03	 1.48682E+03
 3.30580E+03	 1.48990E+03
 3.30774E+03	 1.48820E+03
 3.30969E+03	 1.48622E+03
 3.31163E+03	 1.48856E+03
 3.31357E+03	 1.48416E+03
 3.31551E+03	 1.48626E+03
 3.31745E+03	 1.48650E+03
 3.31939E+03	 1.48836E+03
 3.32133E+03	 1.48678E+03
 3.32327E+03	 1.48688E+03
 3.32520E+03	 1.48700E+03
 3.32714E+03	 1.48470E+03
 3.32908E+03	 1.48502E+03
 3.33102E+03	 1.48810E+03
 3.33295E+03	 1.48522E+03
 3.33489E+03	 1.48656E+03
 3.33682E+03	 1.48842E+03
 3.33876E+03	 1.48450E+03
 3.34069E+03	 1.48556E+03
 3.34262E+03	 1.48320E+03
 3.34456E+03	 1.48764E+03
 3.34649E+03	 1.48406E+03
 3.34842E+03	 1.48438E+03
 3.35035E+03	 1.48386E+03
 3.35228E+03	 1.48290E+03
 3.35421E+03	 1.48376E+03
 3.35614E+03	 1.48086E+03
 3.35807E+03	 1.48264E+03
 3.36000E+03	 1.48432E+03
 3.36193E+03	 1.48518E+03
 3.36386E+03	 1.48106E+03
 3.36578E+03	 1.48082E+03
 3.36771E+03	 1.48142E+03
 3.36964E+03	 1.48298E+03
 3.37156E+03	 1.48112E+03
 3.37349E+03	 1.48360E+03
 3.37541E+03	 1.48106E+03
 3.37734E+03	 1.48198E+03
 3.37926E+03	 1.48242E+03
 3.38118E+03	 1.48192E+03
 3.38311E+03	 1.47906E+03
 3.38503E+03	 1.48134E+03
 3.38695E+03	 1.48226E+03
 3.38887E+03	 1.48266E+03
 3.39079E+03	 1.48346E+03
 3.39271E+03	 1.47732E+03
 3.39463E+03	 1.48148E+03
 3.39655E+03	 1.47862E+03
 3.39847E+03	 1.48196E+03
 3.40039E+03	 1.48172E+03
 3.40231E+03	 1.48304E+03
 3.40422E+03	 1.48246E+03
 3.40614E+03	 1.48042E+03
 3.40806E+03	 1.47760E+03
 3.40997E+03	 1.47838E+03
 3.41189E+03	 1.47998E+03
 3.41380E+03	 1.47822E+03
 3.41571E+03	 1.48194E+03
 3.41763E+03	 1.47848E+03
 3.41954E+03	 1.47852E+03
 3.42145E+03	 1.47994E+03
 3.42337E+03	 1.47774E+03
 3.42528E+03	 1.48012E+03
 3.42719E+03	 1.47970E+03
 3.42910E+03	 1.47632E+03
 3.43101E+03	 1.47768E+03
 3.43292E+03	 1.48072E+03
 3.43483E+03	 1.47832E+03
 3.43674E+03	 1.47646E+03
 3.43864E+03	 1.47828E+03
 3.44055E+03	 1.47410E+03
 3.44246E+03	 1.47736E+03
 3.44437E+03	 1.47446E+03
 3.44627E+03	 1.47842E+03
 3.44818E+03	 1.47634E+03
 3.45008E+03	 1.47598E+03
 3.45199E+03	 1.47522E+03
 3.45389E+03	 1.47408E+03
 3.45579E+03	 1.47708E+03
 3.45770E+03	 1.47212E+03
 3.45960E+03	 1.47390E+03
 3.46150E+03	 1.47570E+03
 3.46340E+03	 1.47276E+03
 3.46530E+03	 1.47272E+03
 3.46721E+03	 1.47156E+03
 3.46911E+03	 1.47144E+03
 3.47101E+03	 1.47176E+03
 3.47290E+03	 1.47034E+03
 3.47480E+03	 1.47020E+03
 3.47670E+03	 1.47052E+03
 3.47860E+03	 1.46864E+03
 3.48050E+03	 1.47038E+03
 3.48239E+03	 1.46954E+03
 3.48429E+03	 1.46936E+03
 3.48618E+03	 1.47272E+03
 3.48808E+03	 1.46968E+03
 3.48997E+03	 1.46906E+03
 3.49187E+03	 1.46840E+03
 3.49376E+03	 1.47182E+03
 3.49565E+03	 1.47048E+03
 3.49755E+03	 1.47146E+03
