//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa RT End No Window--Spectrum--029--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3511.70000002328
PositionY = 9787.40000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa RT End No Window--Spectrum--029--Spec.Data 1
 1.82821E+03	 2.60598E+03
 1.83057E+03	 2.60152E+03
 1.83293E+03	 2.60122E+03
 1.83529E+03	 2.60368E+03
 1.83765E+03	 2.59660E+03
 1.84001E+03	 2.61182E+03
 1.84237E+03	 2.60564E+03
 1.84473E+03	 2.59568E+03
 1.84709E+03	 2.61114E+03
 1.84944E+03	 2.61184E+03
 1.85180E+03	 2.60270E+03
 1.85416E+03	 2.60622E+03
 1.85651E+03	 2.60312E+03
 1.85886E+03	 2.62014E+03
 1.86122E+03	 2.61016E+03
 1.86357E+03	 2.60944E+03
 1.86592E+03	 2.60860E+03
 1.86827E+03	 2.61530E+03
 1.87062E+03	 2.61404E+03
 1.87297E+03	 2.59892E+03
 1.87532E+03	 2.61158E+03
 1.87767E+03	 2.60382E+03
 1.88002E+03	 2.61190E+03
 1.88236E+03	 2.61846E+03
 1.88471E+03	 2.60678E+03
 1.88705E+03	 2.60408E+03
 1.88940E+03	 2.61556E+03
 1.89174E+03	 2.61388E+03
 1.89409E+03	 2.61052E+03
 1.89643E+03	 2.60508E+03
 1.89877E+03	 2.60728E+03
 1.90111E+03	 2.61014E+03
 1.90345E+03	 2.61240E+03
 1.90579E+03	 2.59014E+03
 1.90813E+03	 2.59628E+03
 1.91047E+03	 2.59568E+03
 1.91281E+03	 2.59804E+03
 1.91514E+03	 2.59136E+03
 1.91748E+03	 2.59838E+03
 1.91981E+03	 2.58784E+03
 1.92215E+03	 2.59042E+03
 1.92448E+03	 2.58622E+03
 1.92682E+03	 2.59472E+03
 1.92915E+03	 2.58932E+03
 1.93148E+03	 2.56844E+03
 1.93381E+03	 2.57744E+03
 1.93614E+03	 2.57594E+03
 1.93847E+03	 2.57646E+03
 1.94080E+03	 2.58284E+03
 1.94313E+03	 2.56978E+03
 1.94546E+03	 2.57390E+03
 1.94778E+03	 2.58574E+03
 1.95011E+03	 2.58550E+03
 1.95244E+03	 2.58434E+03
 1.95476E+03	 2.58214E+03
 1.95709E+03	 2.59510E+03
 1.95941E+03	 2.59482E+03
 1.96173E+03	 2.61766E+03
 1.96405E+03	 2.61582E+03
 1.96638E+03	 2.62886E+03
 1.96870E+03	 2.61976E+03
 1.97102E+03	 2.62466E+03
 1.97334E+03	 2.61452E+03
 1.97566E+03	 2.61412E+03
 1.97797E+03	 2.61236E+03
 1.98029E+03	 2.59790E+03
 1.98261E+03	 2.58242E+03
 1.98492E+03	 2.57848E+03
 1.98724E+03	 2.57690E+03
 1.98955E+03	 2.54360E+03
 1.99187E+03	 2.54082E+03
 1.99418E+03	 2.55240E+03
 1.99649E+03	 2.54900E+03
 1.99880E+03	 2.54882E+03
 2.00112E+03	 2.54556E+03
 2.00343E+03	 2.54414E+03
 2.00574E+03	 2.54872E+03
 2.00804E+03	 2.54226E+03
 2.01035E+03	 2.54908E+03
 2.01266E+03	 2.55174E+03
 2.01497E+03	 2.54304E+03
 2.01727E+03	 2.55090E+03
 2.01958E+03	 2.55004E+03
 2.02188E+03	 2.55394E+03
 2.02419E+03	 2.55274E+03
 2.02649E+03	 2.54928E+03
 2.02880E+03	 2.55342E+03
 2.03110E+03	 2.54694E+03
 2.03340E+03	 2.53570E+03
 2.03570E+03	 2.55066E+03
 2.03800E+03	 2.54434E+03
 2.04030E+03	 2.53464E+03
 2.04260E+03	 2.54006E+03
 2.04490E+03	 2.53850E+03
 2.04719E+03	 2.53568E+03
 2.04949E+03	 2.52730E+03
 2.05179E+03	 2.53188E+03
 2.05408E+03	 2.53354E+03
 2.05638E+03	 2.52754E+03
 2.05867E+03	 2.52726E+03
 2.06096E+03	 2.53868E+03
 2.06326E+03	 2.52670E+03
 2.06555E+03	 2.53216E+03
 2.06784E+03	 2.52582E+03
 2.07013E+03	 2.52726E+03
 2.07242E+03	 2.53308E+03
 2.07471E+03	 2.52176E+03
 2.07700E+03	 2.51686E+03
 2.07929E+03	 2.52648E+03
 2.08157E+03	 2.51530E+03
 2.08386E+03	 2.51574E+03
 2.08615E+03	 2.50876E+03
 2.08843E+03	 2.51574E+03
 2.09072E+03	 2.50916E+03
 2.09300E+03	 2.50368E+03
 2.09528E+03	 2.50006E+03
 2.09756E+03	 2.51670E+03
 2.09985E+03	 2.50774E+03
 2.10213E+03	 2.51252E+03
 2.10441E+03	 2.51776E+03
 2.10669E+03	 2.50996E+03
 2.10897E+03	 2.51098E+03
 2.11125E+03	 2.51310E+03
 2.11352E+03	 2.50584E+03
 2.11580E+03	 2.51112E+03
 2.11808E+03	 2.51580E+03
 2.12035E+03	 2.51278E+03
 2.12263E+03	 2.50718E+03
 2.12490E+03	 2.50672E+03
 2.12718E+03	 2.51448E+03
 2.12945E+03	 2.50408E+03
 2.13172E+03	 2.51074E+03
 2.13399E+03	 2.51458E+03
 2.13626E+03	 2.52822E+03
 2.13853E+03	 2.50760E+03
 2.14080E+03	 2.51252E+03
 2.14307E+03	 2.50992E+03
 2.14534E+03	 2.51064E+03
 2.14761E+03	 2.50608E+03
 2.14988E+03	 2.50668E+03
 2.15214E+03	 2.51294E+03
 2.15441E+03	 2.51772E+03
 2.15667E+03	 2.51480E+03
 2.15894E+03	 2.50428E+03
 2.16120E+03	 2.51486E+03
 2.16346E+03	 2.51192E+03
 2.16573E+03	 2.50174E+03
 2.16799E+03	 2.51316E+03
 2.17025E+03	 2.51022E+03
 2.17251E+03	 2.50684E+03
 2.17477E+03	 2.51534E+03
 2.17703E+03	 2.50122E+03
 2.17929E+03	 2.49868E+03
 2.18154E+03	 2.50530E+03
 2.18380E+03	 2.48840E+03
 2.18606E+03	 2.51314E+03
 2.18831E+03	 2.50218E+03
 2.19057E+03	 2.49618E+03
 2.19282E+03	 2.49526E+03
 2.19508E+03	 2.49458E+03
 2.19733E+03	 2.50386E+03
 2.19958E+03	 2.49688E+03
 2.20183E+03	 2.49920E+03
 2.20409E+03	 2.49494E+03
 2.20634E+03	 2.48612E+03
 2.20859E+03	 2.49480E+03
 2.21083E+03	 2.49210E+03
 2.21308E+03	 2.49406E+03
 2.21533E+03	 2.49514E+03
 2.21758E+03	 2.48702E+03
 2.21982E+03	 2.50540E+03
 2.22207E+03	 2.48122E+03
 2.22432E+03	 2.48010E+03
 2.22656E+03	 2.49100E+03
 2.22880E+03	 2.48282E+03
 2.23105E+03	 2.48232E+03
 2.23329E+03	 2.49118E+03
 2.23553E+03	 2.48252E+03
 2.23777E+03	 2.49040E+03
 2.24001E+03	 2.49104E+03
 2.24225E+03	 2.48650E+03
 2.24449E+03	 2.48240E+03
 2.24673E+03	 2.48562E+03
 2.24897E+03	 2.48470E+03
 2.25121E+03	 2.48314E+03
 2.25344E+03	 2.47428E+03
 2.25568E+03	 2.48050E+03
 2.25791E+03	 2.49940E+03
 2.26015E+03	 2.47824E+03
 2.26238E+03	 2.49284E+03
 2.26462E+03	 2.48410E+03
 2.26685E+03	 2.48672E+03
 2.26908E+03	 2.48758E+03
 2.27131E+03	 2.47908E+03
 2.27354E+03	 2.49300E+03
 2.27577E+03	 2.48260E+03
 2.27800E+03	 2.48306E+03
 2.28023E+03	 2.48326E+03
 2.28246E+03	 2.48068E+03
 2.28469E+03	 2.48094E+03
 2.28692E+03	 2.47902E+03
 2.28914E+03	 2.49360E+03
 2.29137E+03	 2.48510E+03
 2.29359E+03	 2.48240E+03
 2.29582E+03	 2.49022E+03
 2.29804E+03	 2.48690E+03
 2.30026E+03	 2.47432E+03
 2.30249E+03	 2.48254E+03
 2.30471E+03	 2.46952E+03
 2.30693E+03	 2.48858E+03
 2.30915E+03	 2.49612E+03
 2.31137E+03	 2.47810E+03
 2.31359E+03	 2.47268E+03
 2.31581E+03	 2.46764E+03
 2.31802E+03	 2.48172E+03
 2.32024E+03	 2.48174E+03
 2.32246E+03	 2.47544E+03
 2.32467E+03	 2.46298E+03
 2.32689E+03	 2.48018E+03
 2.32910E+03	 2.46670E+03
 2.33132E+03	 2.47848E+03
 2.33353E+03	 2.47402E+03
 2.33574E+03	 2.46422E+03
 2.33796E+03	 2.46540E+03
 2.34017E+03	 2.46700E+03
 2.34238E+03	 2.46302E+03
 2.34459E+03	 2.45986E+03
 2.34680E+03	 2.46416E+03
 2.34901E+03	 2.47070E+03
 2.35121E+03	 2.46834E+03
 2.35342E+03	 2.47436E+03
 2.35563E+03	 2.46074E+03
 2.35784E+03	 2.46652E+03
 2.36004E+03	 2.46498E+03
 2.36225E+03	 2.46578E+03
 2.36445E+03	 2.46128E+03
 2.36665E+03	 2.46708E+03
 2.36886E+03	 2.45492E+03
 2.37106E+03	 2.45784E+03
 2.37326E+03	 2.46138E+03
 2.37546E+03	 2.45608E+03
 2.37766E+03	 2.45316E+03
 2.37986E+03	 2.46062E+03
 2.38206E+03	 2.46296E+03
 2.38426E+03	 2.45954E+03
 2.38646E+03	 2.44846E+03
 2.38866E+03	 2.45150E+03
 2.39085E+03	 2.45550E+03
 2.39305E+03	 2.45412E+03
 2.39525E+03	 2.45706E+03
 2.39744E+03	 2.45826E+03
 2.39963E+03	 2.45260E+03
 2.40183E+03	 2.45118E+03
 2.40402E+03	 2.44350E+03
 2.40621E+03	 2.44750E+03
 2.40841E+03	 2.45384E+03
 2.41060E+03	 2.44270E+03
 2.41279E+03	 2.44266E+03
 2.41498E+03	 2.45400E+03
 2.41717E+03	 2.44962E+03
 2.41935E+03	 2.43814E+03
 2.42154E+03	 2.44626E+03
 2.42373E+03	 2.44046E+03
 2.42592E+03	 2.43366E+03
 2.42810E+03	 2.44192E+03
 2.43029E+03	 2.43500E+03
 2.43247E+03	 2.43534E+03
 2.43466E+03	 2.43568E+03
 2.43684E+03	 2.42672E+03
 2.43902E+03	 2.42390E+03
 2.44121E+03	 2.43406E+03
 2.44339E+03	 2.43792E+03
 2.44557E+03	 2.44326E+03
 2.44775E+03	 2.43712E+03
 2.44993E+03	 2.43542E+03
 2.45211E+03	 2.43904E+03
 2.45429E+03	 2.44076E+03
 2.45646E+03	 2.44130E+03
 2.45864E+03	 2.43978E+03
 2.46082E+03	 2.42768E+03
 2.46299E+03	 2.43738E+03
 2.46517E+03	 2.43552E+03
 2.46734E+03	 2.43674E+03
 2.46952E+03	 2.43604E+03
 2.47169E+03	 2.43758E+03
 2.47386E+03	 2.43400E+03
 2.47604E+03	 2.43514E+03
 2.47821E+03	 2.43928E+03
 2.48038E+03	 2.43838E+03
 2.48255E+03	 2.43156E+03
 2.48472E+03	 2.44526E+03
 2.48689E+03	 2.45038E+03
 2.48906E+03	 2.43602E+03
 2.49123E+03	 2.44126E+03
 2.49339E+03	 2.44480E+03
 2.49556E+03	 2.44376E+03
 2.49773E+03	 2.43956E+03
 2.49989E+03	 2.44642E+03
 2.50206E+03	 2.44948E+03
 2.50422E+03	 2.43658E+03
 2.50638E+03	 2.43682E+03
 2.50855E+03	 2.44202E+03
 2.51071E+03	 2.44570E+03
 2.51287E+03	 2.44022E+03
 2.51503E+03	 2.45236E+03
 2.51719E+03	 2.44674E+03
 2.51935E+03	 2.44522E+03
 2.52151E+03	 2.43934E+03
 2.52367E+03	 2.43926E+03
 2.52583E+03	 2.43722E+03
 2.52799E+03	 2.44706E+03
 2.53014E+03	 2.44016E+03
 2.53230E+03	 2.43030E+03
 2.53445E+03	 2.43298E+03
 2.53661E+03	 2.43048E+03
 2.53876E+03	 2.43868E+03
 2.54092E+03	 2.42978E+03
 2.54307E+03	 2.43852E+03
 2.54522E+03	 2.43742E+03
 2.54738E+03	 2.42776E+03
 2.54953E+03	 2.42816E+03
 2.55168E+03	 2.42796E+03
 2.55383E+03	 2.42502E+03
 2.55598E+03	 2.42202E+03
 2.55813E+03	 2.43352E+03
 2.56027E+03	 2.42332E+03
 2.56242E+03	 2.42360E+03
 2.56457E+03	 2.42956E+03
 2.56671E+03	 2.42116E+03
 2.56886E+03	 2.41416E+03
 2.57101E+03	 2.41412E+03
 2.57315E+03	 2.41022E+03
 2.57529E+03	 2.41772E+03
 2.57744E+03	 2.41684E+03
 2.57958E+03	 2.41666E+03
 2.58172E+03	 2.41918E+03
 2.58386E+03	 2.40624E+03
 2.58601E+03	 2.41692E+03
 2.58815E+03	 2.40532E+03
 2.59029E+03	 2.39910E+03
 2.59242E+03	 2.40372E+03
 2.59456E+03	 2.40774E+03
 2.59670E+03	 2.40576E+03
 2.59884E+03	 2.40734E+03
 2.60097E+03	 2.40478E+03
 2.60311E+03	 2.40706E+03
 2.60525E+03	 2.39192E+03
 2.60738E+03	 2.39694E+03
 2.60952E+03	 2.40342E+03
 2.61165E+03	 2.40004E+03
 2.61378E+03	 2.39404E+03
 2.61591E+03	 2.40898E+03
 2.61805E+03	 2.40006E+03
 2.62018E+03	 2.39580E+03
 2.62231E+03	 2.40216E+03
 2.62444E+03	 2.39312E+03
 2.62657E+03	 2.38356E+03
 2.62870E+03	 2.39698E+03
 2.63082E+03	 2.39806E+03
 2.63295E+03	 2.39858E+03
 2.63508E+03	 2.39536E+03
 2.63721E+03	 2.39712E+03
 2.63933E+03	 2.39500E+03
 2.64146E+03	 2.40160E+03
 2.64358E+03	 2.38308E+03
 2.64571E+03	 2.39620E+03
 2.64783E+03	 2.39698E+03
 2.64995E+03	 2.40028E+03
 2.65207E+03	 2.39412E+03
 2.65420E+03	 2.40160E+03
 2.65632E+03	 2.39572E+03
 2.65844E+03	 2.39260E+03
 2.66056E+03	 2.39690E+03
 2.66268E+03	 2.39694E+03
 2.66480E+03	 2.39648E+03
 2.66691E+03	 2.39670E+03
 2.66903E+03	 2.40004E+03
 2.67115E+03	 2.39542E+03
 2.67326E+03	 2.39160E+03
 2.67538E+03	 2.39150E+03
 2.67749E+03	 2.39604E+03
 2.67961E+03	 2.38900E+03
 2.68172E+03	 2.40306E+03
 2.68384E+03	 2.39296E+03
 2.68595E+03	 2.38908E+03
 2.68806E+03	 2.40008E+03
 2.69017E+03	 2.39128E+03
 2.69228E+03	 2.40030E+03
 2.69439E+03	 2.39360E+03
 2.69650E+03	 2.39050E+03
 2.69861E+03	 2.38274E+03
 2.70072E+03	 2.38806E+03
 2.70283E+03	 2.39654E+03
 2.70494E+03	 2.38734E+03
 2.70704E+03	 2.38294E+03
 2.70915E+03	 2.38208E+03
 2.71126E+03	 2.37906E+03
 2.71336E+03	 2.37708E+03
 2.71546E+03	 2.37820E+03
 2.71757E+03	 2.38828E+03
 2.71967E+03	 2.38388E+03
 2.72177E+03	 2.38750E+03
 2.72388E+03	 2.37560E+03
 2.72598E+03	 2.38242E+03
 2.72808E+03	 2.37616E+03
 2.73018E+03	 2.39072E+03
 2.73228E+03	 2.38464E+03
 2.73438E+03	 2.37300E+03
 2.73648E+03	 2.38228E+03
 2.73857E+03	 2.37730E+03
 2.74067E+03	 2.37690E+03
 2.74277E+03	 2.37976E+03
 2.74486E+03	 2.37030E+03
 2.74696E+03	 2.37020E+03
 2.74905E+03	 2.37338E+03
 2.75115E+03	 2.36954E+03
 2.75324E+03	 2.36698E+03
 2.75534E+03	 2.36852E+03
 2.75743E+03	 2.36356E+03
 2.75952E+03	 2.36572E+03
 2.76161E+03	 2.37250E+03
 2.76370E+03	 2.36278E+03
 2.76579E+03	 2.35384E+03
 2.76788E+03	 2.35942E+03
 2.76997E+03	 2.35522E+03
 2.77206E+03	 2.36032E+03
 2.77415E+03	 2.35682E+03
 2.77624E+03	 2.34754E+03
 2.77832E+03	 2.36086E+03
 2.78041E+03	 2.35046E+03
 2.78250E+03	 2.35684E+03
 2.78458E+03	 2.34534E+03
 2.78666E+03	 2.34336E+03
 2.78875E+03	 2.34392E+03
 2.79083E+03	 2.34030E+03
 2.79291E+03	 2.35454E+03
 2.79500E+03	 2.34098E+03
 2.79708E+03	 2.32606E+03
 2.79916E+03	 2.34724E+03
 2.80124E+03	 2.33558E+03
 2.80332E+03	 2.33122E+03
 2.80540E+03	 2.33698E+03
 2.80748E+03	 2.33464E+03
 2.80956E+03	 2.33552E+03
 2.81163E+03	 2.32196E+03
 2.81371E+03	 2.33262E+03
 2.81579E+03	 2.33042E+03
 2.81786E+03	 2.34106E+03
 2.81994E+03	 2.32632E+03
 2.82201E+03	 2.33350E+03
 2.82409E+03	 2.32464E+03
 2.82616E+03	 2.31844E+03
 2.82823E+03	 2.32582E+03
 2.83031E+03	 2.33354E+03
 2.83238E+03	 2.32354E+03
 2.83445E+03	 2.31780E+03
 2.83652E+03	 2.32532E+03
 2.83859E+03	 2.32168E+03
 2.84066E+03	 2.33142E+03
 2.84273E+03	 2.31052E+03
 2.84480E+03	 2.33112E+03
 2.84686E+03	 2.31582E+03
 2.84893E+03	 2.31080E+03
 2.85100E+03	 2.32208E+03
 2.85306E+03	 2.31774E+03
 2.85513E+03	 2.32014E+03
 2.85719E+03	 2.31602E+03
 2.85926E+03	 2.31374E+03
 2.86132E+03	 2.32330E+03
 2.86339E+03	 2.31902E+03
 2.86545E+03	 2.32220E+03
 2.86751E+03	 2.31588E+03
 2.86957E+03	 2.31882E+03
 2.87163E+03	 2.31342E+03
 2.87369E+03	 2.30790E+03
 2.87575E+03	 2.31242E+03
 2.87781E+03	 2.30626E+03
 2.87987E+03	 2.31174E+03
 2.88193E+03	 2.30552E+03
 2.88399E+03	 2.30852E+03
 2.88604E+03	 2.31640E+03
 2.88810E+03	 2.31494E+03
 2.89015E+03	 2.30560E+03
 2.89221E+03	 2.31650E+03
 2.89426E+03	 2.31524E+03
 2.89632E+03	 2.30010E+03
 2.89837E+03	 2.30610E+03
 2.90042E+03	 2.30582E+03
 2.90248E+03	 2.30472E+03
 2.90453E+03	 2.30838E+03
 2.90658E+03	 2.29942E+03
 2.90863E+03	 2.30710E+03
 2.91068E+03	 2.29736E+03
 2.91273E+03	 2.30056E+03
 2.91478E+03	 2.30096E+03
 2.91683E+03	 2.29938E+03
 2.91888E+03	 2.30046E+03
 2.92092E+03	 2.29950E+03
 2.92297E+03	 2.29996E+03
 2.92502E+03	 2.28572E+03
 2.92706E+03	 2.28940E+03
 2.92911E+03	 2.27964E+03
 2.93115E+03	 2.28330E+03
 2.93320E+03	 2.28490E+03
 2.93524E+03	 2.28040E+03
 2.93728E+03	 2.27714E+03
 2.93932E+03	 2.28548E+03
 2.94137E+03	 2.27802E+03
 2.94341E+03	 2.27788E+03
 2.94545E+03	 2.27258E+03
 2.94749E+03	 2.27866E+03
 2.94953E+03	 2.27106E+03
 2.95157E+03	 2.27690E+03
 2.95360E+03	 2.27768E+03
 2.95564E+03	 2.27598E+03
 2.95768E+03	 2.26686E+03
 2.95971E+03	 2.26572E+03
 2.96175E+03	 2.26914E+03
 2.96379E+03	 2.26832E+03
 2.96582E+03	 2.26792E+03
 2.96786E+03	 2.26566E+03
 2.96989E+03	 2.25732E+03
 2.97192E+03	 2.25648E+03
 2.97396E+03	 2.25726E+03
 2.97599E+03	 2.26324E+03
 2.97802E+03	 2.25684E+03
 2.98005E+03	 2.25430E+03
 2.98208E+03	 2.26008E+03
 2.98411E+03	 2.24636E+03
 2.98614E+03	 2.25474E+03
 2.98817E+03	 2.24998E+03
 2.99020E+03	 2.25492E+03
 2.99223E+03	 2.24742E+03
 2.99425E+03	 2.24632E+03
 2.99628E+03	 2.24224E+03
 2.99830E+03	 2.24710E+03
 3.00033E+03	 2.24586E+03
 3.00236E+03	 2.24524E+03
 3.00438E+03	 2.23708E+03
 3.00640E+03	 2.23874E+03
 3.00843E+03	 2.24186E+03
 3.01045E+03	 2.24434E+03
 3.01247E+03	 2.23360E+03
 3.01449E+03	 2.23970E+03
 3.01651E+03	 2.24036E+03
 3.01854E+03	 2.23128E+03
 3.02056E+03	 2.24730E+03
 3.02257E+03	 2.24014E+03
 3.02459E+03	 2.24964E+03
 3.02661E+03	 2.24276E+03
 3.02863E+03	 2.23226E+03
 3.03065E+03	 2.24488E+03
 3.03266E+03	 2.24068E+03
 3.03468E+03	 2.24234E+03
 3.03669E+03	 2.24220E+03
 3.03871E+03	 2.23934E+03
 3.04072E+03	 2.23842E+03
 3.04274E+03	 2.23954E+03
 3.04475E+03	 2.24244E+03
 3.04676E+03	 2.24138E+03
 3.04878E+03	 2.23806E+03
 3.05079E+03	 2.23662E+03
 3.05280E+03	 2.23436E+03
 3.05481E+03	 2.23202E+03
 3.05682E+03	 2.23108E+03
 3.05883E+03	 2.23756E+03
 3.06084E+03	 2.23114E+03
 3.06285E+03	 2.23544E+03
 3.06486E+03	 2.22560E+03
 3.06686E+03	 2.21946E+03
 3.06887E+03	 2.22144E+03
 3.07088E+03	 2.22426E+03
 3.07288E+03	 2.22472E+03
 3.07489E+03	 2.21782E+03
 3.07689E+03	 2.22156E+03
 3.07890E+03	 2.21692E+03
 3.08090E+03	 2.22830E+03
 3.08290E+03	 2.21812E+03
 3.08490E+03	 2.21708E+03
 3.08691E+03	 2.21342E+03
 3.08891E+03	 2.21230E+03
 3.09091E+03	 2.21046E+03
 3.09291E+03	 2.21842E+03
 3.09491E+03	 2.20620E+03
 3.09691E+03	 2.20944E+03
 3.09891E+03	 2.20454E+03
 3.10090E+03	 2.20378E+03
 3.10290E+03	 2.20336E+03
 3.10490E+03	 2.19858E+03
 3.10690E+03	 2.19434E+03
 3.10889E+03	 2.19706E+03
 3.11089E+03	 2.19118E+03
 3.11288E+03	 2.19066E+03
 3.11488E+03	 2.18204E+03
 3.11687E+03	 2.18710E+03
 3.11886E+03	 2.18684E+03
 3.12086E+03	 2.18740E+03
 3.12285E+03	 2.17670E+03
 3.12484E+03	 2.18560E+03
 3.12683E+03	 2.17944E+03
 3.12882E+03	 2.17066E+03
 3.13081E+03	 2.18590E+03
 3.13280E+03	 2.18324E+03
 3.13479E+03	 2.17650E+03
 3.13678E+03	 2.17432E+03
 3.13877E+03	 2.16754E+03
 3.14075E+03	 2.17312E+03
 3.14274E+03	 2.18366E+03
 3.14473E+03	 2.16256E+03
 3.14671E+03	 2.16318E+03
 3.14870E+03	 2.16512E+03
 3.15068E+03	 2.16086E+03
 3.15267E+03	 2.14766E+03
 3.15465E+03	 2.15794E+03
 3.15663E+03	 2.15834E+03
 3.15862E+03	 2.15092E+03
 3.16060E+03	 2.16036E+03
 3.16258E+03	 2.15126E+03
 3.16456E+03	 2.15042E+03
 3.16654E+03	 2.15624E+03
 3.16852E+03	 2.15040E+03
 3.17050E+03	 2.14186E+03
 3.17248E+03	 2.14508E+03
 3.17446E+03	 2.15010E+03
 3.17643E+03	 2.15150E+03
 3.17841E+03	 2.13980E+03
 3.18039E+03	 2.14230E+03
 3.18236E+03	 2.13550E+03
 3.18434E+03	 2.14980E+03
 3.18632E+03	 2.14336E+03
 3.18829E+03	 2.14924E+03
 3.19026E+03	 2.14534E+03
 3.19224E+03	 2.14580E+03
 3.19421E+03	 2.14560E+03
 3.19618E+03	 2.15264E+03
 3.19815E+03	 2.14662E+03
 3.20013E+03	 2.14326E+03
 3.20210E+03	 2.14536E+03
 3.20407E+03	 2.14414E+03
 3.20604E+03	 2.14986E+03
 3.20801E+03	 2.15056E+03
 3.20998E+03	 2.14946E+03
 3.21194E+03	 2.14340E+03
 3.21391E+03	 2.14702E+03
 3.21588E+03	 2.14264E+03
 3.21784E+03	 2.14604E+03
 3.21981E+03	 2.14078E+03
 3.22178E+03	 2.14928E+03
 3.22374E+03	 2.14250E+03
 3.22571E+03	 2.13966E+03
 3.22767E+03	 2.13242E+03
 3.22963E+03	 2.12790E+03
 3.23160E+03	 2.13110E+03
 3.23356E+03	 2.13650E+03
 3.23552E+03	 2.13318E+03
 3.23748E+03	 2.12812E+03
 3.23944E+03	 2.13272E+03
 3.24140E+03	 2.13386E+03
 3.24336E+03	 2.13414E+03
 3.24532E+03	 2.13150E+03
 3.24728E+03	 2.11926E+03
 3.24924E+03	 2.13098E+03
 3.25120E+03	 2.12960E+03
 3.25315E+03	 2.13246E+03
 3.25511E+03	 2.12826E+03
 3.25707E+03	 2.12810E+03
 3.25902E+03	 2.12274E+03
 3.26098E+03	 2.12320E+03
 3.26293E+03	 2.12250E+03
 3.26489E+03	 2.12080E+03
 3.26684E+03	 2.12468E+03
 3.26879E+03	 2.12328E+03
 3.27075E+03	 2.11772E+03
 3.27270E+03	 2.11998E+03
 3.27465E+03	 2.11652E+03
 3.27660E+03	 2.11272E+03
 3.27855E+03	 2.11642E+03
 3.28050E+03	 2.10852E+03
 3.28245E+03	 2.11034E+03
 3.28440E+03	 2.11078E+03
 3.28635E+03	 2.09900E+03
 3.28829E+03	 2.10870E+03
 3.29024E+03	 2.09160E+03
 3.29219E+03	 2.09758E+03
 3.29413E+03	 2.09150E+03
 3.29608E+03	 2.09660E+03
 3.29803E+03	 2.08972E+03
 3.29997E+03	 2.08400E+03
 3.30191E+03	 2.08362E+03
 3.30386E+03	 2.08132E+03
 3.30580E+03	 2.09126E+03
 3.30774E+03	 2.09138E+03
 3.30969E+03	 2.08256E+03
 3.31163E+03	 2.09392E+03
 3.31357E+03	 2.07760E+03
 3.31551E+03	 2.08648E+03
 3.31745E+03	 2.07678E+03
 3.31939E+03	 2.07502E+03
 3.32133E+03	 2.08660E+03
 3.32327E+03	 2.06910E+03
 3.32520E+03	 2.08376E+03
 3.32714E+03	 2.07224E+03
 3.32908E+03	 2.07904E+03
 3.33102E+03	 2.06922E+03
 3.33295E+03	 2.08278E+03
 3.33489E+03	 2.06732E+03
 3.33682E+03	 2.08214E+03
 3.33876E+03	 2.07942E+03
 3.34069E+03	 2.07286E+03
 3.34262E+03	 2.06932E+03
 3.34456E+03	 2.07704E+03
 3.34649E+03	 2.07132E+03
 3.34842E+03	 2.06536E+03
 3.35035E+03	 2.06076E+03
 3.35228E+03	 2.06410E+03
 3.35421E+03	 2.07084E+03
 3.35614E+03	 2.06278E+03
 3.35807E+03	 2.05696E+03
 3.36000E+03	 2.06888E+03
 3.36193E+03	 2.06154E+03
 3.36386E+03	 2.06360E+03
 3.36578E+03	 2.06118E+03
 3.36771E+03	 2.06306E+03
 3.36964E+03	 2.05884E+03
 3.37156E+03	 2.05860E+03
 3.37349E+03	 2.05950E+03
 3.37541E+03	 2.06406E+03
 3.37734E+03	 2.06760E+03
 3.37926E+03	 2.05910E+03
 3.38118E+03	 2.06610E+03
 3.38311E+03	 2.06242E+03
 3.38503E+03	 2.05710E+03
 3.38695E+03	 2.06062E+03
 3.38887E+03	 2.05606E+03
 3.39079E+03	 2.05224E+03
 3.39271E+03	 2.05358E+03
 3.39463E+03	 2.05360E+03
 3.39655E+03	 2.04782E+03
 3.39847E+03	 2.04930E+03
 3.40039E+03	 2.05634E+03
 3.40231E+03	 2.05206E+03
 3.40422E+03	 2.05852E+03
 3.40614E+03	 2.05684E+03
 3.40806E+03	 2.05958E+03
 3.40997E+03	 2.05348E+03
 3.41189E+03	 2.05564E+03
 3.41380E+03	 2.04842E+03
 3.41571E+03	 2.05192E+03
 3.41763E+03	 2.04880E+03
 3.41954E+03	 2.04692E+03
 3.42145E+03	 2.04560E+03
 3.42337E+03	 2.04400E+03
 3.42528E+03	 2.04318E+03
 3.42719E+03	 2.04470E+03
 3.42910E+03	 2.03952E+03
 3.43101E+03	 2.03256E+03
 3.43292E+03	 2.03514E+03
 3.43483E+03	 2.03084E+03
 3.43674E+03	 2.03786E+03
 3.43864E+03	 2.03460E+03
 3.44055E+03	 2.02902E+03
 3.44246E+03	 2.02324E+03
