//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa 1100--Spectrum--026--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3145.30000002328
PositionY = 9593.00000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa 1100--Spectrum--026--Spec.Data 1
 1.86827E+03	 1.39796E+03
 1.87062E+03	 1.39726E+03
 1.87297E+03	 1.39832E+03
 1.87532E+03	 1.39760E+03
 1.87767E+03	 1.39814E+03
 1.88002E+03	 1.39888E+03
 1.88236E+03	 1.39746E+03
 1.88471E+03	 1.39626E+03
 1.88705E+03	 1.39754E+03
 1.88940E+03	 1.39808E+03
 1.89174E+03	 1.39892E+03
 1.89409E+03	 1.39644E+03
 1.89643E+03	 1.39824E+03
 1.89877E+03	 1.40086E+03
 1.90111E+03	 1.39988E+03
 1.90345E+03	 1.39704E+03
 1.90579E+03	 1.39854E+03
 1.90813E+03	 1.40114E+03
 1.91047E+03	 1.39938E+03
 1.91281E+03	 1.40188E+03
 1.91514E+03	 1.39970E+03
 1.91748E+03	 1.40000E+03
 1.91981E+03	 1.39922E+03
 1.92215E+03	 1.39828E+03
 1.92448E+03	 1.40014E+03
 1.92682E+03	 1.40350E+03
 1.92915E+03	 1.39906E+03
 1.93148E+03	 1.39952E+03
 1.93381E+03	 1.39970E+03
 1.93614E+03	 1.39990E+03
 1.93847E+03	 1.40052E+03
 1.94080E+03	 1.40072E+03
 1.94313E+03	 1.40198E+03
 1.94546E+03	 1.39706E+03
 1.94778E+03	 1.40054E+03
 1.95011E+03	 1.39902E+03
 1.95244E+03	 1.39892E+03
 1.95476E+03	 1.39826E+03
 1.95709E+03	 1.39912E+03
 1.95941E+03	 1.39866E+03
 1.96173E+03	 1.39676E+03
 1.96405E+03	 1.39842E+03
 1.96638E+03	 1.39688E+03
 1.96870E+03	 1.39838E+03
 1.97102E+03	 1.39744E+03
 1.97334E+03	 1.39946E+03
 1.97566E+03	 1.39964E+03
 1.97797E+03	 1.40038E+03
 1.98029E+03	 1.40180E+03
 1.98261E+03	 1.39970E+03
 1.98492E+03	 1.39828E+03
 1.98724E+03	 1.40020E+03
 1.98955E+03	 1.39796E+03
 1.99187E+03	 1.40024E+03
 1.99418E+03	 1.40048E+03
 1.99649E+03	 1.40158E+03
 1.99880E+03	 1.40128E+03
 2.00112E+03	 1.40058E+03
 2.00343E+03	 1.39978E+03
 2.00574E+03	 1.40252E+03
 2.00804E+03	 1.40236E+03
 2.01035E+03	 1.40146E+03
 2.01266E+03	 1.40022E+03
 2.01497E+03	 1.40044E+03
 2.01727E+03	 1.40302E+03
 2.01958E+03	 1.40108E+03
 2.02188E+03	 1.40130E+03
 2.02419E+03	 1.40434E+03
 2.02649E+03	 1.39958E+03
 2.02880E+03	 1.40374E+03
 2.03110E+03	 1.40328E+03
 2.03340E+03	 1.40340E+03
 2.03570E+03	 1.39966E+03
 2.03800E+03	 1.40096E+03
 2.04030E+03	 1.40308E+03
 2.04260E+03	 1.40270E+03
 2.04490E+03	 1.40288E+03
 2.04719E+03	 1.40368E+03
 2.04949E+03	 1.40270E+03
 2.05179E+03	 1.40348E+03
 2.05408E+03	 1.40192E+03
 2.05638E+03	 1.40294E+03
 2.05867E+03	 1.40446E+03
 2.06096E+03	 1.40226E+03
 2.06326E+03	 1.40146E+03
 2.06555E+03	 1.40074E+03
 2.06784E+03	 1.40116E+03
 2.07013E+03	 1.40356E+03
 2.07242E+03	 1.39998E+03
 2.07471E+03	 1.40278E+03
 2.07700E+03	 1.40280E+03
 2.07929E+03	 1.40328E+03
 2.08157E+03	 1.40302E+03
 2.08386E+03	 1.40296E+03
 2.08615E+03	 1.40270E+03
 2.08843E+03	 1.40342E+03
 2.09072E+03	 1.40210E+03
 2.09300E+03	 1.40334E+03
 2.09528E+03	 1.40330E+03
 2.09756E+03	 1.40560E+03
 2.09985E+03	 1.40278E+03
 2.10213E+03	 1.40362E+03
 2.10441E+03	 1.40294E+03
 2.10669E+03	 1.40262E+03
 2.10897E+03	 1.40264E+03
 2.11125E+03	 1.40340E+03
 2.11352E+03	 1.40612E+03
 2.11580E+03	 1.40240E+03
 2.11808E+03	 1.40416E+03
 2.12035E+03	 1.40306E+03
 2.12263E+03	 1.40492E+03
 2.12490E+03	 1.40138E+03
 2.12718E+03	 1.40412E+03
 2.12945E+03	 1.40378E+03
 2.13172E+03	 1.40600E+03
 2.13399E+03	 1.40570E+03
 2.13626E+03	 1.40600E+03
 2.13853E+03	 1.40456E+03
 2.14080E+03	 1.40748E+03
 2.14307E+03	 1.40806E+03
 2.14534E+03	 1.40256E+03
 2.14761E+03	 1.40730E+03
 2.14988E+03	 1.40932E+03
 2.15214E+03	 1.40604E+03
 2.15441E+03	 1.40778E+03
 2.15667E+03	 1.40576E+03
 2.15894E+03	 1.40646E+03
 2.16120E+03	 1.40350E+03
 2.16346E+03	 1.40704E+03
 2.16573E+03	 1.40756E+03
 2.16799E+03	 1.40880E+03
 2.17025E+03	 1.40556E+03
 2.17251E+03	 1.40716E+03
 2.17477E+03	 1.40788E+03
 2.17703E+03	 1.40730E+03
 2.17929E+03	 1.40624E+03
 2.18154E+03	 1.40534E+03
 2.18380E+03	 1.40556E+03
 2.18606E+03	 1.40692E+03
 2.18831E+03	 1.40640E+03
 2.19057E+03	 1.41010E+03
 2.19282E+03	 1.40736E+03
 2.19508E+03	 1.40810E+03
 2.19733E+03	 1.40698E+03
 2.19958E+03	 1.40560E+03
 2.20183E+03	 1.40840E+03
 2.20409E+03	 1.40810E+03
 2.20634E+03	 1.40658E+03
 2.20859E+03	 1.40834E+03
 2.21083E+03	 1.40840E+03
 2.21308E+03	 1.40826E+03
 2.21533E+03	 1.40946E+03
 2.21758E+03	 1.40802E+03
 2.21982E+03	 1.40710E+03
 2.22207E+03	 1.40908E+03
 2.22432E+03	 1.40762E+03
 2.22656E+03	 1.40740E+03
 2.22880E+03	 1.40800E+03
 2.23105E+03	 1.40970E+03
 2.23329E+03	 1.40740E+03
 2.23553E+03	 1.40978E+03
 2.23777E+03	 1.40756E+03
 2.24001E+03	 1.41016E+03
 2.24225E+03	 1.40930E+03
 2.24449E+03	 1.40850E+03
 2.24673E+03	 1.40790E+03
 2.24897E+03	 1.40842E+03
 2.25121E+03	 1.40978E+03
 2.25344E+03	 1.40958E+03
 2.25568E+03	 1.40908E+03
 2.25791E+03	 1.40818E+03
 2.26015E+03	 1.41042E+03
 2.26238E+03	 1.40954E+03
 2.26462E+03	 1.40926E+03
 2.26685E+03	 1.40930E+03
 2.26908E+03	 1.41006E+03
 2.27131E+03	 1.41006E+03
 2.27354E+03	 1.41068E+03
 2.27577E+03	 1.41156E+03
 2.27800E+03	 1.41090E+03
 2.28023E+03	 1.41266E+03
 2.28246E+03	 1.41246E+03
 2.28469E+03	 1.41390E+03
 2.28692E+03	 1.41090E+03
 2.28914E+03	 1.41264E+03
 2.29137E+03	 1.40816E+03
 2.29359E+03	 1.41080E+03
 2.29582E+03	 1.41150E+03
 2.29804E+03	 1.41354E+03
 2.30026E+03	 1.41222E+03
 2.30249E+03	 1.41182E+03
 2.30471E+03	 1.41156E+03
 2.30693E+03	 1.41204E+03
 2.30915E+03	 1.41320E+03
 2.31137E+03	 1.41112E+03
 2.31359E+03	 1.41576E+03
 2.31581E+03	 1.41358E+03
 2.31802E+03	 1.41162E+03
 2.32024E+03	 1.41006E+03
 2.32246E+03	 1.41362E+03
 2.32467E+03	 1.41040E+03
 2.32689E+03	 1.41166E+03
 2.32910E+03	 1.40932E+03
 2.33132E+03	 1.41470E+03
 2.33353E+03	 1.41046E+03
 2.33574E+03	 1.41158E+03
 2.33796E+03	 1.41312E+03
 2.34017E+03	 1.41386E+03
 2.34238E+03	 1.41394E+03
 2.34459E+03	 1.41284E+03
 2.34680E+03	 1.41384E+03
 2.34901E+03	 1.41494E+03
 2.35121E+03	 1.41554E+03
 2.35342E+03	 1.41552E+03
 2.35563E+03	 1.41608E+03
 2.35784E+03	 1.41598E+03
 2.36004E+03	 1.41450E+03
 2.36225E+03	 1.41272E+03
 2.36445E+03	 1.41810E+03
 2.36665E+03	 1.41432E+03
 2.36886E+03	 1.41506E+03
 2.37106E+03	 1.41744E+03
 2.37326E+03	 1.41842E+03
 2.37546E+03	 1.41494E+03
 2.37766E+03	 1.41310E+03
 2.37986E+03	 1.41648E+03
 2.38206E+03	 1.41798E+03
 2.38426E+03	 1.41484E+03
 2.38646E+03	 1.41496E+03
 2.38866E+03	 1.41952E+03
 2.39085E+03	 1.41606E+03
 2.39305E+03	 1.41788E+03
 2.39525E+03	 1.41704E+03
 2.39744E+03	 1.41806E+03
 2.39963E+03	 1.41770E+03
 2.40183E+03	 1.41498E+03
 2.40402E+03	 1.41802E+03
 2.40621E+03	 1.41784E+03
 2.40841E+03	 1.41562E+03
 2.41060E+03	 1.41742E+03
 2.41279E+03	 1.41808E+03
 2.41498E+03	 1.41810E+03
 2.41717E+03	 1.41954E+03
 2.41935E+03	 1.41722E+03
 2.42154E+03	 1.41658E+03
 2.42373E+03	 1.41586E+03
 2.42592E+03	 1.41826E+03
 2.42810E+03	 1.41850E+03
 2.43029E+03	 1.41510E+03
 2.43247E+03	 1.41702E+03
 2.43466E+03	 1.41764E+03
 2.43684E+03	 1.41912E+03
 2.43902E+03	 1.41818E+03
 2.44121E+03	 1.41822E+03
 2.44339E+03	 1.41844E+03
 2.44557E+03	 1.41590E+03
 2.44775E+03	 1.41864E+03
 2.44993E+03	 1.41814E+03
 2.45211E+03	 1.41986E+03
 2.45429E+03	 1.42136E+03
 2.45646E+03	 1.41968E+03
 2.45864E+03	 1.41816E+03
 2.46082E+03	 1.42250E+03
 2.46299E+03	 1.41880E+03
 2.46517E+03	 1.41822E+03
 2.46734E+03	 1.41866E+03
 2.46952E+03	 1.41988E+03
 2.47169E+03	 1.41998E+03
 2.47386E+03	 1.42124E+03
 2.47604E+03	 1.42374E+03
 2.47821E+03	 1.42244E+03
 2.48038E+03	 1.42158E+03
 2.48255E+03	 1.42270E+03
 2.48472E+03	 1.42086E+03
 2.48689E+03	 1.42290E+03
 2.48906E+03	 1.42292E+03
 2.49123E+03	 1.42176E+03
 2.49339E+03	 1.42312E+03
 2.49556E+03	 1.42230E+03
 2.49773E+03	 1.42378E+03
 2.49989E+03	 1.42502E+03
 2.50206E+03	 1.42302E+03
 2.50422E+03	 1.42476E+03
 2.50638E+03	 1.42476E+03
 2.50855E+03	 1.42436E+03
 2.51071E+03	 1.42396E+03
 2.51287E+03	 1.42706E+03
 2.51503E+03	 1.42526E+03
 2.51719E+03	 1.42346E+03
 2.51935E+03	 1.42428E+03
 2.52151E+03	 1.42608E+03
 2.52367E+03	 1.42688E+03
 2.52583E+03	 1.42692E+03
 2.52799E+03	 1.42432E+03
 2.53014E+03	 1.42378E+03
 2.53230E+03	 1.42870E+03
 2.53445E+03	 1.42570E+03
 2.53661E+03	 1.42342E+03
 2.53876E+03	 1.42378E+03
 2.54092E+03	 1.42594E+03
 2.54307E+03	 1.42452E+03
 2.54522E+03	 1.42424E+03
 2.54738E+03	 1.42502E+03
 2.54953E+03	 1.42640E+03
 2.55168E+03	 1.42606E+03
 2.55383E+03	 1.42888E+03
 2.55598E+03	 1.42934E+03
 2.55813E+03	 1.42716E+03
 2.56027E+03	 1.42584E+03
 2.56242E+03	 1.42858E+03
 2.56457E+03	 1.42842E+03
 2.56671E+03	 1.42800E+03
 2.56886E+03	 1.42454E+03
 2.57101E+03	 1.42668E+03
 2.57315E+03	 1.42794E+03
 2.57529E+03	 1.42914E+03
 2.57744E+03	 1.42604E+03
 2.57958E+03	 1.42964E+03
 2.58172E+03	 1.42704E+03
 2.58386E+03	 1.42736E+03
 2.58601E+03	 1.42726E+03
 2.58815E+03	 1.42726E+03
 2.59029E+03	 1.42890E+03
 2.59242E+03	 1.42874E+03
 2.59456E+03	 1.42670E+03
 2.59670E+03	 1.42936E+03
 2.59884E+03	 1.42650E+03
 2.60097E+03	 1.43000E+03
 2.60311E+03	 1.43132E+03
 2.60525E+03	 1.42818E+03
 2.60738E+03	 1.43042E+03
 2.60952E+03	 1.42746E+03
 2.61165E+03	 1.42996E+03
 2.61378E+03	 1.43086E+03
 2.61591E+03	 1.43008E+03
 2.61805E+03	 1.42796E+03
 2.62018E+03	 1.43026E+03
 2.62231E+03	 1.42754E+03
 2.62444E+03	 1.43080E+03
 2.62657E+03	 1.43256E+03
 2.62870E+03	 1.43120E+03
 2.63082E+03	 1.42898E+03
 2.63295E+03	 1.42926E+03
 2.63508E+03	 1.43054E+03
 2.63721E+03	 1.43304E+03
 2.63933E+03	 1.43054E+03
 2.64146E+03	 1.43280E+03
 2.64358E+03	 1.43180E+03
 2.64571E+03	 1.43102E+03
 2.64783E+03	 1.43160E+03
 2.64995E+03	 1.43116E+03
 2.65207E+03	 1.43222E+03
 2.65420E+03	 1.43268E+03
 2.65632E+03	 1.43440E+03
 2.65844E+03	 1.43222E+03
 2.66056E+03	 1.43718E+03
 2.66268E+03	 1.43092E+03
 2.66480E+03	 1.43344E+03
 2.66691E+03	 1.43654E+03
 2.66903E+03	 1.43550E+03
 2.67115E+03	 1.43142E+03
 2.67326E+03	 1.43214E+03
 2.67538E+03	 1.43346E+03
 2.67749E+03	 1.43342E+03
 2.67961E+03	 1.43490E+03
 2.68172E+03	 1.43536E+03
 2.68384E+03	 1.43500E+03
 2.68595E+03	 1.43644E+03
 2.68806E+03	 1.43440E+03
 2.69017E+03	 1.43344E+03
 2.69228E+03	 1.43564E+03
 2.69439E+03	 1.43802E+03
 2.69650E+03	 1.43634E+03
 2.69861E+03	 1.43472E+03
 2.70072E+03	 1.43864E+03
 2.70283E+03	 1.43446E+03
 2.70494E+03	 1.43460E+03
 2.70704E+03	 1.43604E+03
 2.70915E+03	 1.43518E+03
 2.71126E+03	 1.43750E+03
 2.71336E+03	 1.43920E+03
 2.71546E+03	 1.43780E+03
 2.71757E+03	 1.43776E+03
 2.71967E+03	 1.43734E+03
 2.72177E+03	 1.44018E+03
 2.72388E+03	 1.43924E+03
 2.72598E+03	 1.43642E+03
 2.72808E+03	 1.43978E+03
 2.73018E+03	 1.43830E+03
 2.73228E+03	 1.44004E+03
 2.73438E+03	 1.43734E+03
 2.73648E+03	 1.43680E+03
 2.73857E+03	 1.43938E+03
 2.74067E+03	 1.44156E+03
 2.74277E+03	 1.43890E+03
 2.74486E+03	 1.43932E+03
 2.74696E+03	 1.43808E+03
 2.74905E+03	 1.43752E+03
 2.75115E+03	 1.44010E+03
 2.75324E+03	 1.44068E+03
 2.75534E+03	 1.44008E+03
 2.75743E+03	 1.43932E+03
 2.75952E+03	 1.43936E+03
 2.76161E+03	 1.44286E+03
 2.76370E+03	 1.44018E+03
 2.76579E+03	 1.44278E+03
 2.76788E+03	 1.44106E+03
 2.76997E+03	 1.44074E+03
 2.77206E+03	 1.44036E+03
 2.77415E+03	 1.44218E+03
 2.77624E+03	 1.44154E+03
 2.77832E+03	 1.44324E+03
 2.78041E+03	 1.44222E+03
 2.78250E+03	 1.44100E+03
 2.78458E+03	 1.44158E+03
 2.78666E+03	 1.43882E+03
 2.78875E+03	 1.44170E+03
 2.79083E+03	 1.44124E+03
 2.79291E+03	 1.43988E+03
 2.79500E+03	 1.43948E+03
 2.79708E+03	 1.44612E+03
 2.79916E+03	 1.44226E+03
 2.80124E+03	 1.44354E+03
 2.80332E+03	 1.44208E+03
 2.80540E+03	 1.44082E+03
 2.80748E+03	 1.44448E+03
 2.80956E+03	 1.44602E+03
 2.81163E+03	 1.44472E+03
 2.81371E+03	 1.44378E+03
 2.81579E+03	 1.44198E+03
 2.81786E+03	 1.44436E+03
 2.81994E+03	 1.44176E+03
 2.82201E+03	 1.44274E+03
 2.82409E+03	 1.44420E+03
 2.82616E+03	 1.44502E+03
 2.82823E+03	 1.44624E+03
 2.83031E+03	 1.44294E+03
 2.83238E+03	 1.44216E+03
 2.83445E+03	 1.44530E+03
 2.83652E+03	 1.44382E+03
 2.83859E+03	 1.44532E+03
 2.84066E+03	 1.44342E+03
 2.84273E+03	 1.44506E+03
 2.84480E+03	 1.44792E+03
 2.84686E+03	 1.44328E+03
 2.84893E+03	 1.44686E+03
 2.85100E+03	 1.44244E+03
 2.85306E+03	 1.44404E+03
 2.85513E+03	 1.44550E+03
 2.85719E+03	 1.44606E+03
 2.85926E+03	 1.44860E+03
 2.86132E+03	 1.44664E+03
 2.86339E+03	 1.44286E+03
 2.86545E+03	 1.44926E+03
 2.86751E+03	 1.44578E+03
 2.86957E+03	 1.44636E+03
 2.87163E+03	 1.44778E+03
 2.87369E+03	 1.44638E+03
 2.87575E+03	 1.44712E+03
 2.87781E+03	 1.44730E+03
 2.87987E+03	 1.44506E+03
 2.88193E+03	 1.44708E+03
 2.88399E+03	 1.44816E+03
 2.88604E+03	 1.44810E+03
 2.88810E+03	 1.45032E+03
 2.89015E+03	 1.44860E+03
 2.89221E+03	 1.44766E+03
 2.89426E+03	 1.45180E+03
 2.89632E+03	 1.45024E+03
 2.89837E+03	 1.45006E+03
 2.90042E+03	 1.44936E+03
 2.90248E+03	 1.44760E+03
 2.90453E+03	 1.44770E+03
 2.90658E+03	 1.44866E+03
 2.90863E+03	 1.45196E+03
 2.91068E+03	 1.44856E+03
 2.91273E+03	 1.45166E+03
 2.91478E+03	 1.45046E+03
 2.91683E+03	 1.45054E+03
 2.91888E+03	 1.45106E+03
 2.92092E+03	 1.45164E+03
 2.92297E+03	 1.45278E+03
 2.92502E+03	 1.45160E+03
 2.92706E+03	 1.45224E+03
 2.92911E+03	 1.45202E+03
 2.93115E+03	 1.45260E+03
 2.93320E+03	 1.45234E+03
 2.93524E+03	 1.45204E+03
 2.93728E+03	 1.44952E+03
 2.93932E+03	 1.45468E+03
 2.94137E+03	 1.45386E+03
 2.94341E+03	 1.45318E+03
 2.94545E+03	 1.45088E+03
 2.94749E+03	 1.45254E+03
 2.94953E+03	 1.44926E+03
 2.95157E+03	 1.45268E+03
 2.95360E+03	 1.45166E+03
 2.95564E+03	 1.45146E+03
 2.95768E+03	 1.45188E+03
 2.95971E+03	 1.45254E+03
 2.96175E+03	 1.45380E+03
 2.96379E+03	 1.45098E+03
 2.96582E+03	 1.45192E+03
 2.96786E+03	 1.45036E+03
 2.96989E+03	 1.45664E+03
 2.97192E+03	 1.45388E+03
 2.97396E+03	 1.45376E+03
 2.97599E+03	 1.45226E+03
 2.97802E+03	 1.45218E+03
 2.98005E+03	 1.45372E+03
 2.98208E+03	 1.45402E+03
 2.98411E+03	 1.45554E+03
 2.98614E+03	 1.45264E+03
 2.98817E+03	 1.45492E+03
 2.99020E+03	 1.45660E+03
 2.99223E+03	 1.45398E+03
 2.99425E+03	 1.45524E+03
 2.99628E+03	 1.45170E+03
 2.99830E+03	 1.45266E+03
 3.00033E+03	 1.45746E+03
 3.00236E+03	 1.45766E+03
 3.00438E+03	 1.45792E+03
 3.00640E+03	 1.45184E+03
 3.00843E+03	 1.46086E+03
 3.01045E+03	 1.45882E+03
 3.01247E+03	 1.45830E+03
 3.01449E+03	 1.45654E+03
 3.01651E+03	 1.45410E+03
 3.01854E+03	 1.45636E+03
 3.02056E+03	 1.45742E+03
 3.02257E+03	 1.45708E+03
 3.02459E+03	 1.45998E+03
 3.02661E+03	 1.46096E+03
 3.02863E+03	 1.45996E+03
 3.03065E+03	 1.45696E+03
 3.03266E+03	 1.46304E+03
 3.03468E+03	 1.46262E+03
 3.03669E+03	 1.45704E+03
 3.03871E+03	 1.45948E+03
 3.04072E+03	 1.46386E+03
 3.04274E+03	 1.46124E+03
 3.04475E+03	 1.45916E+03
 3.04676E+03	 1.46416E+03
 3.04878E+03	 1.46366E+03
 3.05079E+03	 1.46278E+03
 3.05280E+03	 1.46018E+03
 3.05481E+03	 1.46098E+03
 3.05682E+03	 1.45974E+03
 3.05883E+03	 1.46074E+03
 3.06084E+03	 1.46346E+03
 3.06285E+03	 1.45760E+03
 3.06486E+03	 1.46114E+03
 3.06686E+03	 1.45988E+03
 3.06887E+03	 1.46030E+03
 3.07088E+03	 1.46354E+03
 3.07288E+03	 1.46250E+03
 3.07489E+03	 1.46326E+03
 3.07689E+03	 1.46410E+03
 3.07890E+03	 1.46444E+03
 3.08090E+03	 1.46074E+03
 3.08290E+03	 1.46622E+03
 3.08490E+03	 1.46284E+03
 3.08691E+03	 1.46454E+03
 3.08891E+03	 1.46080E+03
 3.09091E+03	 1.46442E+03
 3.09291E+03	 1.46292E+03
 3.09491E+03	 1.46122E+03
 3.09691E+03	 1.46748E+03
 3.09891E+03	 1.46200E+03
 3.10090E+03	 1.46430E+03
 3.10290E+03	 1.46638E+03
 3.10490E+03	 1.46678E+03
 3.10690E+03	 1.46778E+03
 3.10889E+03	 1.46454E+03
 3.11089E+03	 1.46516E+03
 3.11288E+03	 1.46530E+03
 3.11488E+03	 1.46584E+03
 3.11687E+03	 1.46320E+03
 3.11886E+03	 1.46240E+03
 3.12086E+03	 1.46186E+03
 3.12285E+03	 1.46252E+03
 3.12484E+03	 1.46414E+03
 3.12683E+03	 1.46368E+03
 3.12882E+03	 1.46250E+03
 3.13081E+03	 1.46734E+03
 3.13280E+03	 1.46418E+03
 3.13479E+03	 1.46792E+03
 3.13678E+03	 1.46600E+03
 3.13877E+03	 1.46654E+03
 3.14075E+03	 1.46530E+03
 3.14274E+03	 1.46436E+03
 3.14473E+03	 1.46468E+03
 3.14671E+03	 1.46204E+03
 3.14870E+03	 1.46776E+03
 3.15068E+03	 1.46808E+03
 3.15267E+03	 1.46124E+03
 3.15465E+03	 1.46780E+03
 3.15663E+03	 1.46532E+03
 3.15862E+03	 1.46692E+03
 3.16060E+03	 1.46656E+03
 3.16258E+03	 1.46452E+03
 3.16456E+03	 1.46516E+03
 3.16654E+03	 1.46696E+03
 3.16852E+03	 1.46442E+03
 3.17050E+03	 1.46690E+03
 3.17248E+03	 1.46686E+03
 3.17446E+03	 1.46690E+03
 3.17643E+03	 1.46644E+03
 3.17841E+03	 1.46924E+03
 3.18039E+03	 1.46530E+03
 3.18236E+03	 1.46906E+03
 3.18434E+03	 1.47174E+03
 3.18632E+03	 1.46968E+03
 3.18829E+03	 1.46400E+03
 3.19026E+03	 1.47142E+03
 3.19224E+03	 1.46750E+03
 3.19421E+03	 1.47016E+03
 3.19618E+03	 1.46888E+03
 3.19815E+03	 1.46936E+03
 3.20013E+03	 1.46986E+03
 3.20210E+03	 1.46916E+03
 3.20407E+03	 1.47192E+03
 3.20604E+03	 1.47090E+03
 3.20801E+03	 1.47286E+03
 3.20998E+03	 1.47514E+03
 3.21194E+03	 1.47610E+03
 3.21391E+03	 1.47076E+03
 3.21588E+03	 1.47736E+03
 3.21784E+03	 1.47280E+03
 3.21981E+03	 1.47374E+03
 3.22178E+03	 1.47340E+03
 3.22374E+03	 1.47430E+03
 3.22571E+03	 1.47118E+03
 3.22767E+03	 1.47394E+03
 3.22963E+03	 1.47176E+03
 3.23160E+03	 1.47688E+03
 3.23356E+03	 1.47834E+03
 3.23552E+03	 1.47550E+03
 3.23748E+03	 1.47504E+03
 3.23944E+03	 1.47742E+03
 3.24140E+03	 1.47600E+03
 3.24336E+03	 1.47782E+03
 3.24532E+03	 1.47656E+03
 3.24728E+03	 1.47534E+03
 3.24924E+03	 1.47610E+03
 3.25120E+03	 1.47568E+03
 3.25315E+03	 1.47796E+03
 3.25511E+03	 1.47462E+03
 3.25707E+03	 1.47506E+03
 3.25902E+03	 1.47678E+03
 3.26098E+03	 1.47942E+03
 3.26293E+03	 1.48092E+03
 3.26489E+03	 1.47656E+03
 3.26684E+03	 1.48152E+03
 3.26879E+03	 1.47364E+03
 3.27075E+03	 1.47846E+03
 3.27270E+03	 1.47776E+03
 3.27465E+03	 1.47734E+03
 3.27660E+03	 1.47520E+03
 3.27855E+03	 1.48174E+03
 3.28050E+03	 1.47660E+03
 3.28245E+03	 1.47730E+03
 3.28440E+03	 1.47672E+03
 3.28635E+03	 1.47856E+03
 3.28829E+03	 1.47764E+03
 3.29024E+03	 1.47920E+03
 3.29219E+03	 1.47952E+03
 3.29413E+03	 1.47886E+03
 3.29608E+03	 1.47862E+03
 3.29803E+03	 1.47912E+03
 3.29997E+03	 1.47934E+03
 3.30191E+03	 1.47538E+03
 3.30386E+03	 1.48042E+03
 3.30580E+03	 1.48062E+03
 3.30774E+03	 1.47846E+03
 3.30969E+03	 1.47752E+03
 3.31163E+03	 1.47752E+03
 3.31357E+03	 1.47896E+03
 3.31551E+03	 1.48094E+03
 3.31745E+03	 1.48150E+03
 3.31939E+03	 1.47932E+03
 3.32133E+03	 1.48272E+03
 3.32327E+03	 1.47668E+03
 3.32520E+03	 1.47860E+03
 3.32714E+03	 1.48208E+03
 3.32908E+03	 1.48178E+03
 3.33102E+03	 1.47944E+03
 3.33295E+03	 1.47886E+03
 3.33489E+03	 1.48260E+03
 3.33682E+03	 1.48040E+03
 3.33876E+03	 1.47962E+03
 3.34069E+03	 1.48170E+03
 3.34262E+03	 1.47772E+03
 3.34456E+03	 1.48116E+03
 3.34649E+03	 1.48136E+03
 3.34842E+03	 1.48464E+03
 3.35035E+03	 1.48240E+03
 3.35228E+03	 1.48202E+03
 3.35421E+03	 1.48502E+03
 3.35614E+03	 1.48538E+03
 3.35807E+03	 1.48752E+03
 3.36000E+03	 1.48124E+03
 3.36193E+03	 1.48784E+03
 3.36386E+03	 1.48438E+03
 3.36578E+03	 1.48286E+03
 3.36771E+03	 1.48422E+03
 3.36964E+03	 1.48582E+03
 3.37156E+03	 1.48254E+03
 3.37349E+03	 1.48636E+03
 3.37541E+03	 1.48942E+03
 3.37734E+03	 1.48492E+03
 3.37926E+03	 1.48894E+03
 3.38118E+03	 1.48542E+03
 3.38311E+03	 1.48910E+03
 3.38503E+03	 1.48598E+03
 3.38695E+03	 1.48606E+03
 3.38887E+03	 1.48714E+03
 3.39079E+03	 1.48688E+03
 3.39271E+03	 1.49172E+03
 3.39463E+03	 1.48526E+03
 3.39655E+03	 1.48918E+03
 3.39847E+03	 1.49050E+03
 3.40039E+03	 1.48878E+03
 3.40231E+03	 1.49270E+03
 3.40422E+03	 1.49080E+03
 3.40614E+03	 1.49014E+03
 3.40806E+03	 1.48756E+03
 3.40997E+03	 1.49368E+03
 3.41189E+03	 1.49436E+03
 3.41380E+03	 1.48684E+03
 3.41571E+03	 1.49062E+03
 3.41763E+03	 1.49744E+03
 3.41954E+03	 1.49138E+03
 3.42145E+03	 1.49206E+03
 3.42337E+03	 1.48956E+03
 3.42528E+03	 1.49392E+03
 3.42719E+03	 1.49486E+03
 3.42910E+03	 1.49428E+03
 3.43101E+03	 1.49606E+03
 3.43292E+03	 1.49200E+03
 3.43483E+03	 1.49484E+03
 3.43674E+03	 1.49250E+03
 3.43864E+03	 1.49496E+03
 3.44055E+03	 1.49306E+03
 3.44246E+03	 1.49254E+03
 3.44437E+03	 1.49184E+03
 3.44627E+03	 1.49308E+03
 3.44818E+03	 1.49570E+03
 3.45008E+03	 1.49508E+03
 3.45199E+03	 1.49142E+03
 3.45389E+03	 1.49132E+03
 3.45579E+03	 1.49410E+03
 3.45770E+03	 1.49378E+03
 3.45960E+03	 1.49614E+03
 3.46150E+03	 1.49152E+03
 3.46340E+03	 1.49430E+03
 3.46530E+03	 1.49562E+03
 3.46721E+03	 1.49380E+03
 3.46911E+03	 1.49068E+03
 3.47101E+03	 1.48764E+03
 3.47290E+03	 1.49312E+03
 3.47480E+03	 1.49424E+03
