//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Ne 300 2,5dpa anneal.wip
GraphName = REFEL Ne 300 2,5dpa-1200 s--Spectrum--036--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5713.80000002328
PositionY = 10044.0000000233
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Ne 300 2,5dpa-1200 s--Spectrum--036--Spec.Data 1
 1.90111E+03	 1.56860E+03
 1.90345E+03	 1.57036E+03
 1.90579E+03	 1.56558E+03
 1.90813E+03	 1.56828E+03
 1.91047E+03	 1.56716E+03
 1.91281E+03	 1.57002E+03
 1.91514E+03	 1.56834E+03
 1.91748E+03	 1.56880E+03
 1.91981E+03	 1.56910E+03
 1.92215E+03	 1.56842E+03
 1.92448E+03	 1.57696E+03
 1.92682E+03	 1.57034E+03
 1.92915E+03	 1.56814E+03
 1.93148E+03	 1.57288E+03
 1.93381E+03	 1.56986E+03
 1.93614E+03	 1.57096E+03
 1.93847E+03	 1.56732E+03
 1.94080E+03	 1.57258E+03
 1.94313E+03	 1.57144E+03
 1.94546E+03	 1.57498E+03
 1.94778E+03	 1.57378E+03
 1.95011E+03	 1.56906E+03
 1.95244E+03	 1.57320E+03
 1.95476E+03	 1.56500E+03
 1.95709E+03	 1.57202E+03
 1.95941E+03	 1.57192E+03
 1.96173E+03	 1.57640E+03
 1.96405E+03	 1.57578E+03
 1.96638E+03	 1.57404E+03
 1.96870E+03	 1.57388E+03
 1.97102E+03	 1.57338E+03
 1.97334E+03	 1.57202E+03
 1.97566E+03	 1.57420E+03
 1.97797E+03	 1.57904E+03
 1.98029E+03	 1.57344E+03
 1.98261E+03	 1.57568E+03
 1.98492E+03	 1.57412E+03
 1.98724E+03	 1.57192E+03
 1.98955E+03	 1.57488E+03
 1.99187E+03	 1.57702E+03
 1.99418E+03	 1.57824E+03
 1.99649E+03	 1.58134E+03
 1.99880E+03	 1.58372E+03
 2.00112E+03	 1.57866E+03
 2.00343E+03	 1.58042E+03
 2.00574E+03	 1.57836E+03
 2.00804E+03	 1.57470E+03
 2.01035E+03	 1.58598E+03
 2.01266E+03	 1.57846E+03
 2.01497E+03	 1.58420E+03
 2.01727E+03	 1.58584E+03
 2.01958E+03	 1.58052E+03
 2.02188E+03	 1.58796E+03
 2.02419E+03	 1.58424E+03
 2.02649E+03	 1.58290E+03
 2.02880E+03	 1.58866E+03
 2.03110E+03	 1.59002E+03
 2.03340E+03	 1.59018E+03
 2.03570E+03	 1.58846E+03
 2.03800E+03	 1.58460E+03
 2.04030E+03	 1.58394E+03
 2.04260E+03	 1.59272E+03
 2.04490E+03	 1.58478E+03
 2.04719E+03	 1.58700E+03
 2.04949E+03	 1.59236E+03
 2.05179E+03	 1.58992E+03
 2.05408E+03	 1.58390E+03
 2.05638E+03	 1.58532E+03
 2.05867E+03	 1.59176E+03
 2.06096E+03	 1.58966E+03
 2.06326E+03	 1.59118E+03
 2.06555E+03	 1.59098E+03
 2.06784E+03	 1.58924E+03
 2.07013E+03	 1.59102E+03
 2.07242E+03	 1.58568E+03
 2.07471E+03	 1.58656E+03
 2.07700E+03	 1.58984E+03
 2.07929E+03	 1.59204E+03
 2.08157E+03	 1.59460E+03
 2.08386E+03	 1.59534E+03
 2.08615E+03	 1.59082E+03
 2.08843E+03	 1.59620E+03
 2.09072E+03	 1.59564E+03
 2.09300E+03	 1.59400E+03
 2.09528E+03	 1.59340E+03
 2.09756E+03	 1.59158E+03
 2.09985E+03	 1.59384E+03
 2.10213E+03	 1.59636E+03
 2.10441E+03	 1.59608E+03
 2.10669E+03	 1.59396E+03
 2.10897E+03	 1.59608E+03
 2.11125E+03	 1.59802E+03
 2.11352E+03	 1.59816E+03
 2.11580E+03	 1.59858E+03
 2.11808E+03	 1.59888E+03
 2.12035E+03	 1.59718E+03
 2.12263E+03	 1.59948E+03
 2.12490E+03	 1.59576E+03
 2.12718E+03	 1.60014E+03
 2.12945E+03	 1.60074E+03
 2.13172E+03	 1.60178E+03
 2.13399E+03	 1.60548E+03
 2.13626E+03	 1.60118E+03
 2.13853E+03	 1.60504E+03
 2.14080E+03	 1.60172E+03
 2.14307E+03	 1.60988E+03
 2.14534E+03	 1.60586E+03
 2.14761E+03	 1.60600E+03
 2.14988E+03	 1.60144E+03
 2.15214E+03	 1.60374E+03
 2.15441E+03	 1.61160E+03
 2.15667E+03	 1.60664E+03
 2.15894E+03	 1.60572E+03
 2.16120E+03	 1.61030E+03
 2.16346E+03	 1.61150E+03
 2.16573E+03	 1.61154E+03
 2.16799E+03	 1.61216E+03
 2.17025E+03	 1.61048E+03
 2.17251E+03	 1.61116E+03
 2.17477E+03	 1.60982E+03
 2.17703E+03	 1.61592E+03
 2.17929E+03	 1.61302E+03
 2.18154E+03	 1.61378E+03
 2.18380E+03	 1.60902E+03
 2.18606E+03	 1.61056E+03
 2.18831E+03	 1.61586E+03
 2.19057E+03	 1.61476E+03
 2.19282E+03	 1.61414E+03
 2.19508E+03	 1.61584E+03
 2.19733E+03	 1.61474E+03
 2.19958E+03	 1.62118E+03
 2.20183E+03	 1.61330E+03
 2.20409E+03	 1.61748E+03
 2.20634E+03	 1.61192E+03
 2.20859E+03	 1.61916E+03
 2.21083E+03	 1.61356E+03
 2.21308E+03	 1.61572E+03
 2.21533E+03	 1.61832E+03
 2.21758E+03	 1.61758E+03
 2.21982E+03	 1.61448E+03
 2.22207E+03	 1.62380E+03
 2.22432E+03	 1.61666E+03
 2.22656E+03	 1.62408E+03
 2.22880E+03	 1.61590E+03
 2.23105E+03	 1.61902E+03
 2.23329E+03	 1.62150E+03
 2.23553E+03	 1.62216E+03
 2.23777E+03	 1.61990E+03
 2.24001E+03	 1.62812E+03
 2.24225E+03	 1.62122E+03
 2.24449E+03	 1.62538E+03
 2.24673E+03	 1.62348E+03
 2.24897E+03	 1.62516E+03
 2.25121E+03	 1.63028E+03
 2.25344E+03	 1.62828E+03
 2.25568E+03	 1.62816E+03
 2.25791E+03	 1.62544E+03
 2.26015E+03	 1.62262E+03
 2.26238E+03	 1.62904E+03
 2.26462E+03	 1.62618E+03
 2.26685E+03	 1.63384E+03
 2.26908E+03	 1.62990E+03
 2.27131E+03	 1.62874E+03
 2.27354E+03	 1.63678E+03
 2.27577E+03	 1.62844E+03
 2.27800E+03	 1.63064E+03
 2.28023E+03	 1.63158E+03
 2.28246E+03	 1.63222E+03
 2.28469E+03	 1.64186E+03
 2.28692E+03	 1.63720E+03
 2.28914E+03	 1.63960E+03
 2.29137E+03	 1.64100E+03
 2.29359E+03	 1.63272E+03
 2.29582E+03	 1.63102E+03
 2.29804E+03	 1.63396E+03
 2.30026E+03	 1.64132E+03
 2.30249E+03	 1.63876E+03
 2.30471E+03	 1.63982E+03
 2.30693E+03	 1.63670E+03
 2.30915E+03	 1.63976E+03
 2.31137E+03	 1.63792E+03
 2.31359E+03	 1.63466E+03
 2.31581E+03	 1.63766E+03
 2.31802E+03	 1.64300E+03
 2.32024E+03	 1.64878E+03
 2.32246E+03	 1.64054E+03
 2.32467E+03	 1.64534E+03
 2.32689E+03	 1.64368E+03
 2.32910E+03	 1.64538E+03
 2.33132E+03	 1.64408E+03
 2.33353E+03	 1.64322E+03
 2.33574E+03	 1.64510E+03
 2.33796E+03	 1.64766E+03
 2.34017E+03	 1.64554E+03
 2.34238E+03	 1.64592E+03
 2.34459E+03	 1.64258E+03
 2.34680E+03	 1.64206E+03
 2.34901E+03	 1.64378E+03
 2.35121E+03	 1.65314E+03
 2.35342E+03	 1.64740E+03
 2.35563E+03	 1.64892E+03
 2.35784E+03	 1.65158E+03
 2.36004E+03	 1.65104E+03
 2.36225E+03	 1.64792E+03
 2.36445E+03	 1.64964E+03
 2.36665E+03	 1.64716E+03
 2.36886E+03	 1.65080E+03
 2.37106E+03	 1.65268E+03
 2.37326E+03	 1.65394E+03
 2.37546E+03	 1.65004E+03
 2.37766E+03	 1.65510E+03
 2.37986E+03	 1.64892E+03
 2.38206E+03	 1.65526E+03
 2.38426E+03	 1.65496E+03
 2.38646E+03	 1.64866E+03
 2.38866E+03	 1.65528E+03
 2.39085E+03	 1.65918E+03
 2.39305E+03	 1.65592E+03
 2.39525E+03	 1.65840E+03
 2.39744E+03	 1.65156E+03
 2.39963E+03	 1.65792E+03
 2.40183E+03	 1.65958E+03
 2.40402E+03	 1.65590E+03
 2.40621E+03	 1.65764E+03
 2.40841E+03	 1.65348E+03
 2.41060E+03	 1.65718E+03
 2.41279E+03	 1.65892E+03
 2.41498E+03	 1.66108E+03
 2.41717E+03	 1.65890E+03
 2.41935E+03	 1.66170E+03
 2.42154E+03	 1.66272E+03
 2.42373E+03	 1.66046E+03
 2.42592E+03	 1.65662E+03
 2.42810E+03	 1.66564E+03
 2.43029E+03	 1.67078E+03
 2.43247E+03	 1.66386E+03
 2.43466E+03	 1.66222E+03
 2.43684E+03	 1.66818E+03
 2.43902E+03	 1.66458E+03
 2.44121E+03	 1.66798E+03
 2.44339E+03	 1.67232E+03
 2.44557E+03	 1.67136E+03
 2.44775E+03	 1.66964E+03
 2.44993E+03	 1.67202E+03
 2.45211E+03	 1.67316E+03
 2.45429E+03	 1.67318E+03
 2.45646E+03	 1.67076E+03
 2.45864E+03	 1.67232E+03
 2.46082E+03	 1.67106E+03
 2.46299E+03	 1.67360E+03
 2.46517E+03	 1.67524E+03
 2.46734E+03	 1.67882E+03
 2.46952E+03	 1.67454E+03
 2.47169E+03	 1.67520E+03
 2.47386E+03	 1.67806E+03
 2.47604E+03	 1.68270E+03
 2.47821E+03	 1.67742E+03
 2.48038E+03	 1.68344E+03
 2.48255E+03	 1.67766E+03
 2.48472E+03	 1.68290E+03
 2.48689E+03	 1.68374E+03
 2.48906E+03	 1.68468E+03
 2.49123E+03	 1.68566E+03
 2.49339E+03	 1.68530E+03
 2.49556E+03	 1.68408E+03
 2.49773E+03	 1.68734E+03
 2.49989E+03	 1.69094E+03
 2.50206E+03	 1.69314E+03
 2.50422E+03	 1.69166E+03
 2.50638E+03	 1.69472E+03
 2.50855E+03	 1.68974E+03
 2.51071E+03	 1.69610E+03
 2.51287E+03	 1.69400E+03
 2.51503E+03	 1.69748E+03
 2.51719E+03	 1.69610E+03
 2.51935E+03	 1.69500E+03
 2.52151E+03	 1.69946E+03
 2.52367E+03	 1.70074E+03
 2.52583E+03	 1.69654E+03
 2.52799E+03	 1.69708E+03
 2.53014E+03	 1.70384E+03
 2.53230E+03	 1.69484E+03
 2.53445E+03	 1.69810E+03
 2.53661E+03	 1.69996E+03
 2.53876E+03	 1.69530E+03
 2.54092E+03	 1.70588E+03
 2.54307E+03	 1.70200E+03
 2.54522E+03	 1.70446E+03
 2.54738E+03	 1.69726E+03
 2.54953E+03	 1.70844E+03
 2.55168E+03	 1.69820E+03
 2.55383E+03	 1.70326E+03
 2.55598E+03	 1.70246E+03
 2.55813E+03	 1.70324E+03
 2.56027E+03	 1.70164E+03
 2.56242E+03	 1.70626E+03
 2.56457E+03	 1.69740E+03
 2.56671E+03	 1.70266E+03
 2.56886E+03	 1.70838E+03
 2.57101E+03	 1.70398E+03
 2.57315E+03	 1.70848E+03
 2.57529E+03	 1.70208E+03
 2.57744E+03	 1.70724E+03
 2.57958E+03	 1.71110E+03
 2.58172E+03	 1.71082E+03
 2.58386E+03	 1.71200E+03
 2.58601E+03	 1.70606E+03
 2.58815E+03	 1.70684E+03
 2.59029E+03	 1.70582E+03
 2.59242E+03	 1.70620E+03
 2.59456E+03	 1.71118E+03
 2.59670E+03	 1.70856E+03
 2.59884E+03	 1.70970E+03
 2.60097E+03	 1.71538E+03
 2.60311E+03	 1.71558E+03
 2.60525E+03	 1.71186E+03
 2.60738E+03	 1.71518E+03
 2.60952E+03	 1.71066E+03
 2.61165E+03	 1.71254E+03
 2.61378E+03	 1.71378E+03
 2.61591E+03	 1.71976E+03
 2.61805E+03	 1.72102E+03
 2.62018E+03	 1.72092E+03
 2.62231E+03	 1.71850E+03
 2.62444E+03	 1.72008E+03
 2.62657E+03	 1.71958E+03
 2.62870E+03	 1.72144E+03
 2.63082E+03	 1.72252E+03
 2.63295E+03	 1.72432E+03
 2.63508E+03	 1.71980E+03
 2.63721E+03	 1.72064E+03
 2.63933E+03	 1.72346E+03
 2.64146E+03	 1.72000E+03
 2.64358E+03	 1.72882E+03
 2.64571E+03	 1.72578E+03
 2.64783E+03	 1.72940E+03
 2.64995E+03	 1.72382E+03
 2.65207E+03	 1.73046E+03
 2.65420E+03	 1.72556E+03
 2.65632E+03	 1.72910E+03
 2.65844E+03	 1.73446E+03
 2.66056E+03	 1.72894E+03
 2.66268E+03	 1.73564E+03
 2.66480E+03	 1.73972E+03
 2.66691E+03	 1.73900E+03
 2.66903E+03	 1.72948E+03
 2.67115E+03	 1.73212E+03
 2.67326E+03	 1.73834E+03
 2.67538E+03	 1.73940E+03
 2.67749E+03	 1.73552E+03
 2.67961E+03	 1.73656E+03
 2.68172E+03	 1.74246E+03
 2.68384E+03	 1.74166E+03
 2.68595E+03	 1.74222E+03
 2.68806E+03	 1.74202E+03
 2.69017E+03	 1.74410E+03
 2.69228E+03	 1.74492E+03
 2.69439E+03	 1.74374E+03
 2.69650E+03	 1.74432E+03
 2.69861E+03	 1.74080E+03
 2.70072E+03	 1.74748E+03
 2.70283E+03	 1.74840E+03
 2.70494E+03	 1.74972E+03
 2.70704E+03	 1.75366E+03
 2.70915E+03	 1.74488E+03
 2.71126E+03	 1.74822E+03
 2.71336E+03	 1.75188E+03
 2.71546E+03	 1.74646E+03
 2.71757E+03	 1.75188E+03
 2.71967E+03	 1.75794E+03
 2.72177E+03	 1.75444E+03
 2.72388E+03	 1.75366E+03
 2.72598E+03	 1.75570E+03
 2.72808E+03	 1.75830E+03
 2.73018E+03	 1.75744E+03
 2.73228E+03	 1.75778E+03
 2.73438E+03	 1.75674E+03
 2.73648E+03	 1.75742E+03
 2.73857E+03	 1.75738E+03
 2.74067E+03	 1.75892E+03
 2.74277E+03	 1.76470E+03
 2.74486E+03	 1.75678E+03
 2.74696E+03	 1.75956E+03
 2.74905E+03	 1.76524E+03
 2.75115E+03	 1.76124E+03
 2.75324E+03	 1.76230E+03
 2.75534E+03	 1.76264E+03
 2.75743E+03	 1.76238E+03
 2.75952E+03	 1.76664E+03
 2.76161E+03	 1.77194E+03
 2.76370E+03	 1.76488E+03
 2.76579E+03	 1.76562E+03
 2.76788E+03	 1.77010E+03
 2.76997E+03	 1.76310E+03
 2.77206E+03	 1.76116E+03
 2.77415E+03	 1.76610E+03
 2.77624E+03	 1.76558E+03
 2.77832E+03	 1.76970E+03
 2.78041E+03	 1.76942E+03
 2.78250E+03	 1.76928E+03
 2.78458E+03	 1.77576E+03
 2.78666E+03	 1.76780E+03
 2.78875E+03	 1.77208E+03
 2.79083E+03	 1.76790E+03
 2.79291E+03	 1.77840E+03
 2.79500E+03	 1.76930E+03
 2.79708E+03	 1.77266E+03
 2.79916E+03	 1.77002E+03
 2.80124E+03	 1.77404E+03
 2.80332E+03	 1.77084E+03
 2.80540E+03	 1.77010E+03
 2.80748E+03	 1.77724E+03
 2.80956E+03	 1.77324E+03
 2.81163E+03	 1.76772E+03
 2.81371E+03	 1.77154E+03
 2.81579E+03	 1.77652E+03
 2.81786E+03	 1.77026E+03
 2.81994E+03	 1.77666E+03
 2.82201E+03	 1.77312E+03
 2.82409E+03	 1.77886E+03
 2.82616E+03	 1.77768E+03
 2.82823E+03	 1.78564E+03
 2.83031E+03	 1.77552E+03
 2.83238E+03	 1.77928E+03
 2.83445E+03	 1.77978E+03
 2.83652E+03	 1.77882E+03
 2.83859E+03	 1.78344E+03
 2.84066E+03	 1.77666E+03
 2.84273E+03	 1.78868E+03
 2.84480E+03	 1.78408E+03
 2.84686E+03	 1.78730E+03
 2.84893E+03	 1.79296E+03
 2.85100E+03	 1.79154E+03
 2.85306E+03	 1.78696E+03
 2.85513E+03	 1.78522E+03
 2.85719E+03	 1.78350E+03
 2.85926E+03	 1.79144E+03
 2.86132E+03	 1.79580E+03
 2.86339E+03	 1.78992E+03
 2.86545E+03	 1.79256E+03
 2.86751E+03	 1.79222E+03
 2.86957E+03	 1.79586E+03
 2.87163E+03	 1.80302E+03
 2.87369E+03	 1.79374E+03
 2.87575E+03	 1.79668E+03
 2.87781E+03	 1.80226E+03
 2.87987E+03	 1.79348E+03
 2.88193E+03	 1.80052E+03
 2.88399E+03	 1.79182E+03
 2.88604E+03	 1.80724E+03
 2.88810E+03	 1.79810E+03
 2.89015E+03	 1.80170E+03
 2.89221E+03	 1.79922E+03
 2.89426E+03	 1.80292E+03
 2.89632E+03	 1.81208E+03
 2.89837E+03	 1.80002E+03
 2.90042E+03	 1.79984E+03
 2.90248E+03	 1.81390E+03
 2.90453E+03	 1.80952E+03
 2.90658E+03	 1.80678E+03
 2.90863E+03	 1.80378E+03
 2.91068E+03	 1.81362E+03
 2.91273E+03	 1.80740E+03
 2.91478E+03	 1.80410E+03
 2.91683E+03	 1.80644E+03
 2.91888E+03	 1.80710E+03
 2.92092E+03	 1.80948E+03
 2.92297E+03	 1.81010E+03
 2.92502E+03	 1.81420E+03
 2.92706E+03	 1.81486E+03
 2.92911E+03	 1.81074E+03
 2.93115E+03	 1.80840E+03
 2.93320E+03	 1.81634E+03
 2.93524E+03	 1.81114E+03
 2.93728E+03	 1.81874E+03
 2.93932E+03	 1.80998E+03
 2.94137E+03	 1.81720E+03
 2.94341E+03	 1.82054E+03
 2.94545E+03	 1.82200E+03
 2.94749E+03	 1.81320E+03
 2.94953E+03	 1.81822E+03
 2.95157E+03	 1.81736E+03
 2.95360E+03	 1.81864E+03
 2.95564E+03	 1.81754E+03
 2.95768E+03	 1.81962E+03
 2.95971E+03	 1.81784E+03
 2.96175E+03	 1.82334E+03
 2.96379E+03	 1.82454E+03
 2.96582E+03	 1.81922E+03
 2.96786E+03	 1.81800E+03
 2.96989E+03	 1.82242E+03
 2.97192E+03	 1.82420E+03
 2.97396E+03	 1.82438E+03
 2.97599E+03	 1.82052E+03
 2.97802E+03	 1.82330E+03
 2.98005E+03	 1.82450E+03
 2.98208E+03	 1.82250E+03
 2.98411E+03	 1.82562E+03
 2.98614E+03	 1.82788E+03
 2.98817E+03	 1.82532E+03
 2.99020E+03	 1.82838E+03
 2.99223E+03	 1.82638E+03
 2.99425E+03	 1.82992E+03
 2.99628E+03	 1.82792E+03
 2.99830E+03	 1.82590E+03
 3.00033E+03	 1.82918E+03
 3.00236E+03	 1.83394E+03
 3.00438E+03	 1.83802E+03
 3.00640E+03	 1.83522E+03
 3.00843E+03	 1.82814E+03
 3.01045E+03	 1.83192E+03
 3.01247E+03	 1.82998E+03
 3.01449E+03	 1.83784E+03
 3.01651E+03	 1.83928E+03
 3.01854E+03	 1.83746E+03
 3.02056E+03	 1.84062E+03
 3.02257E+03	 1.84358E+03
 3.02459E+03	 1.83854E+03
 3.02661E+03	 1.83960E+03
 3.02863E+03	 1.84930E+03
 3.03065E+03	 1.84874E+03
 3.03266E+03	 1.84696E+03
 3.03468E+03	 1.84890E+03
 3.03669E+03	 1.84814E+03
 3.03871E+03	 1.85108E+03
 3.04072E+03	 1.84678E+03
 3.04274E+03	 1.85140E+03
 3.04475E+03	 1.85382E+03
 3.04676E+03	 1.85662E+03
 3.04878E+03	 1.85130E+03
 3.05079E+03	 1.85676E+03
 3.05280E+03	 1.86112E+03
 3.05481E+03	 1.85552E+03
 3.05682E+03	 1.84504E+03
 3.05883E+03	 1.85746E+03
 3.06084E+03	 1.85766E+03
 3.06285E+03	 1.85300E+03
 3.06486E+03	 1.85300E+03
 3.06686E+03	 1.85824E+03
 3.06887E+03	 1.85702E+03
 3.07088E+03	 1.85928E+03
 3.07288E+03	 1.85908E+03
 3.07489E+03	 1.85988E+03
 3.07689E+03	 1.86664E+03
 3.07890E+03	 1.86298E+03
 3.08090E+03	 1.86470E+03
 3.08290E+03	 1.85624E+03
 3.08490E+03	 1.86736E+03
 3.08691E+03	 1.86176E+03
 3.08891E+03	 1.86502E+03
 3.09091E+03	 1.86258E+03
 3.09291E+03	 1.86152E+03
 3.09491E+03	 1.85898E+03
 3.09691E+03	 1.87036E+03
 3.09891E+03	 1.86656E+03
 3.10090E+03	 1.86940E+03
 3.10290E+03	 1.86732E+03
 3.10490E+03	 1.87592E+03
 3.10690E+03	 1.86410E+03
 3.10889E+03	 1.86224E+03
 3.11089E+03	 1.86842E+03
 3.11288E+03	 1.85752E+03
 3.11488E+03	 1.86496E+03
 3.11687E+03	 1.86944E+03
 3.11886E+03	 1.86712E+03
 3.12086E+03	 1.86510E+03
 3.12285E+03	 1.86978E+03
 3.12484E+03	 1.86478E+03
 3.12683E+03	 1.86862E+03
 3.12882E+03	 1.86574E+03
 3.13081E+03	 1.87078E+03
 3.13280E+03	 1.87692E+03
 3.13479E+03	 1.87070E+03
 3.13678E+03	 1.87182E+03
 3.13877E+03	 1.86904E+03
 3.14075E+03	 1.86732E+03
 3.14274E+03	 1.87268E+03
 3.14473E+03	 1.87480E+03
 3.14671E+03	 1.87642E+03
 3.14870E+03	 1.86600E+03
 3.15068E+03	 1.87034E+03
 3.15267E+03	 1.86990E+03
 3.15465E+03	 1.86820E+03
 3.15663E+03	 1.87442E+03
 3.15862E+03	 1.87182E+03
 3.16060E+03	 1.88388E+03
 3.16258E+03	 1.87624E+03
 3.16456E+03	 1.87512E+03
 3.16654E+03	 1.87320E+03
 3.16852E+03	 1.87344E+03
 3.17050E+03	 1.88148E+03
 3.17248E+03	 1.87618E+03
 3.17446E+03	 1.87442E+03
 3.17643E+03	 1.87358E+03
 3.17841E+03	 1.88538E+03
 3.18039E+03	 1.88216E+03
 3.18236E+03	 1.88208E+03
 3.18434E+03	 1.87948E+03
 3.18632E+03	 1.88328E+03
 3.18829E+03	 1.88372E+03
 3.19026E+03	 1.88722E+03
 3.19224E+03	 1.89250E+03
 3.19421E+03	 1.88226E+03
 3.19618E+03	 1.88242E+03
 3.19815E+03	 1.89188E+03
 3.20013E+03	 1.88776E+03
 3.20210E+03	 1.89570E+03
 3.20407E+03	 1.89346E+03
 3.20604E+03	 1.89588E+03
 3.20801E+03	 1.89382E+03
 3.20998E+03	 1.90086E+03
 3.21194E+03	 1.90452E+03
 3.21391E+03	 1.90248E+03
 3.21588E+03	 1.90308E+03
 3.21784E+03	 1.90944E+03
 3.21981E+03	 1.90224E+03
 3.22178E+03	 1.90314E+03
 3.22374E+03	 1.90782E+03
 3.22571E+03	 1.90496E+03
 3.22767E+03	 1.90666E+03
 3.22963E+03	 1.90254E+03
 3.23160E+03	 1.90922E+03
 3.23356E+03	 1.90554E+03
 3.23552E+03	 1.91566E+03
 3.23748E+03	 1.91276E+03
 3.23944E+03	 1.91458E+03
 3.24140E+03	 1.90618E+03
 3.24336E+03	 1.90488E+03
 3.24532E+03	 1.90768E+03
 3.24728E+03	 1.91130E+03
 3.24924E+03	 1.91112E+03
 3.25120E+03	 1.91530E+03
 3.25315E+03	 1.91740E+03
 3.25511E+03	 1.91846E+03
 3.25707E+03	 1.91382E+03
 3.25902E+03	 1.91438E+03
 3.26098E+03	 1.91620E+03
 3.26293E+03	 1.91634E+03
 3.26489E+03	 1.91930E+03
 3.26684E+03	 1.91630E+03
 3.26879E+03	 1.91504E+03
 3.27075E+03	 1.91014E+03
 3.27270E+03	 1.92644E+03
 3.27465E+03	 1.91836E+03
 3.27660E+03	 1.91766E+03
 3.27855E+03	 1.91932E+03
 3.28050E+03	 1.92174E+03
 3.28245E+03	 1.91972E+03
 3.28440E+03	 1.91596E+03
 3.28635E+03	 1.91560E+03
 3.28829E+03	 1.92712E+03
 3.29024E+03	 1.92258E+03
 3.29219E+03	 1.91808E+03
 3.29413E+03	 1.91970E+03
 3.29608E+03	 1.91718E+03
 3.29803E+03	 1.91896E+03
 3.29997E+03	 1.92454E+03
 3.30191E+03	 1.92054E+03
 3.30386E+03	 1.92156E+03
 3.30580E+03	 1.91776E+03
 3.30774E+03	 1.92150E+03
 3.30969E+03	 1.92710E+03
 3.31163E+03	 1.91864E+03
 3.31357E+03	 1.91508E+03
 3.31551E+03	 1.92708E+03
 3.31745E+03	 1.92748E+03
 3.31939E+03	 1.92218E+03
 3.32133E+03	 1.92426E+03
 3.32327E+03	 1.91798E+03
 3.32520E+03	 1.92990E+03
 3.32714E+03	 1.92654E+03
 3.32908E+03	 1.92812E+03
 3.33102E+03	 1.92636E+03
 3.33295E+03	 1.92788E+03
 3.33489E+03	 1.92854E+03
 3.33682E+03	 1.93654E+03
 3.33876E+03	 1.92960E+03
 3.34069E+03	 1.93482E+03
 3.34262E+03	 1.93380E+03
 3.34456E+03	 1.92766E+03
 3.34649E+03	 1.93180E+03
 3.34842E+03	 1.93404E+03
 3.35035E+03	 1.93692E+03
 3.35228E+03	 1.93056E+03
 3.35421E+03	 1.93876E+03
 3.35614E+03	 1.93732E+03
 3.35807E+03	 1.94246E+03
 3.36000E+03	 1.94376E+03
 3.36193E+03	 1.94262E+03
 3.36386E+03	 1.94198E+03
 3.36578E+03	 1.94302E+03
 3.36771E+03	 1.93924E+03
 3.36964E+03	 1.95286E+03
 3.37156E+03	 1.94566E+03
 3.37349E+03	 1.94356E+03
 3.37541E+03	 1.95294E+03
 3.37734E+03	 1.94774E+03
 3.37926E+03	 1.95180E+03
 3.38118E+03	 1.95170E+03
 3.38311E+03	 1.94852E+03
 3.38503E+03	 1.95648E+03
 3.38695E+03	 1.96604E+03
 3.38887E+03	 1.95718E+03
 3.39079E+03	 1.95026E+03
 3.39271E+03	 1.96938E+03
 3.39463E+03	 1.95988E+03
 3.39655E+03	 1.96444E+03
 3.39847E+03	 1.96200E+03
 3.40039E+03	 1.96838E+03
 3.40231E+03	 1.96864E+03
 3.40422E+03	 1.96198E+03
 3.40614E+03	 1.96850E+03
 3.40806E+03	 1.96676E+03
 3.40997E+03	 1.96704E+03
 3.41189E+03	 1.97094E+03
 3.41380E+03	 1.97010E+03
 3.41571E+03	 1.96930E+03
 3.41763E+03	 1.96908E+03
 3.41954E+03	 1.97182E+03
 3.42145E+03	 1.97726E+03
 3.42337E+03	 1.97764E+03
 3.42528E+03	 1.97020E+03
 3.42719E+03	 1.97430E+03
 3.42910E+03	 1.97262E+03
 3.43101E+03	 1.96768E+03
 3.43292E+03	 1.96940E+03
 3.43483E+03	 1.97316E+03
 3.43674E+03	 1.97518E+03
 3.43864E+03	 1.97510E+03
 3.44055E+03	 1.97250E+03
 3.44246E+03	 1.97360E+03
 3.44437E+03	 1.96906E+03
 3.44627E+03	 1.96802E+03
 3.44818E+03	 1.97468E+03
 3.45008E+03	 1.97722E+03
 3.45199E+03	 1.97626E+03
 3.45389E+03	 1.97784E+03
 3.45579E+03	 1.97658E+03
 3.45770E+03	 1.98004E+03
 3.45960E+03	 1.97746E+03
 3.46150E+03	 1.97662E+03
 3.46340E+03	 1.97870E+03
 3.46530E+03	 1.97564E+03
 3.46721E+03	 1.98130E+03
 3.46911E+03	 1.98418E+03
 3.47101E+03	 1.97974E+03
 3.47290E+03	 1.97662E+03
 3.47480E+03	 1.98232E+03
 3.47670E+03	 1.98220E+03
 3.47860E+03	 1.98708E+03
 3.48050E+03	 1.98720E+03
 3.48239E+03	 1.98480E+03
 3.48429E+03	 1.98334E+03
 3.48618E+03	 1.99084E+03
 3.48808E+03	 1.99316E+03
 3.48997E+03	 1.99450E+03
 3.49187E+03	 1.98256E+03
 3.49376E+03	 1.98616E+03
 3.49565E+03	 1.97992E+03
 3.49755E+03	 1.99416E+03
 3.49944E+03	 1.99608E+03
 3.50133E+03	 1.98728E+03
