//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Ne 300 2,5dpa anneal.wip
GraphName = REFEL Ne 300 2,5dpa-1200  5mins--Spectrum--037--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5713.80000002328
PositionY = 10044.0000000233
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Ne 300 2,5dpa-1200  5mins--Spectrum--037--Spec.Data 1
 1.83293E+03	 1.54266E+03
 1.83529E+03	 1.54184E+03
 1.83765E+03	 1.54772E+03
 1.84001E+03	 1.54370E+03
 1.84237E+03	 1.54048E+03
 1.84473E+03	 1.54202E+03
 1.84709E+03	 1.54228E+03
 1.84944E+03	 1.54292E+03
 1.85180E+03	 1.54658E+03
 1.85416E+03	 1.54750E+03
 1.85651E+03	 1.54336E+03
 1.85886E+03	 1.54446E+03
 1.86122E+03	 1.54346E+03
 1.86357E+03	 1.54786E+03
 1.86592E+03	 1.54724E+03
 1.86827E+03	 1.54440E+03
 1.87062E+03	 1.54960E+03
 1.87297E+03	 1.55426E+03
 1.87532E+03	 1.55330E+03
 1.87767E+03	 1.55262E+03
 1.88002E+03	 1.54826E+03
 1.88236E+03	 1.55016E+03
 1.88471E+03	 1.55068E+03
 1.88705E+03	 1.55056E+03
 1.88940E+03	 1.55384E+03
 1.89174E+03	 1.55130E+03
 1.89409E+03	 1.55502E+03
 1.89643E+03	 1.55426E+03
 1.89877E+03	 1.55700E+03
 1.90111E+03	 1.55542E+03
 1.90345E+03	 1.55782E+03
 1.90579E+03	 1.55528E+03
 1.90813E+03	 1.55744E+03
 1.91047E+03	 1.55700E+03
 1.91281E+03	 1.56314E+03
 1.91514E+03	 1.56036E+03
 1.91748E+03	 1.55862E+03
 1.91981E+03	 1.56108E+03
 1.92215E+03	 1.55826E+03
 1.92448E+03	 1.56364E+03
 1.92682E+03	 1.56110E+03
 1.92915E+03	 1.56036E+03
 1.93148E+03	 1.55826E+03
 1.93381E+03	 1.55738E+03
 1.93614E+03	 1.55612E+03
 1.93847E+03	 1.56094E+03
 1.94080E+03	 1.56110E+03
 1.94313E+03	 1.56102E+03
 1.94546E+03	 1.56292E+03
 1.94778E+03	 1.55990E+03
 1.95011E+03	 1.55858E+03
 1.95244E+03	 1.55646E+03
 1.95476E+03	 1.55332E+03
 1.95709E+03	 1.55856E+03
 1.95941E+03	 1.56572E+03
 1.96173E+03	 1.55512E+03
 1.96405E+03	 1.55940E+03
 1.96638E+03	 1.56116E+03
 1.96870E+03	 1.56212E+03
 1.97102E+03	 1.56050E+03
 1.97334E+03	 1.55964E+03
 1.97566E+03	 1.56188E+03
 1.97797E+03	 1.55860E+03
 1.98029E+03	 1.56762E+03
 1.98261E+03	 1.56276E+03
 1.98492E+03	 1.56524E+03
 1.98724E+03	 1.57036E+03
 1.98955E+03	 1.56652E+03
 1.99187E+03	 1.56834E+03
 1.99418E+03	 1.56130E+03
 1.99649E+03	 1.56556E+03
 1.99880E+03	 1.56656E+03
 2.00112E+03	 1.57204E+03
 2.00343E+03	 1.56810E+03
 2.00574E+03	 1.57440E+03
 2.00804E+03	 1.57214E+03
 2.01035E+03	 1.57032E+03
 2.01266E+03	 1.57314E+03
 2.01497E+03	 1.57108E+03
 2.01727E+03	 1.57076E+03
 2.01958E+03	 1.57080E+03
 2.02188E+03	 1.57368E+03
 2.02419E+03	 1.57560E+03
 2.02649E+03	 1.57034E+03
 2.02880E+03	 1.57676E+03
 2.03110E+03	 1.57568E+03
 2.03340E+03	 1.57964E+03
 2.03570E+03	 1.57582E+03
 2.03800E+03	 1.57962E+03
 2.04030E+03	 1.57830E+03
 2.04260E+03	 1.57272E+03
 2.04490E+03	 1.58038E+03
 2.04719E+03	 1.58536E+03
 2.04949E+03	 1.57388E+03
 2.05179E+03	 1.57762E+03
 2.05408E+03	 1.58284E+03
 2.05638E+03	 1.57836E+03
 2.05867E+03	 1.57898E+03
 2.06096E+03	 1.57624E+03
 2.06326E+03	 1.57736E+03
 2.06555E+03	 1.57478E+03
 2.06784E+03	 1.57500E+03
 2.07013E+03	 1.58060E+03
 2.07242E+03	 1.58468E+03
 2.07471E+03	 1.58206E+03
 2.07700E+03	 1.58232E+03
 2.07929E+03	 1.57700E+03
 2.08157E+03	 1.57582E+03
 2.08386E+03	 1.57776E+03
 2.08615E+03	 1.57520E+03
 2.08843E+03	 1.58038E+03
 2.09072E+03	 1.58002E+03
 2.09300E+03	 1.58276E+03
 2.09528E+03	 1.58252E+03
 2.09756E+03	 1.58366E+03
 2.09985E+03	 1.58042E+03
 2.10213E+03	 1.58082E+03
 2.10441E+03	 1.58556E+03
 2.10669E+03	 1.58534E+03
 2.10897E+03	 1.58600E+03
 2.11125E+03	 1.58512E+03
 2.11352E+03	 1.58306E+03
 2.11580E+03	 1.59514E+03
 2.11808E+03	 1.58622E+03
 2.12035E+03	 1.58640E+03
 2.12263E+03	 1.59062E+03
 2.12490E+03	 1.58734E+03
 2.12718E+03	 1.59130E+03
 2.12945E+03	 1.58738E+03
 2.13172E+03	 1.59336E+03
 2.13399E+03	 1.59042E+03
 2.13626E+03	 1.59122E+03
 2.13853E+03	 1.58830E+03
 2.14080E+03	 1.59628E+03
 2.14307E+03	 1.59340E+03
 2.14534E+03	 1.59346E+03
 2.14761E+03	 1.59252E+03
 2.14988E+03	 1.59372E+03
 2.15214E+03	 1.59464E+03
 2.15441E+03	 1.59748E+03
 2.15667E+03	 1.59478E+03
 2.15894E+03	 1.59974E+03
 2.16120E+03	 1.59114E+03
 2.16346E+03	 1.59738E+03
 2.16573E+03	 1.59812E+03
 2.16799E+03	 1.59750E+03
 2.17025E+03	 1.60130E+03
 2.17251E+03	 1.60784E+03
 2.17477E+03	 1.60222E+03
 2.17703E+03	 1.60210E+03
 2.17929E+03	 1.59766E+03
 2.18154E+03	 1.60124E+03
 2.18380E+03	 1.59972E+03
 2.18606E+03	 1.60082E+03
 2.18831E+03	 1.60418E+03
 2.19057E+03	 1.59898E+03
 2.19282E+03	 1.59886E+03
 2.19508E+03	 1.60424E+03
 2.19733E+03	 1.60534E+03
 2.19958E+03	 1.60582E+03
 2.20183E+03	 1.60506E+03
 2.20409E+03	 1.60706E+03
 2.20634E+03	 1.59962E+03
 2.20859E+03	 1.60972E+03
 2.21083E+03	 1.60232E+03
 2.21308E+03	 1.60922E+03
 2.21533E+03	 1.60848E+03
 2.21758E+03	 1.59968E+03
 2.21982E+03	 1.60702E+03
 2.22207E+03	 1.60508E+03
 2.22432E+03	 1.60542E+03
 2.22656E+03	 1.60810E+03
 2.22880E+03	 1.60620E+03
 2.23105E+03	 1.60452E+03
 2.23329E+03	 1.61102E+03
 2.23553E+03	 1.60742E+03
 2.23777E+03	 1.60644E+03
 2.24001E+03	 1.60636E+03
 2.24225E+03	 1.61210E+03
 2.24449E+03	 1.60720E+03
 2.24673E+03	 1.61316E+03
 2.24897E+03	 1.61340E+03
 2.25121E+03	 1.61432E+03
 2.25344E+03	 1.61406E+03
 2.25568E+03	 1.61246E+03
 2.25791E+03	 1.61486E+03
 2.26015E+03	 1.61320E+03
 2.26238E+03	 1.61740E+03
 2.26462E+03	 1.61620E+03
 2.26685E+03	 1.62016E+03
 2.26908E+03	 1.61812E+03
 2.27131E+03	 1.61886E+03
 2.27354E+03	 1.61538E+03
 2.27577E+03	 1.62112E+03
 2.27800E+03	 1.61948E+03
 2.28023E+03	 1.61804E+03
 2.28246E+03	 1.62144E+03
 2.28469E+03	 1.62576E+03
 2.28692E+03	 1.62126E+03
 2.28914E+03	 1.62690E+03
 2.29137E+03	 1.62302E+03
 2.29359E+03	 1.62376E+03
 2.29582E+03	 1.62480E+03
 2.29804E+03	 1.62864E+03
 2.30026E+03	 1.62020E+03
 2.30249E+03	 1.62522E+03
 2.30471E+03	 1.62124E+03
 2.30693E+03	 1.62918E+03
 2.30915E+03	 1.62316E+03
 2.31137E+03	 1.62566E+03
 2.31359E+03	 1.62490E+03
 2.31581E+03	 1.63058E+03
 2.31802E+03	 1.62702E+03
 2.32024E+03	 1.62612E+03
 2.32246E+03	 1.62814E+03
 2.32467E+03	 1.62304E+03
 2.32689E+03	 1.62326E+03
 2.32910E+03	 1.63370E+03
 2.33132E+03	 1.63026E+03
 2.33353E+03	 1.62906E+03
 2.33574E+03	 1.62844E+03
 2.33796E+03	 1.63268E+03
 2.34017E+03	 1.62816E+03
 2.34238E+03	 1.62910E+03
 2.34459E+03	 1.63472E+03
 2.34680E+03	 1.63270E+03
 2.34901E+03	 1.63304E+03
 2.35121E+03	 1.63306E+03
 2.35342E+03	 1.63764E+03
 2.35563E+03	 1.63938E+03
 2.35784E+03	 1.63736E+03
 2.36004E+03	 1.63730E+03
 2.36225E+03	 1.63732E+03
 2.36445E+03	 1.63306E+03
 2.36665E+03	 1.63980E+03
 2.36886E+03	 1.63864E+03
 2.37106E+03	 1.63524E+03
 2.37326E+03	 1.64238E+03
 2.37546E+03	 1.64138E+03
 2.37766E+03	 1.64044E+03
 2.37986E+03	 1.64264E+03
 2.38206E+03	 1.63834E+03
 2.38426E+03	 1.64190E+03
 2.38646E+03	 1.64194E+03
 2.38866E+03	 1.63890E+03
 2.39085E+03	 1.64324E+03
 2.39305E+03	 1.64852E+03
 2.39525E+03	 1.64612E+03
 2.39744E+03	 1.64578E+03
 2.39963E+03	 1.64230E+03
 2.40183E+03	 1.64614E+03
 2.40402E+03	 1.64390E+03
 2.40621E+03	 1.64132E+03
 2.40841E+03	 1.64392E+03
 2.41060E+03	 1.64506E+03
 2.41279E+03	 1.64578E+03
 2.41498E+03	 1.64944E+03
 2.41717E+03	 1.64744E+03
 2.41935E+03	 1.65096E+03
 2.42154E+03	 1.64924E+03
 2.42373E+03	 1.65456E+03
 2.42592E+03	 1.65026E+03
 2.42810E+03	 1.64914E+03
 2.43029E+03	 1.65162E+03
 2.43247E+03	 1.64886E+03
 2.43466E+03	 1.64998E+03
 2.43684E+03	 1.65572E+03
 2.43902E+03	 1.64598E+03
 2.44121E+03	 1.65446E+03
 2.44339E+03	 1.65554E+03
 2.44557E+03	 1.65852E+03
 2.44775E+03	 1.65286E+03
 2.44993E+03	 1.65240E+03
 2.45211E+03	 1.65662E+03
 2.45429E+03	 1.65728E+03
 2.45646E+03	 1.65890E+03
 2.45864E+03	 1.65776E+03
 2.46082E+03	 1.66152E+03
 2.46299E+03	 1.65840E+03
 2.46517E+03	 1.66404E+03
 2.46734E+03	 1.65676E+03
 2.46952E+03	 1.66154E+03
 2.47169E+03	 1.65766E+03
 2.47386E+03	 1.66286E+03
 2.47604E+03	 1.66622E+03
 2.47821E+03	 1.66244E+03
 2.48038E+03	 1.66522E+03
 2.48255E+03	 1.66432E+03
 2.48472E+03	 1.67440E+03
 2.48689E+03	 1.67102E+03
 2.48906E+03	 1.67136E+03
 2.49123E+03	 1.67388E+03
 2.49339E+03	 1.67106E+03
 2.49556E+03	 1.67044E+03
 2.49773E+03	 1.67352E+03
 2.49989E+03	 1.67944E+03
 2.50206E+03	 1.67868E+03
 2.50422E+03	 1.67718E+03
 2.50638E+03	 1.67698E+03
 2.50855E+03	 1.67364E+03
 2.51071E+03	 1.67962E+03
 2.51287E+03	 1.67958E+03
 2.51503E+03	 1.67520E+03
 2.51719E+03	 1.67922E+03
 2.51935E+03	 1.67316E+03
 2.52151E+03	 1.68346E+03
 2.52367E+03	 1.68304E+03
 2.52583E+03	 1.67920E+03
 2.52799E+03	 1.67968E+03
 2.53014E+03	 1.68574E+03
 2.53230E+03	 1.67944E+03
 2.53445E+03	 1.68042E+03
 2.53661E+03	 1.68018E+03
 2.53876E+03	 1.68614E+03
 2.54092E+03	 1.68200E+03
 2.54307E+03	 1.68442E+03
 2.54522E+03	 1.68350E+03
 2.54738E+03	 1.68864E+03
 2.54953E+03	 1.68982E+03
 2.55168E+03	 1.68446E+03
 2.55383E+03	 1.69046E+03
 2.55598E+03	 1.68784E+03
 2.55813E+03	 1.68572E+03
 2.56027E+03	 1.69040E+03
 2.56242E+03	 1.69102E+03
 2.56457E+03	 1.68932E+03
 2.56671E+03	 1.68964E+03
 2.56886E+03	 1.68826E+03
 2.57101E+03	 1.68926E+03
 2.57315E+03	 1.69220E+03
 2.57529E+03	 1.69580E+03
 2.57744E+03	 1.69262E+03
 2.57958E+03	 1.69520E+03
 2.58172E+03	 1.68964E+03
 2.58386E+03	 1.69280E+03
 2.58601E+03	 1.69222E+03
 2.58815E+03	 1.69274E+03
 2.59029E+03	 1.69478E+03
 2.59242E+03	 1.69860E+03
 2.59456E+03	 1.69894E+03
 2.59670E+03	 1.69438E+03
 2.59884E+03	 1.69500E+03
 2.60097E+03	 1.69924E+03
 2.60311E+03	 1.70200E+03
 2.60525E+03	 1.70168E+03
 2.60738E+03	 1.70228E+03
 2.60952E+03	 1.69650E+03
 2.61165E+03	 1.69746E+03
 2.61378E+03	 1.70094E+03
 2.61591E+03	 1.70262E+03
 2.61805E+03	 1.70942E+03
 2.62018E+03	 1.70828E+03
 2.62231E+03	 1.70198E+03
 2.62444E+03	 1.69804E+03
 2.62657E+03	 1.70614E+03
 2.62870E+03	 1.70704E+03
 2.63082E+03	 1.70992E+03
 2.63295E+03	 1.70428E+03
 2.63508E+03	 1.70796E+03
 2.63721E+03	 1.71028E+03
 2.63933E+03	 1.71528E+03
 2.64146E+03	 1.71004E+03
 2.64358E+03	 1.70856E+03
 2.64571E+03	 1.71496E+03
 2.64783E+03	 1.70992E+03
 2.64995E+03	 1.71410E+03
 2.65207E+03	 1.71102E+03
 2.65420E+03	 1.71770E+03
 2.65632E+03	 1.71754E+03
 2.65844E+03	 1.71830E+03
 2.66056E+03	 1.72178E+03
 2.66268E+03	 1.71984E+03
 2.66480E+03	 1.72120E+03
 2.66691E+03	 1.71812E+03
 2.66903E+03	 1.71746E+03
 2.67115E+03	 1.72126E+03
 2.67326E+03	 1.72084E+03
 2.67538E+03	 1.72594E+03
 2.67749E+03	 1.72198E+03
 2.67961E+03	 1.72040E+03
 2.68172E+03	 1.72540E+03
 2.68384E+03	 1.72288E+03
 2.68595E+03	 1.73054E+03
 2.68806E+03	 1.73156E+03
 2.69017E+03	 1.73058E+03
 2.69228E+03	 1.72916E+03
 2.69439E+03	 1.72390E+03
 2.69650E+03	 1.72394E+03
 2.69861E+03	 1.73634E+03
 2.70072E+03	 1.73520E+03
 2.70283E+03	 1.72460E+03
 2.70494E+03	 1.73562E+03
 2.70704E+03	 1.72818E+03
 2.70915E+03	 1.72974E+03
 2.71126E+03	 1.73200E+03
 2.71336E+03	 1.73564E+03
 2.71546E+03	 1.73704E+03
 2.71757E+03	 1.73576E+03
 2.71967E+03	 1.74190E+03
 2.72177E+03	 1.74096E+03
 2.72388E+03	 1.73352E+03
 2.72598E+03	 1.74662E+03
 2.72808E+03	 1.74994E+03
 2.73018E+03	 1.73970E+03
 2.73228E+03	 1.74316E+03
 2.73438E+03	 1.74442E+03
 2.73648E+03	 1.74060E+03
 2.73857E+03	 1.74206E+03
 2.74067E+03	 1.75004E+03
 2.74277E+03	 1.74664E+03
 2.74486E+03	 1.75094E+03
 2.74696E+03	 1.74452E+03
 2.74905E+03	 1.74770E+03
 2.75115E+03	 1.75110E+03
 2.75324E+03	 1.74416E+03
 2.75534E+03	 1.74548E+03
 2.75743E+03	 1.74308E+03
 2.75952E+03	 1.74576E+03
 2.76161E+03	 1.75208E+03
 2.76370E+03	 1.74876E+03
 2.76579E+03	 1.75020E+03
 2.76788E+03	 1.75436E+03
 2.76997E+03	 1.74702E+03
 2.77206E+03	 1.74918E+03
 2.77415E+03	 1.74950E+03
 2.77624E+03	 1.75800E+03
 2.77832E+03	 1.75362E+03
 2.78041E+03	 1.75216E+03
 2.78250E+03	 1.75172E+03
 2.78458E+03	 1.75756E+03
 2.78666E+03	 1.75156E+03
 2.78875E+03	 1.75602E+03
 2.79083E+03	 1.75592E+03
 2.79291E+03	 1.75344E+03
 2.79500E+03	 1.75634E+03
 2.79708E+03	 1.75676E+03
 2.79916E+03	 1.75394E+03
 2.80124E+03	 1.76324E+03
 2.80332E+03	 1.75730E+03
 2.80540E+03	 1.75250E+03
 2.80748E+03	 1.75716E+03
 2.80956E+03	 1.75422E+03
 2.81163E+03	 1.75210E+03
 2.81371E+03	 1.75456E+03
 2.81579E+03	 1.76126E+03
 2.81786E+03	 1.75648E+03
 2.81994E+03	 1.76016E+03
 2.82201E+03	 1.75702E+03
 2.82409E+03	 1.75998E+03
 2.82616E+03	 1.76396E+03
 2.82823E+03	 1.76306E+03
 2.83031E+03	 1.76400E+03
 2.83238E+03	 1.76130E+03
 2.83445E+03	 1.76804E+03
 2.83652E+03	 1.76756E+03
 2.83859E+03	 1.76324E+03
 2.84066E+03	 1.77178E+03
 2.84273E+03	 1.76540E+03
 2.84480E+03	 1.77132E+03
 2.84686E+03	 1.76954E+03
 2.84893E+03	 1.77088E+03
 2.85100E+03	 1.77212E+03
 2.85306E+03	 1.77392E+03
 2.85513E+03	 1.76764E+03
 2.85719E+03	 1.76906E+03
 2.85926E+03	 1.77278E+03
 2.86132E+03	 1.78014E+03
 2.86339E+03	 1.77474E+03
 2.86545E+03	 1.77762E+03
 2.86751E+03	 1.77414E+03
 2.86957E+03	 1.78070E+03
 2.87163E+03	 1.78034E+03
 2.87369E+03	 1.77550E+03
 2.87575E+03	 1.77922E+03
 2.87781E+03	 1.77738E+03
 2.87987E+03	 1.78330E+03
 2.88193E+03	 1.78746E+03
 2.88399E+03	 1.78312E+03
 2.88604E+03	 1.78566E+03
 2.88810E+03	 1.78618E+03
 2.89015E+03	 1.78610E+03
 2.89221E+03	 1.78338E+03
 2.89426E+03	 1.78988E+03
 2.89632E+03	 1.78116E+03
 2.89837E+03	 1.79068E+03
 2.90042E+03	 1.79638E+03
 2.90248E+03	 1.78618E+03
 2.90453E+03	 1.78708E+03
 2.90658E+03	 1.79020E+03
 2.90863E+03	 1.79276E+03
 2.91068E+03	 1.78576E+03
 2.91273E+03	 1.79364E+03
 2.91478E+03	 1.78986E+03
 2.91683E+03	 1.79444E+03
 2.91888E+03	 1.79760E+03
 2.92092E+03	 1.79344E+03
 2.92297E+03	 1.80204E+03
 2.92502E+03	 1.79226E+03
 2.92706E+03	 1.80014E+03
 2.92911E+03	 1.80012E+03
 2.93115E+03	 1.79922E+03
 2.93320E+03	 1.79174E+03
 2.93524E+03	 1.79978E+03
 2.93728E+03	 1.79902E+03
 2.93932E+03	 1.79946E+03
 2.94137E+03	 1.79926E+03
 2.94341E+03	 1.80256E+03
 2.94545E+03	 1.80024E+03
 2.94749E+03	 1.79920E+03
 2.94953E+03	 1.79610E+03
 2.95157E+03	 1.80226E+03
 2.95360E+03	 1.79760E+03
 2.95564E+03	 1.79866E+03
 2.95768E+03	 1.80412E+03
 2.95971E+03	 1.80380E+03
 2.96175E+03	 1.79844E+03
 2.96379E+03	 1.80576E+03
 2.96582E+03	 1.79594E+03
 2.96786E+03	 1.80616E+03
 2.96989E+03	 1.80818E+03
 2.97192E+03	 1.80312E+03
 2.97396E+03	 1.81026E+03
 2.97599E+03	 1.80204E+03
 2.97802E+03	 1.80874E+03
 2.98005E+03	 1.80834E+03
 2.98208E+03	 1.81342E+03
 2.98411E+03	 1.81450E+03
 2.98614E+03	 1.81232E+03
 2.98817E+03	 1.80468E+03
 2.99020E+03	 1.80986E+03
 2.99223E+03	 1.80636E+03
 2.99425E+03	 1.80988E+03
 2.99628E+03	 1.81052E+03
 2.99830E+03	 1.81028E+03
 3.00033E+03	 1.81324E+03
 3.00236E+03	 1.80850E+03
 3.00438E+03	 1.81278E+03
 3.00640E+03	 1.81852E+03
 3.00843E+03	 1.81714E+03
 3.01045E+03	 1.82058E+03
 3.01247E+03	 1.81708E+03
 3.01449E+03	 1.81790E+03
 3.01651E+03	 1.82350E+03
 3.01854E+03	 1.81912E+03
 3.02056E+03	 1.81356E+03
 3.02257E+03	 1.83076E+03
 3.02459E+03	 1.82542E+03
 3.02661E+03	 1.82756E+03
 3.02863E+03	 1.82422E+03
 3.03065E+03	 1.82356E+03
 3.03266E+03	 1.82632E+03
 3.03468E+03	 1.82902E+03
 3.03669E+03	 1.83066E+03
 3.03871E+03	 1.83104E+03
 3.04072E+03	 1.82722E+03
 3.04274E+03	 1.83278E+03
 3.04475E+03	 1.83100E+03
 3.04676E+03	 1.83094E+03
 3.04878E+03	 1.84062E+03
 3.05079E+03	 1.83544E+03
 3.05280E+03	 1.83568E+03
 3.05481E+03	 1.84010E+03
 3.05682E+03	 1.83476E+03
 3.05883E+03	 1.84266E+03
 3.06084E+03	 1.84238E+03
 3.06285E+03	 1.84414E+03
 3.06486E+03	 1.83992E+03
 3.06686E+03	 1.83966E+03
 3.06887E+03	 1.84388E+03
 3.07088E+03	 1.83640E+03
 3.07288E+03	 1.83746E+03
 3.07489E+03	 1.84056E+03
 3.07689E+03	 1.84476E+03
 3.07890E+03	 1.84332E+03
 3.08090E+03	 1.83942E+03
 3.08290E+03	 1.84548E+03
 3.08490E+03	 1.84406E+03
 3.08691E+03	 1.84826E+03
 3.08891E+03	 1.84668E+03
 3.09091E+03	 1.84316E+03
 3.09291E+03	 1.84628E+03
 3.09491E+03	 1.84792E+03
 3.09691E+03	 1.84744E+03
 3.09891E+03	 1.85374E+03
 3.10090E+03	 1.84850E+03
 3.10290E+03	 1.85500E+03
 3.10490E+03	 1.84512E+03
 3.10690E+03	 1.84362E+03
 3.10889E+03	 1.84976E+03
 3.11089E+03	 1.84624E+03
 3.11288E+03	 1.84762E+03
 3.11488E+03	 1.84200E+03
 3.11687E+03	 1.84020E+03
 3.11886E+03	 1.84276E+03
 3.12086E+03	 1.85174E+03
 3.12285E+03	 1.84788E+03
 3.12484E+03	 1.84122E+03
 3.12683E+03	 1.84650E+03
 3.12882E+03	 1.84664E+03
 3.13081E+03	 1.84764E+03
 3.13280E+03	 1.85186E+03
 3.13479E+03	 1.85180E+03
 3.13678E+03	 1.85012E+03
 3.13877E+03	 1.84530E+03
 3.14075E+03	 1.85614E+03
 3.14274E+03	 1.85360E+03
 3.14473E+03	 1.85062E+03
 3.14671E+03	 1.84462E+03
 3.14870E+03	 1.84794E+03
 3.15068E+03	 1.84458E+03
 3.15267E+03	 1.85346E+03
 3.15465E+03	 1.85488E+03
 3.15663E+03	 1.85396E+03
 3.15862E+03	 1.85816E+03
 3.16060E+03	 1.85636E+03
 3.16258E+03	 1.85246E+03
 3.16456E+03	 1.85768E+03
 3.16654E+03	 1.85570E+03
 3.16852E+03	 1.85562E+03
 3.17050E+03	 1.86236E+03
 3.17248E+03	 1.85794E+03
 3.17446E+03	 1.85496E+03
 3.17643E+03	 1.85720E+03
 3.17841E+03	 1.86006E+03
 3.18039E+03	 1.86554E+03
 3.18236E+03	 1.85712E+03
 3.18434E+03	 1.86314E+03
 3.18632E+03	 1.87212E+03
 3.18829E+03	 1.86492E+03
 3.19026E+03	 1.87256E+03
 3.19224E+03	 1.87420E+03
 3.19421E+03	 1.87536E+03
 3.19618E+03	 1.86630E+03
 3.19815E+03	 1.87554E+03
 3.20013E+03	 1.86936E+03
 3.20210E+03	 1.87834E+03
 3.20407E+03	 1.87266E+03
 3.20604E+03	 1.87642E+03
 3.20801E+03	 1.87818E+03
 3.20998E+03	 1.87904E+03
 3.21194E+03	 1.88390E+03
 3.21391E+03	 1.88518E+03
 3.21588E+03	 1.88304E+03
 3.21784E+03	 1.89128E+03
 3.21981E+03	 1.88802E+03
 3.22178E+03	 1.88208E+03
 3.22374E+03	 1.88302E+03
 3.22571E+03	 1.88808E+03
 3.22767E+03	 1.88912E+03
 3.22963E+03	 1.88974E+03
 3.23160E+03	 1.89044E+03
 3.23356E+03	 1.89096E+03
 3.23552E+03	 1.88722E+03
 3.23748E+03	 1.89456E+03
 3.23944E+03	 1.89866E+03
 3.24140E+03	 1.89726E+03
 3.24336E+03	 1.88902E+03
 3.24532E+03	 1.89152E+03
 3.24728E+03	 1.89002E+03
 3.24924E+03	 1.90086E+03
 3.25120E+03	 1.89540E+03
 3.25315E+03	 1.89598E+03
 3.25511E+03	 1.89644E+03
 3.25707E+03	 1.90182E+03
 3.25902E+03	 1.89676E+03
 3.26098E+03	 1.90482E+03
 3.26293E+03	 1.89926E+03
 3.26489E+03	 1.89406E+03
 3.26684E+03	 1.90046E+03
 3.26879E+03	 1.89716E+03
 3.27075E+03	 1.89450E+03
 3.27270E+03	 1.89948E+03
 3.27465E+03	 1.90164E+03
 3.27660E+03	 1.89834E+03
 3.27855E+03	 1.89692E+03
 3.28050E+03	 1.90224E+03
 3.28245E+03	 1.90150E+03
 3.28440E+03	 1.90232E+03
 3.28635E+03	 1.89420E+03
 3.28829E+03	 1.89966E+03
 3.29024E+03	 1.90638E+03
 3.29219E+03	 1.89660E+03
 3.29413E+03	 1.90066E+03
 3.29608E+03	 1.90066E+03
 3.29803E+03	 1.90266E+03
 3.29997E+03	 1.89932E+03
 3.30191E+03	 1.89848E+03
 3.30386E+03	 1.89812E+03
 3.30580E+03	 1.90078E+03
 3.30774E+03	 1.90468E+03
 3.30969E+03	 1.90726E+03
 3.31163E+03	 1.90416E+03
 3.31357E+03	 1.89976E+03
 3.31551E+03	 1.91102E+03
 3.31745E+03	 1.89754E+03
 3.31939E+03	 1.91032E+03
 3.32133E+03	 1.90798E+03
 3.32327E+03	 1.90870E+03
 3.32520E+03	 1.91328E+03
 3.32714E+03	 1.90496E+03
 3.32908E+03	 1.90840E+03
 3.33102E+03	 1.90772E+03
 3.33295E+03	 1.91912E+03
 3.33489E+03	 1.91434E+03
 3.33682E+03	 1.91766E+03
 3.33876E+03	 1.91292E+03
 3.34069E+03	 1.91226E+03
 3.34262E+03	 1.91612E+03
 3.34456E+03	 1.91998E+03
 3.34649E+03	 1.92246E+03
 3.34842E+03	 1.92662E+03
 3.35035E+03	 1.92080E+03
 3.35228E+03	 1.91580E+03
 3.35421E+03	 1.91804E+03
 3.35614E+03	 1.91818E+03
 3.35807E+03	 1.91980E+03
 3.36000E+03	 1.92866E+03
 3.36193E+03	 1.92486E+03
 3.36386E+03	 1.92750E+03
 3.36578E+03	 1.92368E+03
 3.36771E+03	 1.92758E+03
 3.36964E+03	 1.93284E+03
 3.37156E+03	 1.92922E+03
 3.37349E+03	 1.93388E+03
 3.37541E+03	 1.93310E+03
 3.37734E+03	 1.93850E+03
 3.37926E+03	 1.93412E+03
 3.38118E+03	 1.93236E+03
 3.38311E+03	 1.93970E+03
 3.38503E+03	 1.93904E+03
 3.38695E+03	 1.94286E+03
 3.38887E+03	 1.93940E+03
 3.39079E+03	 1.93588E+03
 3.39271E+03	 1.94338E+03
 3.39463E+03	 1.94382E+03
 3.39655E+03	 1.94238E+03
 3.39847E+03	 1.94286E+03
 3.40039E+03	 1.95056E+03
 3.40231E+03	 1.94492E+03
 3.40422E+03	 1.93890E+03
 3.40614E+03	 1.95606E+03
 3.40806E+03	 1.94856E+03
 3.40997E+03	 1.95188E+03
 3.41189E+03	 1.94928E+03
 3.41380E+03	 1.95368E+03
 3.41571E+03	 1.95532E+03
 3.41763E+03	 1.94744E+03
 3.41954E+03	 1.95698E+03
 3.42145E+03	 1.95866E+03
 3.42337E+03	 1.95406E+03
 3.42528E+03	 1.95912E+03
 3.42719E+03	 1.95756E+03
 3.42910E+03	 1.95158E+03
 3.43101E+03	 1.95440E+03
 3.43292E+03	 1.95554E+03
 3.43483E+03	 1.95492E+03
 3.43674E+03	 1.95776E+03
 3.43864E+03	 1.95346E+03
 3.44055E+03	 1.96076E+03
 3.44246E+03	 1.96500E+03
 3.44437E+03	 1.94728E+03
