//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Ne 300 2,5dpa anneal.wip
GraphName = REFEL Ne 300 2,5dpa-1100 5mins--Spectrum--035--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5713.80000002328
PositionY = 10044.0000000233
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Ne 300 2,5dpa-1100 5mins--Spectrum--035--Spec.Data 1
 2.44870E+02	 1.44236E+03
 2.47742E+02	 1.44020E+03
 2.50614E+02	 1.44206E+03
 2.53484E+02	 1.44426E+03
 2.56354E+02	 1.44118E+03
 2.59222E+02	 1.44314E+03
 2.62090E+02	 1.44040E+03
 2.64956E+02	 1.44250E+03
 2.67822E+02	 1.43816E+03
 2.70687E+02	 1.44136E+03
 2.73550E+02	 1.44262E+03
 2.76413E+02	 1.44084E+03
 2.79275E+02	 1.43796E+03
 2.82135E+02	 1.43834E+03
 2.84995E+02	 1.43868E+03
 2.87854E+02	 1.43822E+03
 2.90711E+02	 1.43934E+03
 2.93568E+02	 1.43702E+03
 2.96424E+02	 1.43934E+03
 2.99279E+02	 1.43752E+03
 3.02133E+02	 1.43668E+03
 3.04986E+02	 1.43346E+03
 3.07838E+02	 1.43674E+03
 3.10689E+02	 1.43964E+03
 3.13538E+02	 1.43724E+03
 3.16387E+02	 1.43734E+03
 3.19236E+02	 1.43476E+03
 3.22083E+02	 1.43616E+03
 3.24929E+02	 1.43500E+03
 3.27774E+02	 1.43614E+03
 3.30618E+02	 1.43696E+03
 3.33461E+02	 1.43498E+03
 3.36303E+02	 1.43254E+03
 3.39145E+02	 1.43696E+03
 3.41985E+02	 1.43272E+03
 3.44824E+02	 1.43160E+03
 3.47663E+02	 1.43472E+03
 3.50500E+02	 1.43546E+03
 3.53336E+02	 1.43362E+03
 3.56172E+02	 1.43432E+03
 3.59006E+02	 1.43404E+03
 3.61840E+02	 1.43350E+03
 3.64672E+02	 1.43196E+03
 3.67504E+02	 1.43252E+03
 3.70335E+02	 1.43652E+03
 3.73164E+02	 1.43430E+03
 3.75993E+02	 1.43320E+03
 3.78821E+02	 1.43714E+03
 3.81648E+02	 1.43304E+03
 3.84473E+02	 1.43626E+03
 3.87298E+02	 1.43466E+03
 3.90122E+02	 1.43298E+03
 3.92945E+02	 1.43004E+03
 3.95767E+02	 1.43450E+03
 3.98588E+02	 1.43350E+03
 4.01408E+02	 1.43270E+03
 4.04227E+02	 1.43440E+03
 4.07046E+02	 1.43182E+03
 4.09863E+02	 1.43228E+03
 4.12679E+02	 1.43366E+03
 4.15494E+02	 1.43210E+03
 4.18309E+02	 1.43060E+03
 4.21122E+02	 1.43358E+03
 4.23935E+02	 1.43380E+03
 4.26746E+02	 1.43296E+03
 4.29557E+02	 1.43312E+03
 4.32366E+02	 1.43292E+03
 4.35175E+02	 1.43420E+03
 4.37983E+02	 1.43270E+03
 4.40790E+02	 1.43596E+03
 4.43595E+02	 1.43446E+03
 4.46400E+02	 1.43486E+03
 4.49204E+02	 1.43420E+03
 4.52007E+02	 1.43248E+03
 4.54809E+02	 1.43346E+03
 4.57610E+02	 1.43334E+03
 4.60410E+02	 1.43348E+03
 4.63210E+02	 1.43390E+03
 4.66008E+02	 1.43300E+03
 4.68805E+02	 1.43736E+03
 4.71602E+02	 1.43564E+03
 4.74397E+02	 1.43734E+03
 4.77192E+02	 1.43644E+03
 4.79985E+02	 1.43758E+03
 4.82778E+02	 1.43908E+03
 4.85569E+02	 1.44042E+03
 4.88360E+02	 1.44016E+03
 4.91150E+02	 1.43922E+03
 4.93939E+02	 1.43968E+03
 4.96727E+02	 1.44610E+03
 4.99514E+02	 1.44080E+03
 5.02300E+02	 1.44264E+03
 5.05085E+02	 1.44440E+03
 5.07869E+02	 1.44030E+03
 5.10652E+02	 1.43980E+03
 5.13435E+02	 1.44306E+03
 5.16216E+02	 1.44148E+03
 5.18996E+02	 1.44332E+03
 5.21776E+02	 1.44124E+03
 5.24554E+02	 1.44656E+03
 5.27332E+02	 1.44580E+03
 5.30109E+02	 1.44366E+03
 5.32885E+02	 1.43946E+03
 5.35659E+02	 1.44080E+03
 5.38433E+02	 1.43816E+03
 5.41206E+02	 1.44136E+03
 5.43978E+02	 1.44100E+03
 5.46750E+02	 1.44190E+03
 5.49520E+02	 1.43706E+03
 5.52289E+02	 1.43692E+03
 5.55057E+02	 1.43736E+03
 5.57825E+02	 1.43510E+03
 5.60591E+02	 1.43220E+03
 5.63357E+02	 1.43112E+03
 5.66122E+02	 1.43274E+03
 5.68885E+02	 1.43160E+03
 5.71648E+02	 1.42886E+03
 5.74410E+02	 1.42776E+03
 5.77171E+02	 1.42826E+03
 5.79931E+02	 1.42782E+03
 5.82690E+02	 1.42584E+03
 5.85448E+02	 1.42750E+03
 5.88206E+02	 1.42658E+03
 5.90962E+02	 1.42196E+03
 5.93717E+02	 1.42342E+03
 5.96472E+02	 1.42532E+03
 5.99225E+02	 1.42264E+03
 6.01978E+02	 1.42442E+03
 6.04730E+02	 1.42280E+03
 6.07481E+02	 1.42116E+03
 6.10231E+02	 1.42174E+03
 6.12980E+02	 1.42312E+03
 6.15728E+02	 1.42138E+03
 6.18475E+02	 1.41896E+03
 6.21221E+02	 1.42262E+03
 6.23967E+02	 1.42052E+03
 6.26711E+02	 1.42030E+03
 6.29454E+02	 1.42298E+03
 6.32197E+02	 1.42226E+03
 6.34939E+02	 1.42194E+03
 6.37680E+02	 1.42378E+03
 6.40419E+02	 1.42294E+03
 6.43158E+02	 1.42464E+03
 6.45896E+02	 1.42552E+03
 6.48634E+02	 1.42650E+03
 6.51370E+02	 1.42690E+03
 6.54105E+02	 1.42572E+03
 6.56840E+02	 1.42428E+03
 6.59573E+02	 1.42292E+03
 6.62306E+02	 1.42360E+03
 6.65037E+02	 1.42272E+03
 6.67768E+02	 1.42254E+03
 6.70498E+02	 1.42026E+03
 6.73227E+02	 1.42150E+03
 6.75955E+02	 1.42286E+03
 6.78682E+02	 1.42410E+03
 6.81409E+02	 1.42314E+03
 6.84134E+02	 1.42258E+03
 6.86858E+02	 1.42366E+03
 6.89582E+02	 1.42540E+03
 6.92305E+02	 1.42642E+03
 6.95026E+02	 1.42934E+03
 6.97747E+02	 1.42920E+03
 7.00467E+02	 1.42604E+03
 7.03186E+02	 1.42958E+03
 7.05905E+02	 1.43058E+03
 7.08622E+02	 1.43210E+03
 7.11338E+02	 1.43180E+03
 7.14054E+02	 1.43202E+03
 7.16768E+02	 1.43378E+03
 7.19482E+02	 1.43398E+03
 7.22195E+02	 1.43872E+03
 7.24907E+02	 1.43738E+03
 7.27618E+02	 1.43752E+03
 7.30328E+02	 1.44002E+03
 7.33037E+02	 1.44088E+03
 7.35745E+02	 1.44240E+03
 7.38453E+02	 1.44596E+03
 7.41159E+02	 1.44488E+03
 7.43865E+02	 1.44840E+03
 7.46569E+02	 1.45224E+03
 7.49273E+02	 1.45390E+03
 7.51976E+02	 1.45474E+03
 7.54678E+02	 1.45788E+03
 7.57379E+02	 1.46796E+03
 7.60080E+02	 1.46758E+03
 7.62779E+02	 1.47378E+03
 7.65478E+02	 1.46894E+03
 7.68175E+02	 1.46770E+03
 7.70872E+02	 1.46206E+03
 7.73568E+02	 1.45762E+03
 7.76263E+02	 1.45434E+03
 7.78957E+02	 1.45020E+03
 7.81650E+02	 1.44668E+03
 7.84342E+02	 1.44360E+03
 7.87034E+02	 1.43920E+03
 7.89724E+02	 1.43522E+03
 7.92414E+02	 1.43342E+03
 7.95103E+02	 1.43132E+03
 7.97791E+02	 1.43100E+03
 8.00478E+02	 1.43204E+03
 8.03164E+02	 1.42764E+03
 8.05849E+02	 1.43000E+03
 8.08533E+02	 1.43058E+03
 8.11217E+02	 1.42946E+03
 8.13899E+02	 1.43048E+03
 8.16581E+02	 1.42756E+03
 8.19262E+02	 1.43096E+03
 8.21942E+02	 1.43280E+03
 8.24621E+02	 1.43040E+03
 8.27299E+02	 1.43076E+03
 8.29977E+02	 1.43288E+03
 8.32653E+02	 1.43352E+03
 8.35329E+02	 1.43130E+03
 8.38003E+02	 1.43038E+03
 8.40677E+02	 1.42642E+03
 8.43350E+02	 1.43092E+03
 8.46022E+02	 1.43108E+03
 8.48693E+02	 1.43092E+03
 8.51364E+02	 1.43070E+03
 8.54033E+02	 1.43144E+03
 8.56702E+02	 1.43230E+03
 8.59370E+02	 1.43154E+03
 8.62036E+02	 1.43060E+03
 8.64702E+02	 1.43162E+03
 8.67367E+02	 1.43342E+03
 8.70032E+02	 1.43148E+03
 8.72695E+02	 1.43502E+03
 8.75358E+02	 1.43260E+03
 8.78019E+02	 1.43164E+03
 8.80680E+02	 1.43294E+03
 8.83340E+02	 1.43328E+03
 8.85999E+02	 1.43550E+03
 8.88657E+02	 1.43230E+03
 8.91314E+02	 1.43158E+03
 8.93971E+02	 1.43382E+03
 8.96626E+02	 1.43250E+03
 8.99281E+02	 1.43106E+03
 9.01935E+02	 1.43392E+03
 9.04588E+02	 1.43478E+03
 9.07240E+02	 1.43508E+03
 9.09891E+02	 1.43334E+03
 9.12541E+02	 1.43410E+03
 9.15191E+02	 1.43524E+03
 9.17840E+02	 1.43298E+03
 9.20487E+02	 1.43680E+03
 9.23134E+02	 1.43408E+03
 9.25780E+02	 1.43350E+03
 9.28426E+02	 1.42908E+03
 9.31070E+02	 1.43234E+03
 9.33714E+02	 1.43216E+03
 9.36356E+02	 1.42972E+03
 9.38998E+02	 1.42688E+03
 9.41639E+02	 1.42482E+03
 9.44279E+02	 1.42046E+03
 9.46918E+02	 1.42382E+03
 9.49557E+02	 1.42106E+03
 9.52194E+02	 1.42082E+03
 9.54831E+02	 1.42134E+03
 9.57466E+02	 1.42086E+03
 9.60101E+02	 1.41910E+03
 9.62735E+02	 1.42050E+03
 9.65369E+02	 1.41906E+03
 9.68001E+02	 1.41922E+03
 9.70633E+02	 1.41774E+03
 9.73263E+02	 1.41974E+03
 9.75893E+02	 1.41614E+03
 9.78522E+02	 1.41684E+03
 9.81150E+02	 1.42084E+03
 9.83777E+02	 1.41968E+03
 9.86404E+02	 1.41828E+03
 9.89029E+02	 1.41754E+03
 9.91654E+02	 1.42028E+03
 9.94278E+02	 1.41974E+03
 9.96901E+02	 1.41818E+03
 9.99523E+02	 1.42014E+03
 1.00214E+03	 1.41832E+03
 1.00477E+03	 1.41900E+03
 1.00738E+03	 1.41874E+03
 1.01000E+03	 1.41790E+03
 1.01262E+03	 1.42026E+03
 1.01524E+03	 1.41818E+03
 1.01785E+03	 1.41958E+03
 1.02047E+03	 1.41976E+03
 1.02308E+03	 1.41954E+03
 1.02570E+03	 1.41982E+03
 1.02831E+03	 1.41702E+03
 1.03092E+03	 1.41970E+03
 1.03353E+03	 1.41844E+03
 1.03614E+03	 1.42000E+03
 1.03875E+03	 1.41662E+03
 1.04136E+03	 1.42036E+03
 1.04397E+03	 1.42086E+03
 1.04658E+03	 1.41940E+03
 1.04918E+03	 1.41864E+03
 1.05179E+03	 1.42228E+03
 1.05439E+03	 1.41984E+03
 1.05700E+03	 1.41974E+03
 1.05960E+03	 1.42136E+03
 1.06220E+03	 1.42118E+03
 1.06480E+03	 1.41850E+03
 1.06740E+03	 1.41890E+03
 1.07000E+03	 1.42074E+03
 1.07260E+03	 1.42028E+03
 1.07520E+03	 1.42024E+03
 1.07780E+03	 1.41886E+03
 1.08039E+03	 1.41812E+03
 1.08299E+03	 1.41854E+03
 1.08558E+03	 1.41982E+03
 1.08818E+03	 1.42158E+03
 1.09077E+03	 1.42156E+03
 1.09336E+03	 1.42186E+03
 1.09595E+03	 1.42030E+03
 1.09854E+03	 1.42046E+03
 1.10113E+03	 1.42130E+03
 1.10372E+03	 1.42038E+03
 1.10631E+03	 1.42076E+03
 1.10890E+03	 1.42042E+03
 1.11148E+03	 1.42142E+03
 1.11407E+03	 1.42236E+03
 1.11665E+03	 1.42230E+03
 1.11924E+03	 1.42302E+03
 1.12182E+03	 1.42496E+03
 1.12440E+03	 1.42006E+03
 1.12698E+03	 1.42118E+03
 1.12956E+03	 1.42102E+03
 1.13214E+03	 1.41948E+03
 1.13472E+03	 1.42200E+03
 1.13730E+03	 1.42368E+03
 1.13987E+03	 1.42468E+03
 1.14245E+03	 1.42360E+03
 1.14503E+03	 1.41932E+03
 1.14760E+03	 1.41986E+03
 1.15017E+03	 1.42154E+03
 1.15275E+03	 1.42140E+03
 1.15532E+03	 1.42114E+03
 1.15789E+03	 1.42314E+03
 1.16046E+03	 1.42026E+03
 1.16303E+03	 1.42074E+03
 1.16560E+03	 1.42422E+03
 1.16817E+03	 1.42326E+03
 1.17074E+03	 1.42170E+03
 1.17330E+03	 1.42190E+03
 1.17587E+03	 1.42490E+03
 1.17843E+03	 1.42208E+03
 1.18100E+03	 1.42302E+03
 1.18356E+03	 1.42170E+03
 1.18612E+03	 1.42114E+03
 1.18868E+03	 1.42050E+03
 1.19124E+03	 1.42276E+03
 1.19380E+03	 1.42208E+03
 1.19636E+03	 1.42172E+03
 1.19892E+03	 1.42306E+03
 1.20148E+03	 1.42420E+03
 1.20404E+03	 1.42258E+03
 1.20659E+03	 1.42196E+03
 1.20915E+03	 1.42238E+03
 1.21170E+03	 1.42304E+03
 1.21425E+03	 1.42156E+03
 1.21681E+03	 1.42376E+03
 1.21936E+03	 1.42662E+03
 1.22191E+03	 1.42190E+03
 1.22446E+03	 1.42492E+03
 1.22701E+03	 1.42314E+03
 1.22956E+03	 1.42250E+03
 1.23210E+03	 1.42316E+03
 1.23465E+03	 1.42172E+03
 1.23720E+03	 1.42214E+03
 1.23974E+03	 1.42628E+03
 1.24229E+03	 1.42058E+03
 1.24483E+03	 1.42248E+03
 1.24737E+03	 1.42470E+03
 1.24992E+03	 1.42242E+03
 1.25246E+03	 1.42182E+03
 1.25500E+03	 1.41966E+03
 1.25754E+03	 1.42080E+03
 1.26008E+03	 1.42084E+03
 1.26261E+03	 1.42164E+03
 1.26515E+03	 1.42234E+03
 1.26769E+03	 1.42470E+03
 1.27022E+03	 1.42374E+03
 1.27276E+03	 1.42188E+03
 1.27529E+03	 1.42644E+03
 1.27783E+03	 1.42698E+03
 1.28036E+03	 1.42276E+03
 1.28289E+03	 1.42430E+03
 1.28542E+03	 1.42198E+03
 1.28795E+03	 1.42348E+03
 1.29048E+03	 1.42374E+03
 1.29301E+03	 1.42582E+03
 1.29554E+03	 1.42680E+03
 1.29806E+03	 1.42712E+03
 1.30059E+03	 1.42418E+03
 1.30311E+03	 1.42794E+03
 1.30564E+03	 1.42484E+03
 1.30816E+03	 1.42578E+03
 1.31069E+03	 1.42386E+03
 1.31321E+03	 1.42660E+03
 1.31573E+03	 1.42838E+03
 1.31825E+03	 1.42874E+03
 1.32077E+03	 1.42622E+03
 1.32329E+03	 1.42808E+03
 1.32581E+03	 1.42394E+03
 1.32832E+03	 1.42616E+03
 1.33084E+03	 1.43008E+03
 1.33336E+03	 1.42850E+03
 1.33587E+03	 1.42948E+03
 1.33838E+03	 1.42894E+03
 1.34090E+03	 1.43088E+03
 1.34341E+03	 1.42814E+03
 1.34592E+03	 1.42732E+03
 1.34843E+03	 1.42746E+03
 1.35094E+03	 1.42910E+03
 1.35345E+03	 1.42732E+03
 1.35596E+03	 1.42786E+03
 1.35847E+03	 1.42612E+03
 1.36098E+03	 1.42926E+03
 1.36348E+03	 1.42758E+03
 1.36599E+03	 1.42918E+03
 1.36849E+03	 1.42744E+03
 1.37100E+03	 1.42426E+03
 1.37350E+03	 1.42594E+03
 1.37600E+03	 1.42812E+03
 1.37850E+03	 1.42782E+03
 1.38100E+03	 1.42916E+03
 1.38350E+03	 1.42744E+03
 1.38600E+03	 1.42750E+03
 1.38850E+03	 1.42668E+03
 1.39100E+03	 1.42832E+03
 1.39350E+03	 1.42676E+03
 1.39599E+03	 1.42888E+03
 1.39849E+03	 1.42782E+03
 1.40098E+03	 1.42848E+03
 1.40348E+03	 1.42690E+03
 1.40597E+03	 1.42654E+03
 1.40846E+03	 1.42618E+03
 1.41095E+03	 1.42818E+03
 1.41344E+03	 1.42940E+03
 1.41593E+03	 1.42736E+03
 1.41842E+03	 1.42686E+03
 1.42091E+03	 1.43108E+03
 1.42340E+03	 1.43158E+03
 1.42588E+03	 1.42854E+03
 1.42837E+03	 1.42942E+03
 1.43086E+03	 1.42954E+03
 1.43334E+03	 1.42828E+03
 1.43582E+03	 1.42936E+03
 1.43831E+03	 1.42730E+03
 1.44079E+03	 1.43026E+03
 1.44327E+03	 1.43230E+03
 1.44575E+03	 1.43064E+03
 1.44823E+03	 1.43166E+03
 1.45071E+03	 1.43018E+03
 1.45319E+03	 1.42984E+03
 1.45566E+03	 1.42976E+03
 1.45814E+03	 1.43048E+03
 1.46062E+03	 1.43282E+03
 1.46309E+03	 1.42932E+03
 1.46557E+03	 1.43084E+03
 1.46804E+03	 1.42936E+03
 1.47051E+03	 1.43036E+03
 1.47298E+03	 1.43082E+03
 1.47546E+03	 1.43196E+03
 1.47793E+03	 1.42962E+03
 1.48040E+03	 1.42842E+03
 1.48286E+03	 1.42756E+03
 1.48533E+03	 1.43088E+03
 1.48780E+03	 1.42866E+03
 1.49027E+03	 1.43018E+03
 1.49273E+03	 1.43174E+03
 1.49520E+03	 1.43354E+03
 1.49766E+03	 1.43082E+03
 1.50013E+03	 1.42952E+03
 1.50259E+03	 1.43202E+03
 1.50505E+03	 1.43186E+03
 1.50751E+03	 1.43312E+03
 1.50997E+03	 1.43420E+03
 1.51243E+03	 1.43104E+03
 1.51489E+03	 1.43424E+03
 1.51735E+03	 1.42956E+03
 1.51981E+03	 1.43548E+03
 1.52226E+03	 1.43470E+03
 1.52472E+03	 1.43192E+03
 1.52718E+03	 1.43712E+03
 1.52963E+03	 1.43662E+03
 1.53208E+03	 1.43782E+03
 1.53454E+03	 1.43880E+03
 1.53699E+03	 1.43854E+03
 1.53944E+03	 1.44412E+03
 1.54189E+03	 1.44518E+03
 1.54434E+03	 1.44274E+03
 1.54679E+03	 1.44774E+03
 1.54924E+03	 1.44634E+03
 1.55169E+03	 1.44644E+03
 1.55413E+03	 1.44614E+03
 1.55658E+03	 1.44638E+03
 1.55902E+03	 1.44756E+03
 1.56147E+03	 1.44434E+03
 1.56391E+03	 1.44236E+03
 1.56636E+03	 1.44094E+03
 1.56880E+03	 1.44222E+03
 1.57124E+03	 1.43990E+03
 1.57368E+03	 1.44076E+03
 1.57612E+03	 1.43792E+03
 1.57856E+03	 1.43830E+03
 1.58100E+03	 1.43968E+03
 1.58344E+03	 1.43646E+03
 1.58587E+03	 1.43762E+03
 1.58831E+03	 1.43848E+03
 1.59074E+03	 1.43632E+03
 1.59318E+03	 1.43568E+03
 1.59561E+03	 1.43490E+03
 1.59805E+03	 1.43474E+03
 1.60048E+03	 1.43666E+03
 1.60291E+03	 1.43246E+03
 1.60534E+03	 1.43528E+03
 1.60777E+03	 1.43134E+03
 1.61020E+03	 1.43500E+03
 1.61263E+03	 1.43412E+03
 1.61506E+03	 1.43452E+03
 1.61749E+03	 1.43586E+03
 1.61991E+03	 1.43396E+03
 1.62234E+03	 1.43512E+03
 1.62476E+03	 1.43418E+03
 1.62719E+03	 1.43596E+03
 1.62961E+03	 1.43520E+03
 1.63203E+03	 1.43430E+03
 1.63446E+03	 1.43418E+03
 1.63688E+03	 1.43498E+03
 1.63930E+03	 1.43622E+03
 1.64172E+03	 1.43148E+03
 1.64414E+03	 1.43624E+03
 1.64656E+03	 1.43724E+03
 1.64897E+03	 1.43828E+03
 1.65139E+03	 1.43548E+03
 1.65381E+03	 1.43512E+03
 1.65622E+03	 1.43332E+03
 1.65864E+03	 1.43612E+03
 1.66105E+03	 1.43688E+03
 1.66346E+03	 1.43702E+03
 1.66588E+03	 1.43508E+03
 1.66829E+03	 1.44064E+03
 1.67070E+03	 1.43736E+03
 1.67311E+03	 1.43910E+03
 1.67552E+03	 1.43870E+03
 1.67793E+03	 1.43878E+03
 1.68034E+03	 1.44082E+03
 1.68274E+03	 1.43726E+03
 1.68515E+03	 1.43950E+03
 1.68756E+03	 1.43896E+03
 1.68996E+03	 1.44004E+03
 1.69236E+03	 1.43896E+03
 1.69477E+03	 1.43712E+03
 1.69717E+03	 1.43914E+03
 1.69957E+03	 1.44076E+03
 1.70197E+03	 1.43790E+03
 1.70438E+03	 1.43950E+03
 1.70678E+03	 1.44262E+03
 1.70917E+03	 1.43810E+03
 1.71157E+03	 1.43944E+03
 1.71397E+03	 1.43914E+03
 1.71637E+03	 1.43928E+03
 1.71876E+03	 1.43914E+03
 1.72116E+03	 1.43782E+03
 1.72355E+03	 1.43806E+03
 1.72595E+03	 1.43888E+03
 1.72834E+03	 1.43454E+03
 1.73073E+03	 1.43838E+03
 1.73313E+03	 1.43916E+03
 1.73552E+03	 1.43644E+03
 1.73791E+03	 1.43810E+03
 1.74030E+03	 1.43820E+03
 1.74269E+03	 1.43928E+03
 1.74507E+03	 1.43774E+03
 1.74746E+03	 1.44058E+03
 1.74985E+03	 1.43992E+03
 1.75224E+03	 1.43942E+03
 1.75462E+03	 1.44516E+03
 1.75701E+03	 1.44520E+03
 1.75939E+03	 1.43934E+03
 1.76177E+03	 1.43914E+03
 1.76415E+03	 1.44262E+03
 1.76654E+03	 1.44344E+03
 1.76892E+03	 1.44232E+03
 1.77130E+03	 1.44304E+03
 1.77368E+03	 1.44228E+03
 1.77606E+03	 1.44324E+03
 1.77843E+03	 1.44066E+03
 1.78081E+03	 1.44156E+03
 1.78319E+03	 1.44038E+03
 1.78556E+03	 1.44156E+03
 1.78794E+03	 1.44274E+03
 1.79031E+03	 1.43886E+03
 1.79269E+03	 1.44426E+03
 1.79506E+03	 1.44534E+03
 1.79743E+03	 1.44044E+03
 1.79981E+03	 1.44042E+03
 1.80218E+03	 1.44168E+03
 1.80455E+03	 1.44284E+03
 1.80692E+03	 1.44244E+03
 1.80928E+03	 1.44024E+03
 1.81165E+03	 1.44370E+03
 1.81402E+03	 1.44180E+03
 1.81639E+03	 1.44206E+03
 1.81875E+03	 1.44078E+03
 1.82112E+03	 1.44084E+03
 1.82348E+03	 1.43942E+03
 1.82585E+03	 1.44486E+03
 1.82821E+03	 1.44244E+03
 1.83057E+03	 1.44062E+03
 1.83293E+03	 1.44434E+03
 1.83529E+03	 1.43964E+03
 1.83765E+03	 1.44270E+03
 1.84001E+03	 1.44470E+03
 1.84237E+03	 1.44268E+03
 1.84473E+03	 1.44154E+03
 1.84709E+03	 1.44370E+03
 1.84944E+03	 1.44460E+03
 1.85180E+03	 1.44372E+03
 1.85416E+03	 1.44426E+03
 1.85651E+03	 1.44588E+03
 1.85886E+03	 1.44464E+03
 1.86122E+03	 1.44474E+03
 1.86357E+03	 1.44274E+03
 1.86592E+03	 1.44620E+03
 1.86827E+03	 1.44716E+03
 1.87062E+03	 1.44598E+03
 1.87297E+03	 1.44626E+03
 1.87532E+03	 1.44670E+03
 1.87767E+03	 1.44570E+03
 1.88002E+03	 1.44788E+03
 1.88236E+03	 1.44662E+03
 1.88471E+03	 1.44764E+03
 1.88705E+03	 1.44850E+03
 1.88940E+03	 1.45164E+03
 1.89174E+03	 1.45040E+03
 1.89409E+03	 1.44706E+03
 1.89643E+03	 1.44626E+03
 1.89877E+03	 1.44758E+03
 1.90111E+03	 1.45044E+03
 1.90345E+03	 1.44840E+03
 1.90579E+03	 1.45186E+03
 1.90813E+03	 1.45436E+03
 1.91047E+03	 1.45132E+03
 1.91281E+03	 1.45164E+03
 1.91514E+03	 1.45094E+03
 1.91748E+03	 1.45100E+03
 1.91981E+03	 1.44980E+03
 1.92215E+03	 1.45236E+03
 1.92448E+03	 1.44922E+03
 1.92682E+03	 1.45092E+03
 1.92915E+03	 1.45130E+03
 1.93148E+03	 1.44792E+03
 1.93381E+03	 1.45300E+03
 1.93614E+03	 1.44982E+03
 1.93847E+03	 1.44908E+03
 1.94080E+03	 1.45124E+03
 1.94313E+03	 1.45122E+03
 1.94546E+03	 1.45048E+03
 1.94778E+03	 1.45218E+03
 1.95011E+03	 1.45334E+03
 1.95244E+03	 1.45222E+03
 1.95476E+03	 1.44834E+03
 1.95709E+03	 1.44872E+03
 1.95941E+03	 1.45124E+03
 1.96173E+03	 1.44816E+03
 1.96405E+03	 1.45154E+03
 1.96638E+03	 1.45376E+03
 1.96870E+03	 1.45110E+03
 1.97102E+03	 1.44746E+03
