Raman Shift (cm-1),Fitted Intensity
150.119141,0.0712498809312367
152.046875,0.07126356764923697
153.974609,0.07127740322066416
155.900391,0.07129137578551582
157.828125,0.07130551609955176
159.753906,0.0713197979990039
161.679688,0.07133423827197391
163.603516,0.07134882460296096
165.529297,0.07136358925972845
167.453125,0.07137850499685955
169.376953,0.07139358946458743
171.300781,0.07140884548612692
173.222656,0.07142426019565583
175.146484,0.07143986787418843
177.068359,0.07145563984992648
178.990234,0.07147159496167851
180.910156,0.07148771986857363
182.832031,0.07150405060575182
184.751953,0.07152055728507027
186.671875,0.07153725978374906
188.591797,0.07155416156222612
190.511719,0.07157126616516847
192.429688,0.07158855950865742
194.347656,0.07160606258891535
196.265625,0.07162377922605914
198.183594,0.07164171330792966
200.099609,0.07165985021889161
202.015625,0.07167821221201456
203.933594,0.07169682253435954
205.847656,0.07171562826600686
207.763672,0.07173469103890422
209.677734,0.07175397648330141
211.59375,0.07177352861122574
213.507812,0.07179331229565462
215.419922,0.07181333165519702
217.333984,0.07183363256519015
219.246094,0.07185417874850646
221.158203,0.07187499602810664
223.070312,0.0718960898235243
224.982422,0.0719174657042612
226.892578,0.07193910708516711
228.802734,0.07196104152061057
230.712891,0.07198327504278457
232.623047,0.07200581382023788
234.533203,0.07202866423398105
236.441406,0.07205180898459948
238.349609,0.07207527799866421
240.257812,0.07209907819742224
242.166016,0.07212321671966841
244.072266,0.07214767564054884
245.980469,0.07217251264298208
247.886719,0.07219768465796837
249.791016,0.0722231985676882
251.697266,0.07224911494619345
253.601562,0.0722753891611113
255.507812,0.07230208389557582
257.412109,0.07232915346461853
259.314453,0.07235660592415798
261.21875,0.07238450723880932
263.121094,0.07241281007364396
265.023438,0.07244155303560103
266.925781,0.07247074665474422
268.828125,0.07250040185767381
270.728516,0.07253049871364994
272.628906,0.0725610790188134
274.529297,0.07259215480714973
276.429688,0.07262373847746645
278.330078,0.07265584285860299
280.228516,0.07268844745966646
282.126953,0.0727215986936579
284.025391,0.0727553108087369
285.923828,0.0727895984943515
287.822266,0.0728244770468029
289.71875,0.07285992542710357
291.615234,0.07289599558352974
293.511719,0.07293270450213642
295.40625,0.07297003092839682
297.302734,0.07300807009988883
299.197266,0.07304676262965647
