Raman Shift (cm-1),Fitted Intensity
170.89098012548493,0.266987615564003
173.77006778237046,0.2823547161647225
176.68293717714914,0.2986757205587295
179.59489550712533,0.31573657400197497
182.50594319967058,0.33348896583670834
185.38144153980102,0.35164660588035646
188.29068006676243,0.37056725689947384
191.19900923170644,0.38993824345669437
194.07182265961455,0.40940888076704246
196.97834519226308,0.42931842801488296
199.8839596359394,0.4492871174710055
202.75409191031576,0.4689183485165097
205.65790225025557,0.48851310473409343
208.5608057718964,0.5076501740371882
211.42826064439942,0.5259231618155299
214.32936258615155,0.5435797151202052
217.22955897789507,0.5602008099948971
220.09434019320543,0.5754203910771963
222.9927375242005,0.589424246702703
225.89023057112718,0.6018506255100706
228.75234186693342,0.612428308391467
231.64803836756255,0.6212785440726527
234.54283184768065,0.6281512919988549
237.4022769547155,0.6329155839379721
240.2952763983085,0.6356285981241419
243.18737408261222,0.6361916855956038
246.04415672466348,0.6346377092743283
248.93446287752522,0.6309603875633861
251.82386852998388,0.6252263520263335
254.67799242389083,0.6176268962445909
257.565609045334,0.6080915753807357
260.41796602711474,0.5969802482501545
263.3037952786035,0.5841791310061428
266.18872612093764,0.5699831338613269
269.0384305290536,0.554764706148352
271.9215764941182,0.5383454189141649
274.8038253026716,0.5210954764649435
277.65088083558294,0.5034242265839737
280.5313472549242,0.4850935026997754
283.37664243438485,0.46671750540982926
286.2553281173605,0.44802425340173874
289.13311872473423,0.4293941944212499
291.97577117291803,0.41119103404988255
294.85178352428557,0.393105657373391
297.6926797004962,0.3756803759127922
300.5669154435891,0.3585924609686078
303.44025818556474,0.34213646588452956
306.2785177554506,0.3265613308513905
309.150086361853,0.3115417327420152
311.98659372863403,0.29747069859770214
314.85638984211255,0.28403238188394153
317.69114662786524,0.27155834495728415
320.55917188903913,0.2597497979000781
323.42630704161274,0.2487550880324242
326.25843576130865,0.23867688899165876
329.1238025236089,0.2292526853821214
331.9541847135806,0.22068312714448196
334.8177847211591,0.2127343402764939
337.6464219965019,0.2055664818654855
340.5082568828984,0.19897602531704112
343.3351508567066,0.1930891586432475
346.1952222534492,0.18773309641112085
349.0203745368344,0.1830057833060979
351.8786840734356,0.17876461069298163
354.7361080202609,0.17504267929746475
357.55864557949826,0.17185046401210397
360.4143101115624,0.16908843968013934
363.23511000427607,0.16680254124533558
366.08901674608205,0.16492012414696666
368.90808057645336,0.1634713544155979
371.7602311504961,0.16240916824434254
374.57756052071636,0.16174962914376798
377.42795654749716,0.16147027866747365
380.2435530577968,0.1615740940057619
383.0921961558306,0.1620626967927815
385.90606140446107,0.16292641478315442
388.7529531902692,0.16419094513552215
391.56508877352826,0.16583385128614922
394.41023086164205,0.1679054407693899
397.2206383738594,0.17036982451857693
400.0640323768239,0.17330296014123373
402.8727134103756,0.1766541729786176
405.71436093876036,0.180526521261312
408.5213170840616,0.18485244992534872
411.36121974646085,0.1897638164670722
414.16645259197685,0.19517318059375655
417.00461199500205,0.20124290571403025
419.8081231272481,0.2078615987619567
422.6107791472823,0.21513181871856568
425.446331879084,0.22318809370832954
428.2472685572284,0.23187300386039836
431.0810820327788,0.24142954037070938
433.88030095069917,0.2516610727572101
436.71237676973396,0.2628420039849702
439.5098795071426,0.2747287060614215
442.3402192674366,0.28762414634406097
445.1360074021177,0.3012296984739509
447.930943955329,0.3156926531562657
450.75868780728706,0.33119046935916935
453.5519121161087,0.34732923374302643
456.3779238904244,0.36445801957073354
459.1694375278166,0.38211420546215263
461.99371881542174,0.40065057499544804
464.7835233524238,0.41953675241146254
467.5724790401364,0.43888372369833
470.39417274803054,0.4588066445480599
473.18142168360646,0.4786890732974255
476.00138886887726,0.49884922806557774
478.7869326185464,0.5186342083826174
481.60517486533354,0.5383325704043083
484.3890149934232,0.5572805920528983
487.17200899273666,0.5755161879778213
489.9876719528438,0.5930403767487669
492.76896466880135,0.6092342692337658
495.5829066375736,0.6242892778383583
498.3624996297294,0.6376617063127403
501.14124842855017,0.6493702843630372
503.9526170105346,0.659372461763212
506.7296684166504,0.6673011351538854
509.505876786945,0.6731846622558304
512.3146755106209,0.6769815549307404
515.0891888150436,0.6785575577698771
517.8962728359329,0.6779383414041632
520.6690926264382,0.6751585690472384
523.4410713071484,0.6702748296179003
526.2455913408958,0.6632724279361928
529.0158788274384,0.6544272198983188
531.785326356061,0.6438006433197916
534.5872859139781,0.6313898536437277
537.3550445639485,0.6176636017928884
540.1219644057746,0.6026684930113343
542.9213669927594,0.5863990602010146
545.686600267225,0.5694433229774237
548.4509958812232,0.5518129201769202
551.2478449957853,0.5334835007279982
554.0105563494981,0.5150825067082941
556.805701690384,0.49635044664618805
559.5667303225964,0.47790167448712045
562.3269232040038,0.4596656103864582
565.0862807140293,0.44177845285187867
567.8780333537688,0.4241529783390598
570.6357112050464,0.40731186397586044
573.3925548263542,0.39112693820622996
576.1817644509756,0.37548456319750606
578.9369307080196,0.3608097152464313
581.6912638744288,0.3469488461971061
584.4779339570123,0.33377392810580736
587.2305920494691,0.32161043689113133
589.9824181885451,0.3102976458437615
592.7665521958479,0.29970688869258305
595.5167055471175,0.29007529870856347
598.2660280801974,0.2812511457037222
601.0145201715131,0.2732096227759389
603.7952814999189,0.26583978297977
606.5421038421155,0.2592876073940342
609.2880968749887,0.25343131892813153
612.0663301881068,0.24818355733103156
614.8106557483188,0.24364201227383503
617.554153129593,0.23971607063305891
620.2968227067649,0.23638531723465633
623.0716940541533,0.23360442837924583
625.8126991844802,0.2314297039725778
628.552877638358,0.2298218196304159
631.2922297897167,0.22878648925335524
