Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,200.54955217928583,55.74533398035389,7.204571275761633,0.1200151234057795
2,voigt,275.54745269598186,163.75882027432056,11.357771809361164,0.06177871064578588
3,voigt,527.65332840738,74.31382854973286,38.90422163383579,0.3949894824672446
4,voigt,543.4181856857282,11.804668059292936,1.552768500882174,0.09643770111998518
5,voigt,578.5901564753299,1.6389680991724707,0.4690869982041512,0.07442622322063645
6,voigt,648.1832028656253,24.453510301930258,4.564257932251419,0.13806084140605537
7,gauss,757.8489927330728,77.20406673321246,43.33793537318211,0.5272875407769331
8,lorentz,772.0757168332281,33.7016677037603,19.42010450782683,0.3649806365040586
9,lorentz,784.1916570503778,2.002492393676862,0.20795710322306368,0.06465465892134836
10,lorentz,712.0929425434981,2.0051507661606953,0.4339612293662321,0.08792475461245759
11,voigt,830.1099158161393,21.030083228183887,4.340985020213119,0.1525338876995482
12,voigt,908.0309470845488,10.241508439765317,1.8429211324953871,0.13019530429940945
13,voigt,922.3695059526109,12.016529691608774,3.564776270663869,0.2160058645906125
14,gauss,874.7410032941589,92.96795150239184,36.51139707154807,0.36889795488344806
15,voigt,935.0308500416592,1.637592366035675,0.5697375380096235,0.08976468412174841
16,gauss,1152.205700062201,210.6964053636831,9.233776192820088,0.04116975427851453
17,lorentz,1381.437281592661,197.31961707519244,36.69507791462056,0.11838839742289453
18,lorentz,1573.2580741340212,130.8782655259271,20.006333724729252,0.09731102500713952
