Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,pvoigt,480.9214208347373,128.2591442078807,37.11586055542751,0.4157568710874549
2,pvoigt,538.3648183840442,84.59277184989983,20.60347901255042,0.3499254604279005
3,pvoigt,750.0000000000001,162.61172858173143,18.64219357189452,0.16470750387417116
4,pvoigt,849.9480504148976,360.12906460867464,121.88174143145069,0.4862377986596073
5,pvoigt,1426.8489449846365,295.22629453482034,181.97595612320737,0.8855788035470875
