Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,pvoigt,473.4023299240202,135.0417237268111,25.733521537899517,0.2737785933979919
2,pvoigt,537.4864783527977,153.78130233583437,47.70390330557096,0.44567535627820865
3,pvoigt,761.3068142213298,217.5115609783302,41.233502642134845,0.27235548239493895
4,pvoigt,865.6499772746686,360.12906460867464,103.04414616118737,0.41108666651562636
5,pvoigt,1430.097391741802,287.5201541572024,204.4454301024577,1.0215916947163628
