Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1.1,gaussian,869.9999999999999,210.67948909327245,21.926582490015207,0.8182236194609762
2,gaussian,1404.4984042416327,61.74853002309478,0.5278833821967432,0.06721012276123789
3,gaussian,1626.0367947095372,2.366221279123735,7.258305672370971e-07,2.411588585792314e-06
