Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,242.0310233881903,120.43811722901799,26.791159080097728,0.19999999999999998
2,voigt,241.74132770428142,120.44640694574326,26.77381213272341,0.2
3,voigt,241.7484440770875,120.438466341543,26.772889311921947,0.19999999999999998
4,voigt,514.4035038726353,114.40325278212643,29.869760921875063,0.19999999999999998
5,voigt,515.2221292895679,114.42996654030307,59.751007862088166,0.4
6,voigt,672.2483161063604,16.20826481492199,2.414346497652152,0.10999217255259798
7,lorentz,769.3258467998197,41.387107813813934,22.620855819642745,0.34728226497000364
8,lorentz,793.75836468192,15.499243250094915,3.837290789847158,0.15613823076141115
9,lorentz,832.9425191335606,197.30027227037962,178.8137158893222,0.5769334517425582
10,gauss,732.6287811713503,74.5276275494557,23.04847127570875,0.2905158331813119
11,voigt,844.8006330645323,28.387032544093696,2.908916354613113,0.07569572582669434
12,voigt,932.2054737867102,163.35267042651088,3.3141177853281125e-10,1.5472613646443191e-12
13,voigt,932.709453703819,42.51832302811944,12.664813480104149,0.2209576085168193
14,gauss,886.5552212053303,46.99701107308821,11.427083208661466,0.228140202256466
15,voigt,896.1063072740169,59.46226079894382,0.07968804673712562,0.000998812529621239
16,gauss,1212.3257262183288,107.59225210627335,6.3898446616481515,0.05578921522234054
17,lorentz,1384.7747479568882,196.458818560893,61.719358112383155,0.1999846520992965
18,lorentz,1384.935010669409,196.30995721914965,61.67259194262071,0.19997837100675628
19,lorentz,1448.247868019242,199.9216903923428,57.31737061063835,0.182513862600047
20,lorentz,1448.2505750525086,199.92151998554252,57.23100898826192,0.18223906804011297
