Wavenumber (cm^-1),Intensity (a.u.)
3206.437863,1374.57
3208.406444,1374.47
3210.374528,1374.87
3212.342115,1372.47
3214.309205,1373.5
3216.275799,1373.43
3218.241897,1374.67
3220.207498,1375.53
3222.172604,1374.13
3224.161465,1373.6
3226.125573,1374.5
3228.089186,1372.87
3230.052303,1374.9
3232.014926,1373.27
3233.977054,1374.57
3235.938687,1373.6
3237.899825,1373.23
3239.86047,1370.93
3241.82062,1372.57
3243.780276,1372.23
3245.763623,1373.97
3247.722286,1373.07
3249.680456,1372.87
3251.638133,1372.27
3253.595316,1374.2
3255.552007,1375.33
3257.508206,1375.4
3259.463912,1375.1
3261.419125,1373.03
3263.373847,1374.07
3265.328077,1373.33
3267.281815,1373.87
3269.235062,1375.33
3271.187818,1375.27
3273.164181,1372.4
3275.115948,1373.83
3277.067225,1373.97
3279.018011,1375.67
3280.968307,1375.43
3282.918113,1373.8
3284.867429,1373.7
3286.816255,1372.03
3288.764591,1371.7
3290.712438,1375.47
3292.659795,1372.87
3294.606664,1373.27
3296.553044,1372.93
3298.498935,1373.5
3300.444337,1372
3302.389252,1370.73
3304.333678,1370.73
3306.277616,1372.97
3308.221066,1372.2
3310.188013,1372.47
3312.130482,1371.47
3314.072464,1373.67
3316.01396,1373.57
3317.954968,1372
3319.895489,1372.37
3321.835524,1371.8
3323.775073,1372.17
3325.714136,1374.1
3327.652713,1373.7
3329.590804,1373.37
3331.528409,1371.3
3333.465529,1371.97
3335.402164,1372.3
3337.338314,1372.03
3339.273979,1370.53
3341.209159,1370.83
3343.143855,1371.87
3345.078066,1372.3
3347.011794,1373.9
3348.945037,1372.03
3350.877797,1371.63
3352.810073,1372.37
3354.741866,1373.93
3356.673175,1372.83
3358.604002,1372.97
3360.534346,1369.67
3362.464207,1372.93
3364.393585,1372.13
3366.322482,1370.33
3368.250896,1369.53
3370.178828,1373.2
3372.106278,1370.83
3374.033247,1375.43
3375.959735,1372.77
3377.885741,1372.9
3379.811266,1370.3
3381.73631,1371.13
3383.660874,1371.23
3385.584957,1372
3387.50856,1373.67
3389.431683,1371.1
3391.354326,1371.53
3393.276489,1372.9
3395.198172,1371.8
3397.119376,1373.47
3399.040101,1371.97
3400.960347,1371.53
3402.880113,1371.93
3404.799402,1371.2
3406.718211,1373.87
3408.636542,1373.17
3410.554395,1373.33
3412.471771,1372.57
3414.388668,1372.2
3416.305088,1372.4
3418.22103,1370.43
3420.136495,1372.87
3422.051483,1372.67
3423.965993,1370
3425.880028,1370.77
3427.793585,1371.17
3429.706667,1371
3431.619272,1369.77
3433.531401,1370.1
3435.443054,1371.43
3437.354231,1372.23
3439.241347,1370.87
3441.15158,1371.33
3443.061337,1372.87
3444.97062,1371.13
3446.879428,1371.43
3448.787761,1372.5
3450.695619,1369.9
3452.603004,1370.53
3454.509914,1372.67
3456.416351,1373.03
3458.322313,1372.1
3460.227802,1369.9
3462.132818,1370.3
3464.037361,1371.8
3465.94143,1373.17
3467.845027,1371.43
3469.748151,1372.77
3471.650803,1371.93
3473.552982,1369.73
3475.454689,1371.17
3477.332455,1370.2
3479.233224,1371.83
3481.133522,1370.4
3483.033348,1370.33
3484.932703,1368.2
3486.831587,1370.17
3488.73,1372.4
3490.627942,1370.83
3492.525413,1371.4
3494.422415,1372.67
3496.318946,1373.17
3498.215007,1371.4
3500.110598,1369
3502.005719,1368.3
3503.876983,1368.07
3505.771171,1369.37
3507.664891,1373.2
3509.558141,1370.33
3511.450922,1371.3
3513.343235,1370.07
3515.235079,1370.83
3517.126455,1371.7
3519.017363,1370.27
3520.907803,1371.3
3522.797775,1369.5
3524.687279,1368.07
3526.552998,1370.47
3528.441574,1371.37
3530.329682,1370.73
3532.217324,1370.43
3534.104499,1371.17
3535.991207,1369.77
3537.877449,1369.37
3539.763225,1370.4
3541.648534,1369.17
3543.533378,1369.1
3545.394495,1370.57
3547.278413,1371.13
3549.161866,1372.63
3551.044854,1371.43
3552.927377,1369.73
3554.809435,1369.3
3556.691028,1371.67
3558.572157,1370.83
3560.452821,1371.47
3562.309812,1373
3564.189554,1369.27
3566.068832,1370.97
3567.947647,1370.2
3569.825998,1373.5
3571.703886,1371.07
3573.581311,1371.3
3575.458272,1368.6
3577.334771,1370.6
3579.18765,1370.87
3581.063229,1368.57
3582.938347,1370.87
3584.813002,1369.7
3586.687195,1368.67
3588.560927,1372.43
3590.434197,1370.63
3592.283887,1373
3594.15624,1371.4
3596.028132,1370.3
3597.899563,1368.37
3599.770533,1367.87
3601.641043,1372.33
3603.511092,1369.13
3605.380682,1370.9
3607.226738,1370.57
3609.095413,1368.47
3610.963628,1370.03
3612.831383,1369.03
3614.69868,1369.37
3616.565517,1370.07
3618.431894,1369.97
3620.27478,1370.7
3622.140246,1369.57
3624.005254,1370.13
3625.869803,1368.83
3627.733894,1372.3
3629.597527,1370.2
3631.460702,1370.73
3633.300425,1369.5
3635.162691,1371.2
3637.024499,1370.8
3638.88585,1368.7
3640.746744,1371.17
3642.607181,1368.07
3644.444201,1369.03
3646.303731,1368
3648.162804,1369.23
3650.021421,1369.57
3651.879582,1369.4
3653.737287,1370.83
3655.57161,1368.03
3657.42841,1368.37
3659.284754,1368.93
3661.140643,1368.7
3662.996077,1368.47
3664.851056,1371.17
3666.682688,1369.33
3668.536764,1369.5
3670.390385,1368.5
3672.243552,1370
3674.096265,1370.53
3675.948524,1370.4
3677.777471,1368.93
3679.628828,1368.17
3681.479733,1369.97
3683.330184,1368.8
3685.180182,1366.47
3687.006896,1366.23
3688.855994,1370.47
3690.70464,1368.93
3692.552833,1368.43
3694.400574,1370.8
3696.247863,1370.47
3698.071903,1369.87
3699.918294,1369.83
3701.764234,1367.13
3703.609722,1370.3
3705.454759,1370.23
3707.276575,1369.73
3709.120716,1370.43
3710.964406,1369.13
3712.807646,1368.5
3714.650435,1370.73
3716.470032,1369.3
3718.311926,1366.4
3720.153371,1367.83
3721.994366,1367.43
3723.834911,1368
3725.652292,1367.2
3727.491945,1368.33
3729.331148,1370.57
3731.169902,1368.17
3733.008208,1368.3
3734.823378,1367.97
3736.660792,1368.43
3738.497758,1368.4
3740.334276,1367.4
3742.147682,1369.73
3743.983309,1367.9
3745.81849,1368.87
3747.653222,1367.3
3749.487508,1369.47
3751.298709,1366.83
3753.132106,1368.27
3754.965057,1369.2
3756.79756,1369.5
3758.607002,1368.4
3760.438619,1368.63
3762.269789,1367.5
3764.100514,1368.03
3765.930792,1369.1
3767.738037,1368.33
3769.56743,1367.2
3771.396378,1368.83
3773.224881,1368.33
3775.030373,1368.83
3776.857991,1368.6
3778.685165,1369.4
3780.511894,1366.53
3782.338179,1368.33
3784.141481,1368.6
3785.966883,1368.07
3787.791841,1367.9
3789.616356,1366.87
3791.41791,1368.33
3793.241543,1368.77
3795.064733,1368.97
3796.88748,1368.53
3798.68729,1368.7
3800.509157,1366.63
3802.330581,1368.27
3804.151563,1368.77
3805.949629,1369.57
3807.769732,1368.4
3809.589393,1367
3811.408613,1367.97
3813.204939,1368.43
3815.023281,1368.87
3816.841182,1369.07
3818.658641,1368.63
