Raman Shift (cm-1),Processed Intensity
170.89098012548493,0.03830867603676258
173.77006778237046,0.0647403432743633
176.68293717714914,0.053902075746347006
179.59489550712533,0.05879984254330029
182.50594319967058,0.09176565720596748
185.38144153980102,0.06898136708407057
188.29068006676243,0.05973251949185259
191.19900923170644,0.06637239479276061
194.07182265961455,0.0734446237866166
196.97834519226308,0.08421671378628233
199.8839596359394,0.08078614274490223
202.75409191031576,0.06871748099982877
205.65790225025557,0.07451475717398982
208.5608057718964,0.07054267120741572
211.42826064439942,0.06957686667218027
214.32936258615155,0.0716984042937549
217.22955897789507,0.07780936912645522
220.09434019320543,0.056096727039713835
222.9927375242005,0.03507585331485989
225.89023057112718,0.02780292557400751
228.75234186693342,0.04657025868260908
231.64803836756255,0.046078435391879564
234.54283184768065,0.04769033062229363
237.4022769547155,0.03297041925803273
240.2952763983085,0.05196266112843227
243.18737408261222,0.05280233987256247
246.04415672466348,0.09007848135545135
248.93446287752522,0.0721938977579264
251.82386852998388,0.07384078139897608
254.67799242389083,0.07813865857277755
257.565609045334,0.08442575610947564
260.41796602711474,0.07792349709054498
263.3037952786035,0.1157060425241406
266.18872612093764,0.09647958244316908
269.0384305290536,0.11422548117734387
271.9215764941182,0.11928360278161398
274.8038253026716,0.10144963782803988
277.65088083558294,0.11824424639139695
280.5313472549242,0.09623413204598404
283.37664243438485,0.10892925064805457
286.2553281173605,0.0728058893643066
289.13311872473423,0.07838075588022453
291.97577117291803,0.0725178802689386
294.85178352428557,0.05597879678967873
297.6926797004962,0.07521565189688541
300.5669154435891,0.059417604969102714
303.44025818556474,0.0752023182688255
306.2785177554506,0.07116712531766144
309.150086361853,0.07994698279205653
311.98659372863403,0.07672936757962841
314.85638984211255,0.0697138689842275
317.69114662786524,0.06909731287063049
320.55917188903913,0.07207159800219361
323.42630704161274,0.0656065574325886
326.25843576130865,0.04999835172916343
329.1238025236089,0.03339420347103032
331.9541847135806,0.0423246915825321
334.8177847211591,0.06766139485430774
337.6464219965019,0.05906391036848269
340.5082568828984,0.04768628613362728
343.3351508567066,0.035243239036003564
346.1952222534492,0.03981728207861985
349.0203745368344,0.04347903491980605
351.8786840734356,0.024333157569029044
354.7361080202609,0.030552727658791697
357.55864557949826,0.03927464543924775
360.4143101115624,0.03520189321694959
363.23511000427607,0.04739066274469581
366.08901674608205,0.04117896843872293
368.90808057645336,0.03797973794863823
371.7602311504961,0.03844495160156211
374.57756052071636,0.04854755728792754
377.42795654749716,0.032248528097412084
380.2435530577968,0.04589429490406553
383.0921961558306,0.029418117409458853
385.90606140446107,0.05305331445488354
388.7529531902692,0.04496105482564824
391.56508877352826,0.022530823589678017
394.41023086164205,0.07217617724040501
397.2206383738594,0.05339092775369803
400.0640323768239,0.02647159961220163
402.8727134103756,0.04970338274961555
405.71436093876036,0.057819411576520104
408.5213170840616,0.04706295681425613
411.36121974646085,0.04972744968968681
414.16645259197685,0.05143180543008904
417.00461199500205,0.06579242580793626
419.8081231272481,0.039113991773111395
422.6107791472823,0.06674577580097593
425.446331879084,0.05467307607723408
428.2472685572284,0.04645656932837573
431.0810820327788,0.05362188987689017
433.88030095069917,0.0559297136142264
436.71237676973396,0.04676371318862514
439.5098795071426,0.044282703599921196
442.3402192674366,0.06261006145927167
445.1360074021177,0.05602816272849334
447.930943955329,0.0732065917080535
450.75868780728706,0.041302776971072076
453.5519121161087,0.07654745616020121
456.3779238904244,0.0447210998450651
459.1694375278166,0.04579912919981034
461.99371881542174,0.04977245091009517
464.7835233524238,0.04529728027814662
467.5724790401364,0.03573969453503294
470.39417274803054,0.0692326136556849
473.18142168360646,0.03985334570604382
476.00138886887726,0.050899914632506316
478.7869326185464,0.05844175242642735
481.60517486533354,0.06648282189076916
484.3890149934232,0.05292903943060098
487.17200899273666,0.07105974253438777
489.9876719528438,0.07287281138233963
492.76896466880135,0.08060930378755046
495.5829066375736,0.0829076168768971
498.3624996297294,0.06987978162456981
501.14124842855017,0.08463810567514352
503.9526170105346,0.09166468655137452
506.7296684166504,0.10492120326911086
509.505876786945,0.12473950695155599
512.3146755106209,0.10454317540594132
515.0891888150436,0.10232327138993193
517.8962728359329,0.11277999821662991
520.6690926264382,0.09379617236311891
523.4410713071484,0.0979867906354744
526.2455913408958,0.11689199536084979
529.0158788274384,0.11580999020910233
531.785326356061,0.13459012928232633
534.5872859139781,0.13756005622261966
537.3550445639485,0.11190569656786588
540.1219644057746,0.11100557213940603
542.9213669927594,0.10937868580765499
545.686600267225,0.12231567233706535
548.4509958812232,0.12166033323533744
551.2478449957853,0.09882413157549233
554.0105563494981,0.10120268493614488
556.805701690384,0.11054862707301916
559.5667303225964,0.09234166068634124
562.3269232040038,0.09111779433775521
565.0862807140293,0.07798332707533516
567.8780333537688,0.08539629459885761
570.6357112050464,0.06128217916851889
573.3925548263542,0.06408821335989426
576.1817644509756,0.05482758747328307
578.9369307080196,0.05896064617622198
581.6912638744288,0.06114566518016113
584.4779339570123,0.07350722453225945
587.2305920494691,0.04058372627835019
589.9824181885451,0.04762595908032629
592.7665521958479,0.03643475753272856
595.5167055471175,0.03193707942186228
598.2660280801974,0.048372021752950405
601.0145201715131,0.04986451317391769
603.7952814999189,0.044155693285873654
606.5421038421155,0.062110347565036424
609.2880968749887,0.034343409285973805
612.0663301881068,0.03293125703711709
614.8106557483188,0.03564029856991516
617.554153129593,0.02287193014744667
620.2968227067649,0.024972215326846486
623.0716940541533,0.03895447670746602
625.8126991844802,0.021310867167922045
628.552877638358,0.044525025756142096
631.2922297897167,0.029406790811277467
634.0637452701958,0.05050295710350133
636.8014359932095,0.02550154214188639
639.5383015386324,0.02922975076075002
642.3073015987065,0.03734816262716062
645.0425079771339,0.04265907685847262
647.7768903008473,0.0380218481237131
650.5104489421938,0.03989623323327267
653.2431842732913,0.03309649191531888
656.0080062575216,0.06546586186325631
658.7390861754284,0.08422522195262329
661.4693439025905,0.05463899305680491
664.1987798102273,0.08688041051295407
666.9602641357596,0.07647592996523675
669.6880476268889,0.09942072070837463
672.4150104152941,0.0935882443159272
675.141152871307,0.10028073918951683
677.8993055782594,0.10045678452079637
680.6237986072192,0.11785422218685995
683.3474724178923,0.10168434781858511
686.0703273797008,0.11982448405927144
688.7923638618704,0.1396354587144647
691.5463630106569,0.1321127272708595
694.2667537902307,0.15011847068701528
696.9863272009134,0.1391688081488106
699.705083611032,0.13439994886719914
702.4230233886883,0.17989139494380693
705.1728783546314,0.1728239427575704
707.8891761429404,0.19069971129003913
710.6046584062024,0.19658952566510488
713.3193255116239,0.224381102111038
716.033177826208,0.20130511059352796
718.7462157167283,0.23857944825914348
721.491111983778,0.26566663207820645
724.2025123243511,0.25672559690694585
726.9130993442814,0.2933823598480542
729.6228734094693,0.31127581560507056
732.3318348855792,0.3449306682132716
735.0399841380749,0.37926310074618536
737.7799351068679,0.3911012064211961
740.4864512328204,0.41460957199614734
743.1921562345997,0.4446813570771415
745.8970504767931,0.4837116593129624
748.6011343237551,0.5176613206601756
751.3044081396256,0.5591427050965636
754.0394271625555,0.6041182452410576
756.741072259374,0.6046591715217233
759.4419084205874,0.652479874014038
762.1419360094733,0.7086222772346908
764.8411553890837,0.7584866757356249
767.539566922238,0.8191952998975904
770.2371709715626,0.9406114945853359
772.9339678994475,0.9837193202306994
775.6624349602753,1.0
778.3576090181923,0.9894026213851584
781.0519770449282,0.8959870969614789
783.7455394020071,0.7348118211181921
786.4382964507422,0.6330448406151259
789.1302485522319,0.5281595748442605
791.8213960673565,0.3937593267026169
794.5117393567816,0.3037855379673973
797.2012787809545,0.2645061877254162
799.922404211542,0.2175085002437926
802.6103273114531,0.1873058957224672
805.2974476305062,0.16150163132455048
807.9837655282827,0.15563821237677292
810.6692813641639,0.15631347046516741
813.3539954973021,0.12979262308326484
816.037908286642,0.1393666959580009
818.7210200909067,0.14536419112293925
821.4033312686151,0.13122348675958345
824.0848421780756,0.13763532219778157
826.7655531773598,0.14182108601947507
829.4777478409233,0.1465939053880846
832.1568504666102,0.1497417577733086
834.8351542594137,0.1409049985713721
837.5126595765614,0.14963984078645512
840.1893667750774,0.16116822594839217
842.8652762117599,0.1635148369869561
845.5403882432074,0.15601724001447564
848.2147032257963,0.14746588327578114
850.8882215157028,0.1617605386918593
853.5609434688704,0.15013354004385082
856.2328694410462,0.15668987629797912
858.9039997877626,0.17383669914088648
861.5743348643446,0.1680685429945817
864.2438750258916,0.17289093904629577
866.9126206273068,0.15604691573600116
869.5805720232747,0.16008721499040937
872.2477295682729,0.1729346028114307
874.9140936165568,0.16533868491118367
877.5796645221853,0.17444855656600836
880.2444426389957,0.16357381944312993
882.9084283206321,0.16665315619685933
885.5716219205024,0.1679148105687559
888.2340237918252,0.1873601972231181
890.8956342876045,0.1727309641276885
893.5564537606224,0.16945703356919406
896.2164825634645,0.19211269406652784
898.8757210485091,0.185178222083651
