Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,228.71827408505914,88.3739251111838,20.10958706478435,0.19999999999999998
2,voigt,278.75160206610747,86.6186668009122,21.56717940944408,0.19999999999999998
3,voigt,468.6684415493602,129.22522983252335,20.225342185426477,0.1212267567004356
4,voigt,514.3693070258134,57.993124705954116,15.45362181578133,0.19992945263150055
5,voigt,545.9054145981038,15.888456525611904,1.7915554494514687,0.0833111665948882
6,voigt,563.3629225224298,44.553562052937494,4.727310876449354,0.07901380533293469
7,voigt,670.2991309900209,37.50203496886983,5.476885829149297,0.10840796178503054
8,lorentz,760.430059015134,36.27172091881665,14.518802762472362,0.25407116345381475
9,lorentz,782.1085189407638,24.821581060765503,18.99509679285867,0.4836777313272375
10,lorentz,772.1320689509703,2.0000000000000004,0.3689771961204151,0.07148270997638105
11,gauss,750.5001679408629,105.37911649852215,46.34078401430027,0.4130501493830418
12,voigt,851.8236264806837,63.863767581215434,24.88258493884553,0.2905803872150214
13,voigt,942.218038933403,41.11821641212815,17.391817089906077,0.3134207057513272
14,voigt,904.4511515581889,62.06790244470707,26.804775596135155,0.3220293331126554
15,gauss,1069.2013570980112,210.95251089658782,14.833013162039,0.06605333108311222
16,voigt,870.8557641815212,1.637588202743254,0.1857826808327993,0.03136837033032441
17,gauss,1056.8773166108651,21.55034361391758,0.8187078721333179,0.035689359895344525
18,gauss,1251.80067805371,227.64869303658895,16.38367396693424,0.06760714927270539
19,lorentz,1362.6141544627806,110.37136893661065,17.848293255891043,0.10289710061373118
20,lorentz,1457.6795467824024,130.412116327417,31.285585555603085,0.1526886226061105
21,lorentz,1580.9846060202558,79.4313881457676,18.628477407942427,0.14925303180511992
