Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,210.23244151567005,40.00449041069233,9.678202083498983,0.19999999999999998
2,voigt,264.2922268535624,67.41077272857916,13.544776855582471,0.16002034134415755
3,voigt,511.79940668698913,33.02883210972775,11.024081489492227,0.247427060864517
4,voigt,544.798892516824,47.081026603352356,19.078680463646137,0.30242014619063656
5,voigt,594.4668919614628,66.78325464624822,11.062400400158202,0.12426658487671928
6,voigt,650.3157098983171,33.3739098090888,5.160562339421569,0.11442076811611623
7,gauss,769.6426285388662,108.55014205371721,79.39720932892669,0.6868857267637678
8,lorentz,788.1170213351587,2.0033737756712378,0.6533058969570439,0.0957144638424862
9,lorentz,831.2235109240255,2.0000000000000004,1.1271056441798126,0.14048490355363435
10,lorentz,722.4986135624316,2.000000000004126,0.43476479703765775,0.12670968302515984
11,voigt,852.8222282015395,37.37281923763802,16.435343899301348,0.3251371164615261
12,voigt,932.441098922069,17.542405432636038,6.289383228260787,0.26037892645664357
13,voigt,922.315634137855,11.74212993447802,2.183886832218371,0.1350741753280307
14,gauss,896.3155397249154,58.61780396761308,34.6362344154025,0.5550491507180443
15,voigt,765.0223702307486,2.1451062469468383,0.5769706794851799,0.15812222788787145
16,gauss,1181.7830494102102,176.552924610382,4.760090237133057,0.025326820749619606
17,lorentz,1380.3572537057184,177.4744777035613,39.32566157529984,0.14105791792148986
18,lorentz,1565.8619798163797,109.68018455328072,24.25941670662571,0.14079800135519213
