Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,202.68107131922233,93.50132745076617,9.64083399480752,0.10706642714851979
2,voigt,263.5225446407034,5.468951040389385,0.961073432795628,0.1056600425692146
3,voigt,436.81696459731876,15.513761249796593,1.3642134147052314,0.06396896520219043
4,voigt,510.0912548471584,50.71524812877736,27.098627418279445,0.39999999999999997
5,voigt,543.9821885125276,30.386553344036972,7.031254914768912,0.1718971918837065
6,voigt,581.2054958135906,1.6883674696982314,0.7439293311264288,0.12880379500084624
7,voigt,649.7226951380799,13.212261253976145,2.6708867190180836,0.1460887218580518
8,gauss,570.0000000000001,12.003910414511022,1.4273420673780481,0.10906378955591187
9,lorentz,772.4977505465193,40.84052342884887,44.86904965558129,0.6975002280937616
10,lorentz,795.4481842923952,2.0000000000000004,0.18202274333914248,0.05177100928444605
11,lorentz,744.9514691623543,52.67639490508653,28.861281468877742,0.3482100584534885
12,voigt,853.4023583536887,2.701386756640952,0.41341091056382573,0.094772827998815
13,voigt,913.7463898991122,31.981368416843836,12.424680958759565,0.2864787708440925
14,voigt,887.8876762922439,27.91122413773953,8.298395607809102,0.21951135805048713
15,gauss,845.5757991241014,55.064116058949786,15.05592622258511,0.25681703857869664
16,voigt,873.8174167787689,1.6375904870476956,0.6727730650070801,0.1374807978410285
17,lorentz,1364.3911188623692,199.9759390856825,31.453879662773346,0.10012454128049353
18,lorentz,1574.1995934557317,162.95242854618223,16.650001569533057,0.06504529720138567
