Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.99999999997976,99.99999999999983,0.09999999999999949,0.09999999999999949
2,voigt,515.0000000001552,99.99999999999996,0.39999999999999125,0.39999999999999125
3,voigt,555.0000000029443,99.9999999999993,0.1999999999999995,0.1999999999999995
4,voigt,685.0000000000001,73.19968348885274,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.4285732774594964,0.4285732774594964
6,voigt,785.3531606279348,21.02703080657092,0.11525280547813357,0.11525280547813356
7,voigt,835.9215561835725,46.42718090949417,0.18045838715998044,0.18045838715998044
8,voigt,904.1557590187017,87.99237619642133,0.38362057729961374,0.38362057729961374
9,voigt,960.5847800360418,2.221350363819403,0.08505691607236349,0.08505691607236349
10,voigt,998.5952243010553,34.43071514914724,0.14799473523908122,0.14799473523908122
11,lorentz,1341.7367373728755,159.95759750314178,74.62073292812224,0.2969736411342981
12,lorentz,1434.9999999999998,199.99999999999997,235.84992092022412,0.7506311334588645
13,lorentz,1621.361857134114,199.99999999999997,124.2153619641353,0.3953711721744764
