Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.9647349147111,99.99999999999658,0.09999999999999999,0.09999999999999999
2,voigt,515.0000000000001,99.99999999999999,0.39999999999999997,0.39999999999999997
3,voigt,555.0000000002948,99.99999999999999,0.19999999999999998,0.19999999999999998
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.36975093937224335,0.36975093937224335
6,voigt,780.9038501960318,20.111265042720703,0.08040578502378193,0.08040578502378193
7,voigt,838.3817619484554,52.89072324823034,0.294878032361526,0.294878032361526
8,voigt,885.5362735076412,29.742574827199938,0.18545834734104946,0.18545834734104946
9,voigt,933.6611768838153,33.877823056556544,0.1337681351026735,0.1337681351026735
10,voigt,1009.9999999999999,99.99999999999999,0.2836231922955588,0.2836231922955588
11,lorentz,1335.3116572620215,147.75825501560905,69.6731467677049,0.300144004356771
12,lorentz,1434.9999999999998,199.99999999999997,241.00027285810563,0.7670229749221132
13,lorentz,1609.9166502112832,199.99999999999997,124.31861260057111,0.39567744146154493
