Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,204.692223020335,114.24546959188865,11.293944004073454,0.1062701748133149
2,voigt,402.11967399845895,146.41791015905412,11.907723665190696,0.06444117458611782
3,voigt,504.4833614610961,53.77690569327408,28.69579787970388,0.3999999985018168
4,voigt,541.1095637580131,22.89634841274673,5.105132876452615,0.16522449268335582
5,voigt,571.7359483750403,4.387373441147666,0.8994938017633816,0.15030842481746093
6,voigt,558.547626998126,11.37699751594516,1.1335122378140647,0.07262084085410825
7,gauss,765.2843789900049,38.10589700032288,32.10681093135411,0.7914764315324271
8,lorentz,790.8695792768249,2.014426349865435,0.2283533362603984,0.03146401811130491
9,lorentz,644.4398711546393,2.0000000302843026,0.5948588912873857,0.07163662267819533
10,lorentz,728.9518031662418,43.86278484652534,18.479893372509164,0.26722680151425154
11,voigt,817.9136328039788,26.17315676975126,5.815279688470293,0.1630824089401742
12,voigt,936.6605853202391,1.63758857054987,0.16652390020618307,0.0526789285114945
13,voigt,920.8831889236212,19.593804974842747,5.474872768453404,0.2061267257755853
14,gauss,869.8747999922019,79.55535005561724,20.610289840800085,0.24337395500913717
15,voigt,866.0931444522789,1.6384165165178768,0.3777002506719951,0.06384522331218737
16,gauss,1179.382964319526,235.43426944753986,17.16526693683853,0.06848969756212561
17,lorentz,1430.3303460754987,199.9968710341681,35.9491750046326,0.11442835810688966
