Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,196.9511177519493,19.327714915088393,2.1388259855577942,0.08769318398880095
2,voigt,233.26890319813575,113.74984344478077,22.54660046318356,0.1822951407352739
3,voigt,421.6091059822224,4.411237661829114,0.7225717925765335,0.11601181318418308
4,voigt,515.2846520884781,28.189624011742723,5.528056118766753,0.14516275763241474
5,voigt,539.0105358037954,83.8323844527866,37.903241297808215,0.3420058105439897
6,voigt,632.8975941207988,29.775616140976982,2.7165570521195934,0.0675508420597459
7,voigt,656.5949600916774,18.953030964066638,3.787702039515539,0.14766697700924186
8,gauss,770.7438498881809,2.7645618177100375,0.4382280850184584,0.14803032369599492
9,lorentz,779.8377940535246,35.091676074274126,30.548435798615632,0.5528049756349693
10,lorentz,799.1514522526936,7.739281076630983,1.6535805456490158,0.12171674123803793
11,lorentz,755.5847539507455,48.078089131299464,29.673994241897685,0.3923660811006765
12,voigt,850.3051853660382,31.109141335614176,11.82339457986939,0.2804982448318839
13,voigt,822.934450139626,28.890836031588968,10.146397796848248,0.2590768119747481
14,voigt,922.498676199843,29.829399030018426,7.52798568519091,0.18656679454323344
15,gauss,891.353374319201,66.26949754339778,28.00588864879639,0.39700808194630904
16,voigt,729.24745108245,44.463376882963715,13.78927182242508,0.23023582397363784
17,gauss,1188.708969089872,235.47999999999996,16.515101580249265,0.0658857200902677
18,lorentz,1381.2983340440892,152.73296822180137,28.874257035094622,0.12035150381557194
19,lorentz,1568.1766624928075,174.91716497710107,33.75006027841769,0.12282879338333458
