Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,lorentz,532.6473253095453,88.34934090884836,55.51152806974764,0.39999565197548803
2,lorentz,569.2049982395797,199.93497991127234,31.405713204243803,0.09999862142318221
3,lorentz,765.7057838377443,132.31906222997722,160.35708528201044,0.7715058641300855
4,lorentz,854.2773283507436,62.67839590821271,44.991500112318825,0.4569321020981039
5,lorentz,894.9999999999999,52.64827768177919,45.83054783611301,0.5541246037398494
6,lorentz,927.5979187680747,31.26690388819472,29.468362666695192,0.598999470921249
7,lorentz,1402.049559076919,199.99999999999997,62.831853071795855,0.1999892503091264
8,lorentz,1600.0000000000002,167.4816566155881,52.61591420345755,0.1999836226781912
