Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,210.76461114671497,45.82932322316808,6.727147424660218,0.12345558693988427
2,voigt,262.3084330341003,75.1127558804836,14.439045683276797,0.1549962116966133
3,voigt,572.838653155419,84.10552916268756,15.124079954249485,0.1357246225455751
4,voigt,525.9430061339742,12.75524223210651,7.166441182088931,0.3999704828977388
5,voigt,528.419411899206,30.649622732700266,15.705741633439837,0.37933443831775404
6,voigt,669.5455265619838,9.568566903769081,1.1545015163623804,0.086260172666616
7,gauss,764.5954932072642,4.021736948367895,0.6738896223613813,0.13774001992144363
8,lorentz,784.5906437036424,45.527144867597826,28.384589840090864,0.39686291533648876
9,lorentz,801.2373297138407,2.05021231890759,0.8581032823464521,0.17205121734657983
10,lorentz,745.3594024630452,69.20201296913518,39.13619205195823,0.3595915996597958
11,voigt,843.213945405384,60.41504677907775,30.90880950864378,0.381541622143861
12,voigt,942.3542434881431,12.99017053858206,2.836473229017687,0.15952832169992812
13,voigt,927.2576680060702,22.009855881411816,4.942330253905935,0.16449358266843064
14,gauss,902.9213003718319,61.037498287840606,31.56666227248721,0.48549149726411417
15,voigt,871.0452192248682,8.057159626648103,1.1268384692054558,0.09810172938621374
16,gauss,1186.4533880317103,16.542469129721653,0.82116186489573,0.0465804278101856
17,lorentz,1388.3586026203689,199.6514169735346,43.82686027216115,0.13974851896857707
18,lorentz,1575.5547562500253,86.59477557540363,18.05705935625036,0.13272766272748923
