Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,209.82407403280874,39.325825261129076,4.392035529131638,0.09139440628273553
2,voigt,272.12666085433534,76.91791570226931,19.248470145126092,0.19999999999999998
3,voigt,423.86787366718244,160.8699816998864,13.871181570504554,0.06837238281258316
4,voigt,514.2746038559404,63.48182038161761,5.243278402489939,0.062089091381574334
5,voigt,544.6749285148526,38.1881410709687,4.804627283229978,0.09349598189860837
6,voigt,619.5161312750957,5.235295919622632,0.579705179100183,0.07611970441120366
7,voigt,681.456830777444,59.369970342856405,11.372082085436904,0.14303169409249863
8,lorentz,774.8859956210308,35.463599803791766,39.02834551518351,0.699271026375969
9,lorentz,758.3105519247196,14.09250147510371,2.7845635594432103,0.12262949673952765
10,lorentz,712.4168745393813,2.000000000530914,0.1831499655161061,0.032130662545495965
11,gauss,746.0408991419176,57.85997472623137,26.189131132790425,0.42520611452201323
12,voigt,848.2681598066005,58.08995744267662,14.141272638249314,0.18144159530595066
13,voigt,946.4887059322454,27.059919195653507,10.691234741158807,0.29228108484521237
14,voigt,923.0583188368727,25.858039779994368,4.923992805670117,0.140795668964064
15,gauss,900.8807566310678,56.61310186735659,10.57524846247814,0.1754127729381693
16,voigt,865.6646413167998,1.6379380887060848,0.22010055412563004,0.038594040909812416
17,gauss,1044.0016467024832,64.26739646711921,4.183816028640389,0.06115579510921143
18,gauss,1173.229163583809,221.90065037718978,14.733439401291756,0.06237477562377578
19,lorentz,1356.2363119589043,103.19956242200512,18.54347603422017,0.11439096024227452
20,lorentz,1464.198035152507,80.0402540764063,14.773083346483542,0.1174774028079915
21,lorentz,1572.325744267325,74.8247630836799,19.057376665848405,0.16212358747869768
