#Wave;#Intensity
1998.90625;3425.2653800000003
1997.375;3440.4663078571434
1995.841797;3400.4062500000005
1994.306641;3431.6604
1992.773438;3401.3564450000003
1991.238281;3410.3989250000004
1989.705078;3450.5869150000003
1988.169922;3417.5717778571434
1986.634766;3455.795655
1985.099609;3433.299072857143
1983.5625;3448.1606450000004
1982.027344;3401.16919
1980.490234;3390.3637700000004
1978.955078;3442.9392100000005
1977.417969;3401.808105
1975.878906;3412.773192857143
1974.341797;3391.870605
1972.804688;3409.0488278571434
1971.265625;3407.1875
1969.726562;3380.08496
1968.1875;3416.6672378571434
1966.648438;3369.3879400000005
1965.109375;3365.9831550000004
1963.570312;3382.3684078571428
1962.029297;3387.1086428571434
1960.488281;3382.925782857143
1958.947266;3407.4404300000006
1957.40625;3412.5598150000005
1955.865234;3361.471435
1954.324219;3365.8225100000004
1952.78125;3400.78125
1951.240234;3411.320312857143
1949.697266;3419.1438
1948.154297;3388.2409678571435
1946.609375;3406.905762857143
1945.066406;3374.4694828571432
1943.523438;3426.79712
1941.978516;3375.797852857143
1940.433594;3373.17334
1938.888672;3409.9985349999997
1937.34375;3453.76831
1935.798828;3420.9746099999998
1934.251953;3436.1218278571428
1932.705078;3413.0053700000003
1931.160156;3447.8520500000004
1929.613281;3478.4350578571434
1928.066406;3457.25464
1926.517578;3548.8298350000005
1924.970703;3538.066407857143
1923.421875;3543.131592857143
1921.873047;3587.554442857143
1920.324219;3575.631835
1918.775391;3537.870117857143
1917.226562;3535.603027857143
1915.677734;3554.5429700000004
1914.126953;3588.894532857143
1912.576172;3598.56543
1911.025391;3565.4606928571434
1909.474609;3577.8288578571432
1907.923828;3568.622315
1906.373047;3577.9035650000005
1904.820312;3564.079835
1903.267578;3559.1154778571436
1901.716797;3577.6289078571426
1900.162109;3591.9021000000002
1898.609375;3585.010742857143
1897.056641;3613.8916028571434
1895.501953;3552.3933100000004
1893.949219;3573.5793450000006
1892.394531;3579.765625
1890.839844;3579.0317378571435
1889.285156;3621.331055
1887.728516;3561.8139650000003
1886.173828;3609.09204
1884.617188;3582.2404778571436
1883.060547;3579.202392857143
1881.503906;3610.70996
1879.947266;3613.4230950000006
1878.390625;3598.1020500000004
1876.832031;3591.226317857143
1875.273438;3609.281737857143
1873.716797;3583.6174328571433
1872.158203;3569.8478999999998
1870.597656;3583.6799328571433
1869.039062;3594.8234878571434
1867.480469;3569.5656750000003
1865.919922;3597.944335
1864.359375;3593.75879
1862.798828;3583.831542857143
1861.238281;3567.400635
1859.677734;3608.76831
1858.115234;3595.782227857143
1856.554688;3578.2104500000005
1854.992188;3567.148192857143
1853.429688;3549.2065428571427
1851.867188;3618.827637857143
1850.302734;3545.837157857143
1848.740234;3572.6254878571435
1847.175781;3538.266357857143
1845.611328;3528.370605
1844.048828;3562.784425
1842.482422;3558.233397857143
1840.917969;3566.6650400000003
1839.353516;3567.45874
1837.787109;3534.6682128571433
1836.220703;3522.8764650000003
1834.654297;3546.1848150000005
1833.087891;3600.7580578571433
1831.521484;3564.173585
1829.955078;3552.003417857143
1828.386719;3593.5817878571434
1826.818359;3528.0585950000004
1825.25;3547.9069828571432
1823.681641;3538.0346678571427
1822.113281;3557.4917
1820.542969;3538.1020500000004
1818.974609;3524.0498050000006
1817.404297;3549.967285
1815.833984;3584.6262200000006
1814.263672;3575.5183100000004
1812.693359;3552.340087857143
1811.121094;3549.707275
1809.550781;3543.65332
1807.978516;3568.773437857143
1806.40625;3558.156982857143
1804.833984;3506.885987857143
1803.261719;3497.046142857143
1801.6875;3539.62622
1800.115234;3506.618407857143
1798.541016;3492.98706
1796.966797;3537.43921
1795.392578;3512.421387857143
